,group,variable,month,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS FALCIPARUM,DE 5 AÑOS Y MÁS FALCIPARUM,TOTALES,TOTALES,TOTALES
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-01-01,1,1,0,0,1,1,2
BELLA FLOR,malaria,de 5 anos y mas,2023-02-01,17,1,0,0,17,1,18
COBIJA,malaria,de 5 anos y mas,2023-02-01,3,0,0,0,3,0,3
CONCEPCION,malaria,de 5 anos y mas,2023-02-01,10,41,0,0,10,41,51
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-02-01,2,4,0,0,2,4,6
FILADELFIA,malaria,de 5 anos y mas,2023-02-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2023-02-01,8,10,0,0,8,10,18
INCAHUASI,malaria,de 5 anos y mas,2023-02-01,4,4,0,0,4,4,8
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-02-01,2,2,0,0,2,2,4
IXIAMAS,malaria,de 5 anos y mas,2023-02-01,54,40,41,30,95,70,165
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-02-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-02-01,5,2,0,0,5,2,7
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-02-01,13,4,0,0,13,4,17
PUERTO RICO,malaria,de 5 anos y mas,2023-02-01,12,5,3,0,15,5,20
REYES,malaria,de 5 anos y mas,2023-02-01,4,4,1,0,5,4,9
RIBERALTA,malaria,de 5 anos y mas,2023-02-01,159,99,6,2,165,101,266
SAN BORJA,malaria,de 5 anos y mas,2023-02-01,2,0,0,0,2,0,2
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-02-01,57,34,0,0,57,34,91
SANTA CRUZ DE LA SIERRA,malaria,de 5 anos y mas,2023-02-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2023-02-01,2,0,0,0,2,0,2
SENA,malaria,de 5 anos y mas,2023-02-01,91,45,6,3,97,48,145
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-02-01,1,1,0,0,1,1,2
BELLA FLOR,malaria,de 5 anos y mas,2023-03-01,2,3,1,0,3,3,6
COBIJA,malaria,de 5 anos y mas,2023-03-01,7,5,0,0,7,5,12
CONCEPCION,malaria,de 5 anos y mas,2023-03-01,10,21,0,0,10,21,31
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-03-01,5,4,0,0,5,4,9
FILADELFIA,malaria,de 5 anos y mas,2023-03-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2023-03-01,28,20,0,0,28,20,48
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-03-01,3,0,0,0,3,0,3
IXIAMAS,malaria,de 5 anos y mas,2023-03-01,74,54,16,17,90,71,161
MACHARETI,malaria,de 5 anos y mas,2023-03-01,2,1,0,0,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-03-01,5,2,0,0,5,2,7
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-03-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-03-01,6,3,0,0,6,3,9
PUERTO RICO,malaria,de 5 anos y mas,2023-03-01,20,9,2,1,22,10,32
REYES,malaria,de 5 anos y mas,2023-03-01,5,6,0,0,5,6,11
RIBERALTA,malaria,de 5 anos y mas,2023-03-01,251,159,5,1,256,160,416
RURRENABAQUE,malaria,de 5 anos y mas,2023-03-01,2,0,0,0,2,0,2
SAN BORJA,malaria,de 5 anos y mas,2023-03-01,3,1,0,0,3,1,4
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-03-01,74,64,7,3,81,67,148
SAN LUCAS,malaria,de 5 anos y mas,2023-03-01,3,10,0,0,3,10,13
SAN PEDRO(PND),malaria,de 5 anos y mas,2023-03-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2023-03-01,4,6,1,0,5,6,11
SENA,malaria,de 5 anos y mas,2023-03-01,86,52,17,8,103,60,163
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-03-01,3,2,0,0,3,2,5
BELLA FLOR,malaria,de 5 anos y mas,2023-04-01,5,3,0,0,5,3,8
COBIJA,malaria,de 5 anos y mas,2023-04-01,4,3,0,0,4,3,7
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-04-01,3,1,0,0,3,1,4
FILADELFIA,malaria,de 5 anos y mas,2023-04-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2023-04-01,26,21,0,0,26,21,47
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-04-01,5,1,0,0,5,1,6
IXIAMAS,malaria,de 5 anos y mas,2023-04-01,43,20,15,14,58,34,92
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-04-01,4,1,0,0,4,1,5
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-04-01,6,1,0,0,6,1,7
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-04-01,17,3,0,0,17,3,20
PUERTO RICO,malaria,de 5 anos y mas,2023-04-01,14,7,1,3,15,10,25
REYES,malaria,de 5 anos y mas,2023-04-01,4,3,0,0,4,3,7
RIBERALTA,malaria,de 5 anos y mas,2023-04-01,167,74,7,1,174,75,249
SAN BORJA,malaria,de 5 anos y mas,2023-04-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-04-01,53,53,19,12,72,65,137
SAN PEDRO(PND),malaria,de 5 anos y mas,2023-04-01,3,1,0,0,3,1,4
SANTA ROSA,malaria,de 5 anos y mas,2023-04-01,2,1,0,0,2,1,3
SENA,malaria,de 5 anos y mas,2023-04-01,73,45,23,8,96,53,149
TOMINA,malaria,de 5 anos y mas,2023-04-01,0,1,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-04-01,3,2,0,0,3,2,5
BELLA FLOR,malaria,de 5 anos y mas,2023-05-01,14,0,0,0,14,0,14
COBIJA,malaria,de 5 anos y mas,2023-05-01,2,2,0,0,2,2,4
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-05-01,3,0,0,0,3,0,3
FILADELFIA,malaria,de 5 anos y mas,2023-05-01,1,0,1,0,2,0,2
GUAYARAMERIN,malaria,de 5 anos y mas,2023-05-01,66,50,1,0,67,50,117
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-05-01,0,2,0,0,0,2,2
IXIAMAS,malaria,de 5 anos y mas,2023-05-01,18,14,9,12,27,26,53
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-05-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-05-01,3,1,0,0,3,1,4
PORVENIR,malaria,de 5 anos y mas,2023-05-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-05-01,7,1,0,0,7,1,8
PUERTO RICO,malaria,de 5 anos y mas,2023-05-01,37,11,2,0,39,11,50
REYES,malaria,de 5 anos y mas,2023-05-01,7,4,0,0,7,4,11
RIBERALTA,malaria,de 5 anos y mas,2023-05-01,168,109,8,5,176,114,290
RURRENABAQUE,malaria,de 5 anos y mas,2023-05-01,4,1,0,0,4,1,5
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-05-01,42,24,1,2,43,26,69
SAN PEDRO(PND),malaria,de 5 anos y mas,2023-05-01,2,0,0,0,2,0,2
SANTA ROSA,malaria,de 5 anos y mas,2023-05-01,1,1,0,0,1,1,2
SENA,malaria,de 5 anos y mas,2023-05-01,52,40,31,23,83,63,146
TOMINA,malaria,de 5 anos y mas,2023-05-01,5,7,0,0,5,7,12
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-05-01,1,0,0,0,1,0,1
BELLA FLOR,malaria,de 5 anos y mas,2023-06-01,3,3,4,0,7,3,10
CARANAVI,malaria,de 5 anos y mas,2023-06-01,0,0,1,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2023-06-01,3,1,0,0,3,1,4
CONCEPCION,malaria,de 5 anos y mas,2023-06-01,12,13,0,0,12,13,25
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-06-01,6,5,0,0,6,5,11
GUAYARAMERIN,malaria,de 5 anos y mas,2023-06-01,46,34,0,0,46,34,80
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-06-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 5 anos y mas,2023-06-01,16,12,14,12,30,24,54
MACHARETI,malaria,de 5 anos y mas,2023-06-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-06-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-06-01,5,1,0,0,5,1,6
PORVENIR,malaria,de 5 anos y mas,2023-06-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-06-01,9,2,1,0,10,2,12
PUERTO RICO,malaria,de 5 anos y mas,2023-06-01,34,11,8,1,42,12,54
REYES,malaria,de 5 anos y mas,2023-06-01,1,8,2,2,3,10,13
RIBERALTA,malaria,de 5 anos y mas,2023-06-01,220,109,24,0,244,109,353
RURRENABAQUE,malaria,de 5 anos y mas,2023-06-01,0,1,0,0,0,1,1
SAN BORJA,malaria,de 5 anos y mas,2023-06-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-06-01,34,39,5,5,39,44,83
SAN PEDRO(PND),malaria,de 5 anos y mas,2023-06-01,2,3,0,0,2,3,5
SANTA ROSA,malaria,de 5 anos y mas,2023-06-01,2,1,0,0,2,1,3
SENA,malaria,de 5 anos y mas,2023-06-01,39,32,11,9,50,41,91
TOMINA,malaria,de 5 anos y mas,2023-06-01,2,4,0,0,2,4,6
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-06-01,2,1,0,0,2,1,3
BELLA FLOR,malaria,de 5 anos y mas,2023-07-01,12,3,4,0,16,3,19
COBIJA,malaria,de 5 anos y mas,2023-07-01,7,21,0,0,7,21,28
CONCEPCION,malaria,de 5 anos y mas,2023-07-01,12,17,0,0,12,17,29
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-07-01,2,2,0,0,2,2,4
FILADELFIA,malaria,de 5 anos y mas,2023-07-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2023-07-01,40,54,0,0,40,54,94
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-07-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 5 anos y mas,2023-07-01,12,6,4,4,16,10,26
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-07-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-07-01,5,4,0,0,5,4,9
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-07-01,4,0,0,0,4,0,4
PUERTO RICO,malaria,de 5 anos y mas,2023-07-01,15,7,3,3,18,10,28
REYES,malaria,de 5 anos y mas,2023-07-01,5,1,0,0,5,1,6
RIBERALTA,malaria,de 5 anos y mas,2023-07-01,154,101,6,2,160,103,263
RURRENABAQUE,malaria,de 5 anos y mas,2023-07-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-07-01,29,13,1,0,30,13,43
SAN PEDRO(PND),malaria,de 5 anos y mas,2023-07-01,1,2,0,0,1,2,3
SANTA ROSA,malaria,de 5 anos y mas,2023-07-01,2,0,0,0,2,0,2
SENA,malaria,de 5 anos y mas,2023-07-01,8,10,2,2,10,12,22
TOMINA,malaria,de 5 anos y mas,2023-07-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-07-01,3,3,0,0,3,3,6
ZUDAÑEZ,malaria,de 5 anos y mas,2023-07-01,1,1,0,0,1,1,2
BELLA FLOR,malaria,de 5 anos y mas,2023-08-01,3,7,0,0,3,7,10
COBIJA,malaria,de 5 anos y mas,2023-08-01,1,0,0,0,1,0,1
COCHABAMBA,malaria,de 5 anos y mas,2023-08-01,2,0,0,0,2,0,2
GUAYARAMERIN,malaria,de 5 anos y mas,2023-08-01,44,36,0,0,44,36,80
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-08-01,3,0,1,0,4,0,4
IXIAMAS,malaria,de 5 anos y mas,2023-08-01,16,16,4,2,20,18,38
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-08-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-08-01,8,4,0,0,8,4,12
POROMA,malaria,de 5 anos y mas,2023-08-01,0,0,0,6,0,6,6
PORVENIR,malaria,de 5 anos y mas,2023-08-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-08-01,3,3,0,0,3,3,6
PUERTO RICO,malaria,de 5 anos y mas,2023-08-01,1,1,0,0,1,1,2
REYES,malaria,de 5 anos y mas,2023-08-01,5,3,0,0,5,3,8
RIBERALTA,malaria,de 5 anos y mas,2023-08-01,220,155,32,18,252,173,425
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-08-01,19,10,2,1,21,11,32
SAN PEDRO(PND),malaria,de 5 anos y mas,2023-08-01,2,1,0,0,2,1,3
SANTA ROSA,malaria,de 5 anos y mas,2023-08-01,5,3,0,0,5,3,8
SENA,malaria,de 5 anos y mas,2023-08-01,30,11,8,5,38,16,54
SUCRE,malaria,de 5 anos y mas,2023-08-01,1,0,0,0,1,0,1
TOMINA,malaria,de 5 anos y mas,2023-08-01,5,2,0,0,5,2,7
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-08-01,2,1,1,2,3,3,6
BELLA FLOR,malaria,de 5 anos y mas,2023-09-01,7,3,0,0,7,3,10
COCHABAMBA,malaria,de 5 anos y mas,2023-09-01,0,0,1,0,1,0,1
CONCEPCION,malaria,de 5 anos y mas,2023-09-01,8,14,0,0,8,14,22
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-09-01,9,6,6,4,15,10,25
FILADELFIA,malaria,de 5 anos y mas,2023-09-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2023-09-01,23,21,2,2,25,23,48
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-09-01,12,6,0,0,12,6,18
IXIAMAS,malaria,de 5 anos y mas,2023-09-01,12,5,0,0,12,5,17
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-09-01,7,5,0,0,7,5,12
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-09-01,5,3,0,0,5,3,8
POROMA,malaria,de 5 anos y mas,2023-09-01,23,31,16,13,39,44,83
PORVENIR,malaria,de 5 anos y mas,2023-09-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-09-01,2,0,0,0,2,0,2
PUERTO RICO,malaria,de 5 anos y mas,2023-09-01,19,13,0,0,19,13,32
REYES,malaria,de 5 anos y mas,2023-09-01,10,5,2,0,12,5,17
RIBERALTA,malaria,de 5 anos y mas,2023-09-01,187,143,12,5,199,148,347
SAN BORJA,malaria,de 5 anos y mas,2023-09-01,0,1,0,0,0,1,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-09-01,27,31,2,0,29,31,60
SAN LORENZO(TJA),malaria,de 5 anos y mas,2023-09-01,0,0,1,0,1,0,1
SAN PEDRO(PND),malaria,de 5 anos y mas,2023-09-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,malaria,de 5 anos y mas,2023-09-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2023-09-01,3,1,0,0,3,1,4
SENA,malaria,de 5 anos y mas,2023-09-01,21,6,18,10,39,16,55
SUCRE,malaria,de 5 anos y mas,2023-09-01,0,1,0,0,0,1,1
TOMINA,malaria,de 5 anos y mas,2023-09-01,4,11,0,0,4,11,15
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-09-01,4,2,0,0,4,2,6
BELLA FLOR,malaria,de 5 anos y mas,2023-10-01,1,2,0,0,1,2,3
COBIJA,malaria,de 5 anos y mas,2023-10-01,1,1,0,0,1,1,2
COROICO,malaria,de 5 anos y mas,2023-10-01,0,0,1,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-10-01,4,4,5,5,9,9,18
FILADELFIA,malaria,de 5 anos y mas,2023-10-01,1,2,0,0,1,2,3
GUAYARAMERIN,malaria,de 5 anos y mas,2023-10-01,21,22,0,0,21,22,43
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-10-01,18,6,0,0,18,6,24
IXIAMAS,malaria,de 5 anos y mas,2023-10-01,6,2,3,1,9,3,12
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-10-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-10-01,6,5,0,0,6,5,11
PORVENIR,malaria,de 5 anos y mas,2023-10-01,5,3,0,0,5,3,8
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-10-01,0,1,0,0,0,1,1
PUERTO RICO,malaria,de 5 anos y mas,2023-10-01,29,17,0,0,29,17,46
REYES,malaria,de 5 anos y mas,2023-10-01,4,1,0,0,4,1,5
RIBERALTA,malaria,de 5 anos y mas,2023-10-01,269,203,21,14,290,217,507
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-10-01,44,26,5,1,49,27,76
SANTA ROSA,malaria,de 5 anos y mas,2023-10-01,4,5,0,0,4,5,9
SENA,malaria,de 5 anos y mas,2023-10-01,20,11,12,9,32,20,52
SUCRE,malaria,de 5 anos y mas,2023-10-01,0,1,0,0,0,1,1
TOMINA,malaria,de 5 anos y mas,2023-10-01,8,8,0,0,8,8,16
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-10-01,4,2,0,0,4,2,6
BELLA FLOR,malaria,de 5 anos y mas,2023-11-01,4,3,0,0,4,3,7
COBIJA,malaria,de 5 anos y mas,2023-11-01,3,3,0,0,3,3,6
CONCEPCION,malaria,de 5 anos y mas,2023-11-01,1,6,0,0,1,6,7
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-11-01,6,4,2,2,8,6,14
GUAYARAMERIN,malaria,de 5 anos y mas,2023-11-01,13,10,3,0,16,10,26
INCAHUASI,malaria,de 5 anos y mas,2023-11-01,8,1,0,0,8,1,9
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-11-01,35,17,1,0,36,17,53
IXIAMAS,malaria,de 5 anos y mas,2023-11-01,13,14,0,0,13,14,27
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-11-01,2,3,0,0,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-11-01,5,0,0,0,5,0,5
PORVENIR,malaria,de 5 anos y mas,2023-11-01,3,2,0,0,3,2,5
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2023-11-01,1,0,0,0,1,0,1
PUERTO RICO,malaria,de 5 anos y mas,2023-11-01,53,34,1,0,54,34,88
REYES,malaria,de 5 anos y mas,2023-11-01,3,3,2,2,5,5,10
RIBERALTA,malaria,de 5 anos y mas,2023-11-01,321,207,28,10,349,217,566
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-11-01,25,20,2,1,27,21,48
SAN PEDRO(PND),malaria,de 5 anos y mas,2023-11-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,de 5 anos y mas,2023-11-01,9,6,0,1,9,7,16
SENA,malaria,de 5 anos y mas,2023-11-01,24,19,1,2,25,21,46
TOMINA,malaria,de 5 anos y mas,2023-11-01,4,6,0,0,4,6,10
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-11-01,1,1,0,0,1,1,2
BELLA FLOR,malaria,de 5 anos y mas,2023-12-01,7,3,0,0,7,3,10
COBIJA,malaria,de 5 anos y mas,2023-12-01,0,0,0,0,0,0,0
CONCEPCION,malaria,de 5 anos y mas,2023-12-01,8,11,0,0,8,11,19
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2023-12-01,5,2,2,2,7,4,11
GUAYARAMERIN,malaria,de 5 anos y mas,2023-12-01,10,16,0,0,10,16,26
INGAVI (HUMAITA),malaria,de 5 anos y mas,2023-12-01,18,15,2,0,20,15,35
IXIAMAS,malaria,de 5 anos y mas,2023-12-01,11,6,1,1,12,7,19
MONTEAGUDO,malaria,de 5 anos y mas,2023-12-01,3,0,0,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2023-12-01,3,1,0,0,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2023-12-01,4,2,0,0,4,2,6
PORVENIR,malaria,de 5 anos y mas,2023-12-01,3,1,0,0,3,1,4
PUERTO RICO,malaria,de 5 anos y mas,2023-12-01,55,27,0,2,55,29,84
REYES,malaria,de 5 anos y mas,2023-12-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 5 anos y mas,2023-12-01,345,227,23,12,368,239,607
SAN LORENZO(PND),malaria,de 5 anos y mas,2023-12-01,29,17,4,3,33,20,53
SAN PEDRO(PND),malaria,de 5 anos y mas,2023-12-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 5 anos y mas,2023-12-01,13,8,0,0,13,8,21
SENA,malaria,de 5 anos y mas,2023-12-01,29,21,6,2,35,23,58
TOMINA,malaria,de 5 anos y mas,2023-12-01,3,4,0,0,3,4,7
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2023-12-01,9,1,0,1,9,2,11
VILLA TUNARI,malaria,de 5 anos y mas,2023-12-01,1,0,0,0,1,0,1
