,group,variable,month,DE 1 A MENORES DE 5 AÑOS VIVAX,DE 1 A MENORES DE 5 AÑOS VIVAX,DE 1 A MENORES DE 5 AÑOS FALCIPARUM,DE 1 A MENORES DE 5 AÑOS FALCIPARUM,TOTALES,TOTALES,TOTALES
SANTA ROSA,malaria,de 1 a menores de 5 anos,2023-03-01,0,1,0,0,0,1,1
SENA,malaria,de 1 a menores de 5 anos,2023-03-01,14,6,0,1,14,7,21
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2023-04-01,1,2,0,0,1,2,3
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2023-04-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 1 a menores de 5 anos,2023-04-01,3,2,1,1,4,3,7
PUERTO RICO,malaria,de 1 a menores de 5 anos,2023-04-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2023-04-01,14,9,0,0,14,9,23
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2023-04-01,6,2,0,0,6,2,8
SENA,malaria,de 1 a menores de 5 anos,2023-04-01,10,9,1,2,11,11,22
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2023-05-01,3,1,0,0,3,1,4
IXIAMAS,malaria,de 1 a menores de 5 anos,2023-05-01,0,1,0,0,0,1,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2023-05-01,2,5,0,0,2,5,7
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2023-05-01,5,2,1,0,6,2,8
SENA,malaria,de 1 a menores de 5 anos,2023-05-01,9,5,1,1,10,6,16
FILADELFIA,malaria,de 1 a menores de 5 anos,2023-06-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2023-06-01,3,2,0,0,3,2,5
IXIAMAS,malaria,de 1 a menores de 5 anos,2023-06-01,3,1,1,1,4,2,6
PUERTO RICO,malaria,de 1 a menores de 5 anos,2023-06-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2023-06-01,7,6,0,0,7,6,13
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2023-06-01,3,2,0,0,3,2,5
SENA,malaria,de 1 a menores de 5 anos,2023-06-01,19,11,0,0,19,11,30
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2023-07-01,8,4,0,0,8,4,12
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 1 a menores de 5 anos,2023-07-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 1 a menores de 5 anos,2023-07-01,0,1,0,0,0,1,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2023-07-01,3,3,0,0,3,3,6
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2023-07-01,0,2,0,0,0,2,2
SENA,malaria,de 1 a menores de 5 anos,2023-07-01,2,1,0,0,2,1,3
BELLA FLOR,malaria,de 1 a menores de 5 anos,2023-08-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2023-08-01,4,2,0,0,4,2,6
IXIAMAS,malaria,de 1 a menores de 5 anos,2023-08-01,1,1,0,0,1,1,2
RIBERALTA,malaria,de 1 a menores de 5 anos,2023-08-01,3,5,0,0,3,5,8
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2023-08-01,0,1,0,0,0,1,1
SENA,malaria,de 1 a menores de 5 anos,2023-08-01,5,3,1,0,6,3,9
BELLA FLOR,malaria,de 1 a menores de 5 anos,2023-09-01,1,0,0,0,1,0,1
CONCEPCION,malaria,de 1 a menores de 5 anos,2023-09-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 1 a menores de 5 anos,2023-09-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2023-09-01,1,3,0,0,1,3,4
INGAVI (HUMAITA),malaria,de 1 a menores de 5 anos,2023-09-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 1 a menores de 5 anos,2023-09-01,2,0,0,0,2,0,2
PUERTO RICO,malaria,de 1 a menores de 5 anos,2023-09-01,2,1,0,0,2,1,3
REYES,malaria,de 1 a menores de 5 anos,2023-09-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2023-09-01,7,14,1,0,8,14,22
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2023-09-01,0,2,0,0,0,2,2
SENA,malaria,de 1 a menores de 5 anos,2023-09-01,1,1,1,0,2,1,3
TIRAQUE (CBBA),malaria,de 1 a menores de 5 anos,2023-09-01,0,0,1,0,1,0,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2023-10-01,2,0,0,0,2,0,2
INGAVI (HUMAITA),malaria,de 1 a menores de 5 anos,2023-10-01,1,2,0,0,1,2,3
IXIAMAS,malaria,de 1 a menores de 5 anos,2023-10-01,1,0,0,0,1,0,1
PUERTO RICO,malaria,de 1 a menores de 5 anos,2023-10-01,1,1,0,0,1,1,2
REYES,malaria,de 1 a menores de 5 anos,2023-10-01,1,1,0,0,1,1,2
RIBERALTA,malaria,de 1 a menores de 5 anos,2023-10-01,12,10,1,0,13,10,23
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2023-10-01,4,1,1,0,5,1,6
SENA,malaria,de 1 a menores de 5 anos,2023-10-01,1,1,1,0,2,1,3
VILLA NUEVA (LOMA ALTA),malaria,de 1 a menores de 5 anos,2023-10-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2023-11-01,3,0,0,0,3,0,3
INGAVI (HUMAITA),malaria,de 1 a menores de 5 anos,2023-11-01,1,2,0,0,1,2,3
IXIAMAS,malaria,de 1 a menores de 5 anos,2023-11-01,1,0,0,0,1,0,1
PUERTO RICO,malaria,de 1 a menores de 5 anos,2023-11-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2023-11-01,12,19,5,5,17,24,41
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2023-11-01,1,3,0,0,1,3,4
SANTA ROSA,malaria,de 1 a menores de 5 anos,2023-11-01,0,1,0,0,0,1,1
SENA,malaria,de 1 a menores de 5 anos,2023-11-01,1,0,1,0,2,0,2
COBIJA,malaria,de 1 a menores de 5 anos,2023-12-01,1,0,0,0,1,0,1
CONCEPCION,malaria,de 1 a menores de 5 anos,2023-12-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 1 a menores de 5 anos,2023-12-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),malaria,de 1 a menores de 5 anos,2023-12-01,1,1,0,0,1,1,2
IXIAMAS,malaria,de 1 a menores de 5 anos,2023-12-01,1,0,0,1,1,1,2
PUERTO GONZALO MORENO,malaria,de 1 a menores de 5 anos,2023-12-01,1,0,0,0,1,0,1
PUERTO RICO,malaria,de 1 a menores de 5 anos,2023-12-01,2,1,0,0,2,1,3
REYES,malaria,de 1 a menores de 5 anos,2023-12-01,0,0,1,0,1,0,1
RIBERALTA,malaria,de 1 a menores de 5 anos,2023-12-01,1,9,1,0,2,9,11
SAN LORENZO(PND),malaria,de 1 a menores de 5 anos,2023-12-01,4,2,0,0,4,2,6
SENA,malaria,de 1 a menores de 5 anos,2023-12-01,1,2,0,0,1,2,3
