,group,variable,month,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 1RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CABEZAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,2,0,0,3,2,5
"CAIZA ""D""",otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,1,0,0,1,1,2
CAJUATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,6,0,0,1,6,7
CALAMARCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,7,8,0,0,7,8,15
CAMIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,5,2,0,0,5,2,7
CAPINOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,8,0,0,0,8,8
CAQUIAVIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,3,0,0,2,3,5
CARANAVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,1,0,0,1,1,2
CATACORA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,4,0,0,2,4,6
CHUA COCANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,3,0,0,1,3,4
CKOCHAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,2,0,0,1,2,3
COCAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,0,0,0,2,0,2
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,38,111,0,0,38,111,149
COLCAPIRHUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
COLLANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,3,0,0,0,3,3
COLOMI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,1,0,2,2
COLPA BELGICA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,5,9,0,0,5,9,14
COLQUENCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,4,5,0,0,4,5,9
COMANCHE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,2,0,0,2,2,4
COMARAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
COTOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,2,0,0,2,2,4
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,3,0,0,1,3,4
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,2,0,0,2,2,4
CURVA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,102,200,7,20,109,220,329
EL PUENTE(STC),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,3,0,0,1,3,4
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,8,19,0,0,8,19,27
ESCARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,3,0,0,2,3,5
ESCOMA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,5,0,0,0,5,5
GUANAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,0,0,0,3,0,3
GUAYARAMERIN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,6,9,16,19,22,28,50
GUTIERREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,7,2,4,2,11,13
HUARINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
ICHOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,3,0,0,2,3,5
INQUISIVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,0,1,2,1,2,3
IXIAMAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,1,0,0,2,1,3
LA GUARDIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,3,0,0,2,3,5
LA PAZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,122,159,0,0,122,159,281
LAJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,5,13,0,0,5,13,18
MAPIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,0,0,0,2,0,2
MIZQUE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,4,0,0,2,4,6
MOJINETE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,6,1,1,1,7,2,9
MOJOCOYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,4,0,0,1,4,5
MONTERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,21,44,60,34,81,78,159
MOROCHATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,0,1,24,1,24,25
NAZACARA DE PACAJES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
OKINAWA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,4,0,0,2,4,6
ORURO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,59,107,0,0,59,107,166
PADCAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
PADILLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,2,0,0,1,2,3
PAILON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,0,0,0,3,0,3
PASORAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,1,0,0,1,1,2
POCONA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,4,2,0,1,4,3,7
PORONGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,0,0,2,0,2,2
PORTACHUELO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,27,71,0,0,27,71,98
PRESTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,4,0,0,3,4,7
PUCARANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,5,0,0,2,5,7
PUERTO ACOSTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,2,0,0,1,2,3
PUERTO CARABUCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,0,0,1,0,1,1
PUERTO PEREZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,3,0,1,0,4,4
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,13,1,4,2,17,19
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,10,6,0,0,10,6,16
PUNATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,4,14,0,0,4,14,18
QUILLACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,11,2,10,5,21,26
QUIME,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,1,0,1,3,2,5
RAVELO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,0,0,1,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,1,0,0,2,1,3
ROBORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,7,3,0,0,7,3,10
SACABA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,12,56,1,1,13,57,70
SACABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,1,0,0,1,1,2
SAN ANDRES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,1,0,0,3,1,4
SAN BORJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,7,4,1,0,8,4,12
SAN CARLOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,3,0,0,3,3,6
SAN IGNACIO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,3,0,0,1,3,4
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,0,0,0,2,0,2
SAN PEDRO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,0,0,1,0,1,1
SAN RAMON SCZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,5,4,0,0,5,4,9
SANTA ANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,65,200,1,6,66,206,272
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,7,5,0,0,7,5,12
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,1,0,0,2,1,3
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,6,0,0,1,6,7
SANTIVAÑES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,7,0,0,1,7,8
SHINAOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,9,13,0,0,9,13,22
SIPE SIPE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,8,0,0,2,8,10
TACACOMA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,4,0,0,3,4,7
TACOPAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,3,0,0,3,3,6
TAHUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,6,6,0,0,6,6,12
TAPACARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,0,1,0,1,0,1
TARACO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,3,0,0,1,3,4
TARIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,8,2,1,4,9,13
TARVITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,1,0,1,3,2,5
TINGUIPAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
TIPUANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,5,0,0,0,5,5
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
TOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,3,0,0,0,3,0,3
TODOS SANTOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,5,0,0,0,5,0,5
TOLATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,5,0,0,2,5,7
TRINIDAD,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,28,38,10,3,38,41,79
TUPIZA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,1,0,0,1,1,2
UNCIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,5,0,0,0,5,5
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,1,2,0,3,1,4
VACAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,0,1,1,1,1,2
VALLEGRANDE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,6,12,0,0,6,12,18
VIACHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,2,8,0,0,2,8,10
VILLA MONTES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,1,0,0,1,1,2
VILLA RIVERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,5,13,1,2,6,15,21
VILLAZON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,2,0,0,1,2,3
WARNES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,1,6,0,0,1,6,7
YACUIBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,4,18,0,0,4,18,22
YAPACANI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,3,4,0,0,3,4,7
ACHOCALLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
ALTO BENI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,4,0,0,1,4,5
ANCORAIMES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
ARBIETO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
AYO AYO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,2,0,0,2,2,4
BAURES,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
CAIROMA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,5,8,0,0,5,8,13
CAMIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,2,0,0,1,2,3
CAPINOTA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
CAQUIAVIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,4,1,0,0,4,1,5
CARACOLLO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
CHIMORE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,0,0,0,2,0,2
COBIJA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,18,23,2,4,20,27,47
COCAPATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,4,2,0,0,4,2,6
COCHABAMBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,12,0,0,2,12,14
COIPASA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,1,0,0,2,1,3
COLCAPIRHUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
COLLANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
COLPA BELGICA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,3,6,0,0,3,6,9
COLQUENCHA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
COLQUIRI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,0,1,0,3,0,3
COMBAYA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,2,0,3,2,5,7
CONCEPCION,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,4,8,0,0,4,8,12
COPACABANA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,0,1,0,1,0,1
CORO CORO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,3,1,0,0,3,1,4
CURVA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,81,186,51,29,132,215,347
EL CHORO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
EL VILLAR,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,3,0,0,0,3,3
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,2,0,0,2,2,4
ESCOMA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,0,0,0,2,0,2
FILADELFIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,7,1,0,0,7,1,8
GUANAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,5,0,0,2,5,7
HUARINA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,3,0,0,2,3,5
HUATAJATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
ICHOCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
ICLA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,4,0,0,2,4,6
INQUISIVI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,5,6,7,5,12,11,23
IXIAMAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,4,0,0,0,4,4
LA PAZ,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,99,214,5,6,104,220,324
LAGUNILLAS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,11,12,0,1,11,13,24
LLICA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
LURIBAY,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,9,9,0,0,9,9,18
MAGDALENA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,3,0,0,1,3,4
MECAPACA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
MOCOMOCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,1,0,0,2,1,3
MOJINETE,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,4,20,1,1,5,21,26
OCURI,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,4,0,0,2,4,6
OKINAWA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,30,28,0,0,30,28,58
PAILON,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,3,4,0,0,3,4,7
PALCA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,2,8,0,0,2,8,10
PALOS BLANCOS,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,1,2,2,2,3,4,7
PASORAPA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,0,0,1,0,1,1
PELECHUCO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,7,1,0,0,7,1,8
POCOATA,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
PORTACHUELO,otras vacunaciones,hepatitis b 1ra. dosis trabajadores de salud,2021-02-01,3,0,0,0,3,0,3
