,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AUCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,5,0,0,0,5,5
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,1,0,1,2,3
AYO AYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,6,0,0,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,4,9,10,30,14,39,53
AZURDUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,4,0,6,6
BATALLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,5,6,4,6,9,15
BAURES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,1,0,1,0,1
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,1,0,1,0,1
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,8,3,8,3,11
BERMEJO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,25,0,1,3,26,29
BETANZOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,12,7,9,7,21,28
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,1,1,1,1,2
BOYUIBE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,0,0,0,2,0,2
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,15,0,0,3,15,18
CABEZAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,9,4,16,4,25,29
CAIROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,10,0,2,0,12,12
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,9,0,1,0,10,10
CAJUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,26,0,0,0,26,26
CALACOTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,1,0,3,3
CALAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,17,1,0,1,17,18
CAMARGO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,4,0,1,0,5,5
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,3,2,3,2,5
CAMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,7,6,2,3,9,9,18
CAPINOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,6,7,9,9,15,16,31
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,4,0,0,0,4,4
CARACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,11,0,3,2,14,16
CARANAVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,7,72,2,4,9,76,85
CARAPARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,19,0,0,1,19,20
CARIPUYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,7,0,2,2,9,11
CHACARILLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,5,21,206,6,211,27,238
CHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
CHARAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,9,5,7,5,16,21
CHARAÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CHAYANTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,6,0,2,0,8,8
CHIMORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,11,28,21,29,32,61
CHOQUE COTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,2,0,1,2,3,5
CHUA COCANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,5,13,0,3,5,16,21
CHUMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,0,1,2,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,5,0,0,0,5,5
CKOCHAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,5,0,5,0,10,10
CLIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,2,11,11,14,13,27
COBIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,15,30,23,2,38,32,70
COCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,5,3,11,5,16,21
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,150,510,148,186,298,696,994
COIPASA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,1,0,2,2
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,36,37,49,44,85,81,166
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,5,0,0,2,5,7
COLLANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,2,3,4,4,6,10
COLOMI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,13,12,11,15,24,39
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,25,47,9,5,34,52,86
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,19,3,4,4,23,27
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,11,29,0,0,11,29,40
COLQUIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,8,1,8,3,16,19
COMANCHE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,13,0,0,2,13,15
COMBAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,0,1,2,2,2,4
COPACABANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,1,0,2,2
CORIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,10,13,17,16,27,43
CORO CORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,6,0,0,0,6,6
COROICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,11,18,9,12,20,30,50
CORQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,3,0,0,2,3,5
COTAGAITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,10,0,0,3,10,13
COTOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,5,0,1,3,6,9
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,1,1,2,2,3,5
CUEVO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,1,0,1,0,1
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,5,5,5,8,13
CURVA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,105,679,190,283,295,962,1257
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,5,5,7,13,12,18,30
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
EL VILLAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,3,0,0,3,3,6
ENTRE RIOS TRJ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,2,0,0,1,2,3
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,7,43,3,4,10,47,57
ESCOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,4,0,0,3,4,7
ESMERALDA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,0,0,0,2,0,2
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,2,1,0,3,2,5
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,2,0,1,1,3,4
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,11,6,18,51,29,57,86
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,1,3,1,5,6
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,9,0,8,3,17,20
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,0,2,0,5,5
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,22,21,26,24,48,72
GUAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,2,1,0,2,2,4
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,35,11,8,13,43,56
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,4,2,1,4,5,9
HUACARETA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,1,0,1,1,2
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,7,5,5,3,12,8,20
HUARACAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,3,0,0,2,3,5
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,2,1,16,3,18,21
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,3,1,0,2,3,5
ICHOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,8,0,9,9
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,5,2,5,4,10,14
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
INQUISIVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,1,1,0,2,1,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,0,0,0,2,0,2
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,2,6,12,7,14,21
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,4,19,16,20,20,39,59
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,146,409,223,61,369,470,839
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,0,3,0,3,3
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,15,0,0,3,15,18
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,4,20,41,21,45,66
LLICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,2,0,3,3
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,28,6,28,8,36
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,3,1,7,3,10,13
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,4,4,0,0,4,4,8
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,4,11,12,13,16,29
MAIRANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
MALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,5,0,6,6
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,6,20,0,0,6,20,26
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,10,2,4,3,14,17
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,21,0,0,0,21,21
MIZQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,1,2,1,2,3
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,5,5,4,5,9,14
MOJINETE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,2,2,2,2,4
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,1,0,0,2,1,3
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,7,8,1,1,8,9,17
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,11,169,56,50,67,219,286
MORO MORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
MOROCHATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,8,9,0,1,8,10,18
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,3,0,3,1,4
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,7,9,7,9,16
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,9,0,2,0,11,11
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,4,14,4,14,8,22
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,50,322,0,1,50,323,373
PADCAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,4,0,0,1,4,5
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,8,1,1,4,9,13
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,13,5,15,6,28,34
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,9,29,0,0,9,29,38
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,1,0,2,2
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,5,0,0,1,5,6
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,0,4,0,5,0,5
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,28,0,4,0,32,32
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,9,0,0,0,9,9
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,7,0,0,1,7,8
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,1,0,3,3
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,2,5,8,7,10,17
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,27,20,0,0,27,20,47
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,1,1,3,2,4,6
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,12,0,6,0,18,18
POROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,4,3,2,6,6,9,15
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,4,30,10,2,14,32,46
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,1,1,1,2,3
POSTRER VALLE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,29,173,28,28,57,201,258
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,7,37,34,86,41,123,164
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,7,4,7,7,14
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,4,2,2,2,6,8
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,0,4,0,7,7
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,5,0,2,0,7,7
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,10,15,17,15,27,42
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,2,0,0,1,2,3
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,4,9,11,4,15,13,28
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,12,56,15,36,27,92,119
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,12,4,3,5,15,20
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,8,28,13,36,21,64,85
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,31,38,92,141,123,179,302
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,8,6,2,7,10,17
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,6,6,5,6,11,17
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,5,14,20,14,25,39
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,121,1,8,3,129,132
ROBORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,2,0,0,3,2,5
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,10,0,0,0,10,10
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,34,124,61,55,95,179,274
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,1,4,6,5,7,12
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,6,0,14,1,20,21
SAIPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,4,0,0,0,4,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,5,13,0,0,5,13,18
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,4,0,0,0,4,4
SAN ANDRES DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,6,0,0,0,6,6
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,8,1,9,2,17,19
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,4,63,10,22,14,85,99
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,1,0,3,3
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,6,0,1,1,7,8
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,37,47,38,48,75,123
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,1,16,0,0,1,16,17
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,4,0,0,0,4,4
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,6,11,0,0,6,11,17
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,17,0,0,0,17,17
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,7,8,2,8,9,16,25
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,19,59,3,6,22,65,87
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,3,0,0,3,3,6
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,3,14,2,2,5,16,21
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,8,33,1,0,9,33,42
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,7,13,2,4,9,17,26
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,2,0,1,0,3,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,17,0,2,0,19,19
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,18,0,0,2,18,20
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,4,57,9,59,13,72
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,6,0,0,0,6,6
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,0,7,11,7,11,18
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,5,5,0,0,5,5,10
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,7,0,0,0,7,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,353,1299,725,226,1078,1525,2603
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,0,9,0,0,0,9,9
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2021-01-01,2,14,3,4,5,18,23
