,group,variable,month,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AZURDUY,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
BATALLAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
BELLA FLOR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,4,2,4,3,7
BETANZOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
BOLPEBRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,2,0,3,3
BOYUIBE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,6,1,1,2,7,9
CAIROMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
"CAIZA ""D""",otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,5,0,0,1,5,6
CALAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,7,0,0,0,7,7
CAMARGO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,14,15,108,49,122,64,186
CAPINOTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,6,8,12,8,18,26
CARACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,0,2,0,5,5
CARANAVI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,5,0,0,0,5,5
CARIPUYO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,0,2,1,2,3
CHALLAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,16,0,2,0,18,18
CHAQUI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,1,0,1,1,2
CHARAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,6,5,6,5,11
CHIMORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,4,6,4,9,13
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,6,0,3,0,9,9
CHUMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,15,14,15,16,31
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,9,2,9,4,13
COBIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,7,13,3,1,10,14,24
COCAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,5,4,14,7,19,26
COCHABAMBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,25,93,58,92,83,185,268
COLCAPIRHUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,11,13,20,24,31,37,68
"COLCHA ""K""",otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,0,0,0,3,0,3
COLLANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
COLOMI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,13,6,9,8,22,30
COLPA BELGICA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,4,0,0,0,4,4
COLQUECHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,1,0,1,1,2
COLQUENCHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,6,0,0,0,6,6
COLQUIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,12,0,0,0,12,12
COMBAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,2,10,2,11,13
CONCEPCION,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,1,1,1,1,2
COPACABANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,0,11,0,11,11
CORIPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,4,19,4,21,25
COROICO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
CORQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,3,1,5,3,8,11
COTOCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,71,235,24,39,95,274,369
CUATRO CAÑADAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,4,10,0,0,4,10,14
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,1,1,0,2,1,3
CUEVO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,2,1,2,1,3
CULPINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,10,1,4,4,14,18
DESAGUADERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,22,208,50,97,72,305,377
EL TORNO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,18,34,0,0,18,34,52
EL VILLAR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,2,1,3,1,4
ENTRE RIOS TRJ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,14,1,13,2,27,29
EUCALIPTUS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,1,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,3,0,4,0,4
FERNANDEZ ALONSO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,1,21,1,23,24
FILADELFIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,2,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,1,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,3,8,3,10,13
GUANAY,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,4,6,4,7,11
GUAQUI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
GUAYARAMERIN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,3,0,5,5
HUACHACALLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,2,1,2,1,3
HUANUNI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,0,3,1,3,4
HUARACAJE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
HUARINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,0,2,0,2,2
HUMANATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,4,3,4,3,7
INCAHUASI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,1,9,1,11,12
INGAVI (HUMAITA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
INQUISIVI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,7,16,7,18,25
IXIAMAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,2,3,2,3,5
JESUS DE MACHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,8,4,4,6,12,18
LA ASUNTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,19,8,27,10,46,56
LA GUARDIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,88,136,197,133,285,269,554
LA PAZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,43,164,18,7,61,171,232
LAJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,5,15,0,1,5,16,21
LLALLAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,3,4,3,5,8
LORETO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,5,7,5,7,12
MAGDALENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,1,2,1,2,3
MAIRANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,6,0,0,1,6,7
MALLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
MAPIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,2,0,0,1,2,3
MINEROS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,5,0,0,1,5,6
MIZQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,27,2,26,5,53,58
MOCOMOCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,4,4,4,5,9
MOJOCOYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,6,5,6,5,11
MONTEAGUDO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,7,0,0,3,7,10
MONTERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,85,2,17,5,102,107
MOROCHATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,4,0,0,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,4,7,0,0,4,7,11
NAZACARA DE PACAJES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,1,2,1,3,4
OKINAWA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,3,4,2,5,5,10
OMEREQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,2,5,2,6,8
ORURO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,5,42,1,2,6,44,50
PADILLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,4,0,0,0,4,4
PAILON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,7,7,6,14,13,21,34
PALOS BLANCOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,4,0,0,0,4,0,4
PAMPA AULLAGAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
PAMPA GRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,3,0,0,3,3,6
PASORAPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,1,3,1,4,5
PATACAMAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,2,1,2,1,3
POCOATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
POCONA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,1,3,2,3,5
POJO (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,5,0,0,0,5,5
PORCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,1,0,2,2
POROMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,0,3,6,6,6,12
PORONGO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,13,10,2,30,15,40,55
PORTACHUELO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,2,0,1,1,3,4
PORVENIR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,1,0,3,3
POTOSI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,9,26,1,7,10,33,43
PUCARANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,17,2,13,4,30,34
PUERTO ACOSTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,5,4,5,4,9
PUERTO CARABUCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,2,0,2,1,4,5
PUERTO QUIJARRO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,0,0,1,1,1,2
PUERTO VILLARROEL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,18,6,19,8,37,45
PUNA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,0,3,0,3,3
PUNATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,2,8,16,10,18,28
QUILLACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,5,10,24,44,29,54,83
RAQAYPAMPA(ETA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,7,0,0,0,7,7
REYES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,8,14,8,14,22
RIBERALTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,10,1,1,1,11,12
ROBORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
SABAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,2,0,0,1,2,3
SACABA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,8,29,10,29,18,58,76
SACABAMBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,1,0,5,1,6,7
SAIPINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
SAN ANDRES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
SAN ANDRES DE MACHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,3,10,3,10,13
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
SAN BENITO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,2,6,2,8,10
SAN BORJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,5,5,5,5,10
SAN BUENA VENTURA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
SAN CARLOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,4,8,3,2,7,10,17
SAN IGNACIO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,2,21,2,22,24
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,14,38,0,5,14,43,57
SAN JAVIER(STC),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,6,0,0,0,6,6
SAN JOAQUIN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,3,0,2,1,5,6
SAN JUAN DE YAPACANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,12,12,2,3,14,15,29
SAN LORENZO(PND),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,6,0,0,0,6,6
SAN LORENZO(TJA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SAN LUCAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,4,14,1,2,5,16,21
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,10,0,4,2,14,16
SAN PEDRO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,4,0,0,1,4,5
SAN PEDRO DE MACHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,6,0,6,0,6
SAN RAFAEL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
SANTA ANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,5,0,0,0,5,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,128,311,26,90,154,401,555
SANTA ROSA DEL SARA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,2,1,1,3,3,6
SANTIAGO DE HUARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,1,0,0,2,1,3
SANTIAGO DE HUATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,0,1,0,4,4
SANTIVAÑES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,7,0,1,0,8,8
SENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,2,0,2,3,5
SHINAOTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,5,12,5,11,10,23,33
SICA SICA (VILLA AROMA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
SICAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,7,5,11,8,18,26
SORACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,3,2,0,0,3,2,5
SUCRE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,9,34,48,56,57,90,147
TACACOMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,5,9,4,11,9,20,29
TACOPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,4,0,3,0,7,7
TAPACARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,5,0,1,1,6,7
TARABUCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,0,1,0,4,4
TARATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,3,0,1,1,4,5
TARIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,9,1,7,1,16,17
TIAHUANACU,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,10,5,13,7,23,30
TIPUANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,2,1,2,1,3
TIQUIPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,4,5,15,6,19,25
TIRAQUE (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,8,1,6,1,14,15
TOCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,7,4,2,4,9,8,17
TOLATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,4,1,7,3,11,14
TOMAVE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,6,2,0,4,6,10
TOTORA(ORR),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,1,0,1,1,2,3
TRINIDAD,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,5,17,1,1,6,18,24
TUPIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,5,0,0,0,5,5
URIONDO (A. CONCEPCION),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,4,0,2,0,6,6
UYUNI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,5,1,0,0,5,1,6
VACAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
VALLEGRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,5,0,0,2,5,7
VIACHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,1,1,0,5,1,6,7
VILA VILA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,2,3,2,3,5
VILLA CHARCAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,4,1,0,0,4,1,5
VILLA RIVERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
VILLA SERRANO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,2,0,0,2,2,4
VILLA TUNARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,4,24,29,24,33,48,81
VILLAZON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,20,5,10,7,30,37
VINTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,8,10,5,19,13,29,42
WALDO BALLIVIAN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
WARNES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,11,30,5,11,16,41,57
YACO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,15,1,2,3,17,20
YANACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2021-01-01,2,5,0,4,2,9,11
