,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,5,0,5,5
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,11,0,0,0,11,11
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,3,0,4,4
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,2,0,3,3
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,1,0,1,1
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,4,0,1,0,5,5
COLQUENCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,7,0,0,0,7,7
CORO CORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,2,0,2,2
DESAGUADERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,19,0,4,0,23,23
EL CHORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,3,0,3,3
EL PUENTE(STC),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,3,0,4,4
EL VILLAR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,2,0,0,0,2,2
EUCALIPTUS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,2,0,2,2
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,23,0,89,0,112,112
GUAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,8,0,0,0,8,8
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,1,0,2,2
INCAHUASI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,10,0,10,10
INQUISIVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,11,0,11,11
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,2,0,3,3
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,6,0,0,0,6,6
LAS CARRERAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,9,0,2,0,11,11
LLALLAGUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,1,0,1,1
LLICA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,3,0,3,3
LURIBAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,4,0,0,0,4,4
MACHARETI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,5,0,22,0,27,27
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,2,0,6,0,8,8
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,5,0,1,0,6,6
PADCAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,2,0,2,2
PADILLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,37,0,1,0,38,38
PALCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,55,0,55,55
PATACAMAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,1,0,1,1
POOPO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,2,0,2,2
POROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,5,0,5,5
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,26,0,0,0,26,26
PUERTO CARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,4,0,4,4
PUERTO PEREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,29,0,29,29
PUNA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,19,0,19,19
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,5,0,5,5
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,10,0,11,11
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,1,0,2,2
SACACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,8,0,9,9
SAN ANDRES DE MACHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,15,0,15,15
SAN IGNACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,2,0,2,2
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,7,0,8,8
SAN LUCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,8,0,7,0,15,15
SAN PABLO DE LIPEZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,2,0,0,0,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,3,0,21,0,24,24
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,3,0,0,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,4,0,4,4
SHINAOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,8,0,0,0,8,8
SIPE SIPE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,5,0,7,0,12,12
SOPACHUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,4,0,0,0,4,4
SORACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,3,0,3,3
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,6,0,1,0,7,7
TARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,13,0,5,0,18,18
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,2,0,1,0,3,3
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,1,0,1,1
TOMINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,6,0,0,0,6,6
TORO TORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,3,0,1,0,4,4
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,4,0,2,0,6,6
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,3,0,0,0,3,3
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,2,0,6,0,8,8
VALLEGRANDE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,2,0,0,0,2,2
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,1,0,1,1
VILLA SERRANO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,2,0,16,0,18,18
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,7,0,7,0,14,14
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,11,0,3,0,14,14
VINTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,3,0,0,0,3,3
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,1,0,0,0,1,1
YOTALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,13,0,13,13
YUNCHARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,0,0,9,0,9,9
ZUDAÑEZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-01-01,0,3,0,2,0,5,5
ACACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,8,0,8,8
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,14,0,15,15
AIQUILE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,0,0,2,2
APOLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,1,0,2,2
ARQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,24,0,0,0,24,24
AUCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,6,0,6,6
AYO AYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,0,0,2,2
AZURDUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,3,0,3,3
BATALLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,5,0,5,5
BELEN DE ANDAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,4,0,0,0,4,4
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,13,0,0,0,13,13
BOLIVAR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,20,0,20,20
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,3,0,4,4
CAIROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,6,0,0,0,6,6
"CAIZA ""D""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,11,0,3,0,14,14
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,3,0,4,4
CHAYANTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,8,0,40,0,48,48
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,30,0,49,0,79,79
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,5,0,8,0,13,13
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,6,0,6,6
COMANCHE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
CORIPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,21,0,21,21
COTAGAITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,22,0,10,0,32,32
EL PUENTE(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,4,0,6,0,10,10
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,13,0,14,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,7,0,7,7
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,4,0,0,0,4,4
HUARINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,8,0,8,8
ICLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,3,0,37,0,40,40
INCAHUASI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,21,0,21,21
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,11,0,12,12
LA ASUNTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,21,0,18,0,39,39
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,21,0,2,0,23,23
LAJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
LAS CARRERAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,4,0,4,4
LICOMA PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
LORETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
LURIBAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,5,0,5,5
MACHARETI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,10,0,10,10
MAPIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,8,0,8,8
MINEROS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,15,0,8,0,23,23
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,6,0,5,0,11,11
MOROCHATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,13,0,13,13
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,6,0,1,0,7,7
PADILLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,27,0,0,0,27,27
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,6,0,6,6
PALCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,17,0,18,18
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,22,0,22,22
PASORAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,3,0,3,3
PORONGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,1,0,3,3
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,25,0,0,0,25,25
PRESTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,3,0,11,0,14,14
PUERTO CARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,5,0,7,7
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,3,0,3,3
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
SABAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,0,0,2,2
SACACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,18,0,18,18
SALINAS DE GARCI MENDOZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,3,0,3,3
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
SAN ANDRES DE MACHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,8,0,9,9
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
SAN IGNACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,12,0,0,0,12,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,5,0,0,0,5,5
SAN LORENZO(PND),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,4,0,6,6
SAN LUCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,20,0,63,0,83,83
SAN PEDRO DE MACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,9,0,9,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,17,0,0,0,17,17
SANTIAGO DE HUARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,6,0,8,8
SANTIVAÑES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
SHINAOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,11,0,51,0,62,62
SIPE SIPE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,4,0,17,0,21,21
SOPACHUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,16,0,25,0,41,41
TARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,8,0,10,10
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,4,0,28,0,32,32
TEOPONTE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,7,0,8,8
TIAHUANACU,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,4,0,4,4
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,6,0,8,8
TOMINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,9,0,12,0,21,21
TRIGAL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,6,0,0,0,6,6
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,5,0,7,7
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
VALLEGRANDE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,2,0,2,2
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,1,0,4,0,5,5
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,3,0,13,0,16,16
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,43,0,27,0,70,70
VINTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,2,0,0,0,2,2
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,8,0,0,0,8,8
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,1,0,1,1
YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2021-02-01,0,0,0,13,0,13,13
