,group,variable,month,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,5,12,6,14,11,26,37
BATALLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
BAURES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,0,2,0,2,2
BELLA FLOR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,5,3,5,4,9
BERMEJO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
BETANZOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,12,0,4,1,16,17
BOLIVAR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
BOYUIBE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,5,0,0,0,5,5
CABEZAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,5,6,4,0,9,6,15
CAIROMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,4,0,0,0,4,4
"CAIZA ""D""",otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,6,4,7,5,12
CAJUATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,16,0,0,0,16,16
CALAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,13,0,0,0,13,13
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,11,15,6,6,17,21,38
CAPINOTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,5,10,16,25,21,35,56
CAQUIAVIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
CARACOLLO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,4,0,2,1,6,7
CARANAVI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,22,2,2,4,24,28
CARAPARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CARIPUYO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,9,1,0,2,9,3,12
CHACARILLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
CHALLAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,16,0,1,2,17,19
CHAQUI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,3,2,2,3,5,8
CHARAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,2,2,2,2,4
CHAYANTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,4,3,12,5,16,21
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,6,9,0,6,6,15,21
CHUMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,5,2,4,2,9,11
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,0,6,0,9,9
CLIZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,4,13,11,14,15,29
COBIJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,5,22,8,2,13,24,37
COCAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,6,4,2,5,8,9,17
COCHABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,45,184,112,179,157,363,520
COIPASA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
COLCAPIRHUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,16,22,36,44,52,66,118
"COLCHA ""K""",otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
COLOMI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,6,15,11,16,17,31,48
COLPA BELGICA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,15,26,1,4,16,30,46
COLQUECHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,3,1,2,2,5,7
COLQUENCHA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,10,22,0,0,10,22,32
COLQUIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,24,10,24,13,37
COMANCHE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,1,0,0,2,1,3
COMARAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,10,0,1,0,11,11
COMBAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,0,2,0,2,2
CONCEPCION,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,0,2,0,2,2
COPACABANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,3,1,21,2,24,26
CORIPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,4,7,19,7,23,30
CORO CORO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,5,0,0,0,5,5
COROICO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,3,1,3,3,6
CORQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,4,3,0,9,4,12,16
COTOCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,52,146,20,39,72,185,257
CUATRO CAÑADAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,0,1,0,4,0,4
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,0,1,1,2,3
CUEVO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,1,0,1,1,2
CULPINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,5,63,1,5,6,68,74
DESAGUADERO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,4,0,0,1,4,5
EL ALTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,48,378,51,184,99,562,661
EL PUENTE(STC),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,3,0,4,4
EL TORNO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,12,13,0,0,12,13,25
EL VILLAR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,4,5,1,4,5,9,14
ENTRE RIOS TRJ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,44,5,4,7,48,55
ESCOMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,1,1,1,1,2
EUCALIPTUS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,4,2,4,2,6
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,1,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,10,49,10,50,60
FILADELFIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,3,5,3,6,9
GENERAL SAAVEDRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,4,0,0,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,3,3,3,4,6,10
GUANAY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,7,10,19,12,26,38
GUAYARAMERIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,32,27,62,29,94,123
GUTIERREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
HUACHACALLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,2,1,2,1,3
HUANUNI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,3,5,3,8,11
HUARACAJE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
HUARINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,8,0,6,0,14,14
HUAYLLAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,1,0,2,2
HUMANATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,0,2,0,2,2
INCAHUASI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,6,11,9,14,15,29
INGAVI (HUMAITA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,5,13,21,14,26,40
IXIAMAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,2,7,2,7,9
JESUS DE MACHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,9,0,2,1,11,12
LA ASUNTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,9,26,7,17,16,43,59
LA GUARDIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,66,256,32,14,98,270,368
LAGUNILLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,0,0,0,2,0,2
LAJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,5,0,0,3,5,8
LAS CARRERAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
LLALLAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,5,19,6,20,26
LLICA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,1,0,1,0,1
LORETO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,2,4,30,6,32,38
LURIBAY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
MACHACAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,4,1,0,0,4,1,5
MACHARETI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,2,0,3,3
MAGDALENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,7,6,13,6,20,26
MAIRANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
MALLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
MAPIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,4,0,1,0,5,5
MECAPACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,8,1,4,1,12,13
MINEROS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,6,0,0,0,6,6
MIZQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,8,15,18,25,26,40,66
MOCOMOCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,2,9,2,11,13
MOJINETE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,0,3,0,3,3
MOJOCOYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,2,1,2,2,4
MONTEAGUDO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,4,4,1,6,5,11
MONTERO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,5,127,14,31,19,158,177
MOROCHATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,4,0,1,0,5,5
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,1,2,1,5,2,7
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,2,8,3,8,11
OCURI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,1,2,0,4,1,5
OMEREQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,3,4,3,6,9
ORURO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,27,88,0,3,27,91,118
PADCAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
PADILLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,7,0,0,2,7,9
PAILON,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,8,11,30,16,38,27,65
PALCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,1,12,1,15,16
PALOS BLANCOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,6,0,2,0,8,8
PAMPA AULLAGAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,1,0,2,2
PASORAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,5,7,5,7,12
PATACAMAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,2,9,15,10,17,27
PAZÑA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,0,1,0,3,3
PELECHUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,1,0,1,2,2,4
POJO (CBBA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,7,37,0,0,7,37,44
POOPO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,3,0,4,4
PORCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,2,6,2,9,11
POROMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,5,5,5,5,10
PORONGO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
PORTACHUELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,8,0,2,2,10,12
PORVENIR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,2,2,3,3,6
POTOSI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,14,60,7,16,21,76,97
PRESTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,3,7,3,7,10
PUCARANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,23,4,11,5,34,39
PUERTO ACOSTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,3,3,3,4,7
PUERTO CARABUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,1,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,6,0,7,7
PUERTO PEREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,8,0,0,1,8,9
PUERTO QUIJARRO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,10,10,10,10,20
PUERTO RICO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
PUERTO SUAREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,5,4,6,4,11,15
PUERTO VILLARROEL,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,4,36,26,25,30,61,91
PUNA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,4,1,0,1,4,5
PUNATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,12,8,28,11,40,51
QUIABAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,1,0,1,1,2
QUILLACOLLO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,11,12,57,121,68,133,201
QUIME,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,1,0,1,1,2
QUIRUSILLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,4,0,0,1,4,5
RAVELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,9,10,9,12,21
REYES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,46,58,46,61,107
RIBERALTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,45,5,7,5,52,57
ROBORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,3,0,0,3,3,6
RURRENABAQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,5,59,0,59,5,64
SABAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,16,60,28,48,44,108,152
SACABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,1,3,1,6,7
SACACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,0,2,0,5,5
SAIPINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,11,0,1,0,12,12
SAN ANDRES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,7,1,0,2,7,9
SAN BENITO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,1,4,1,7,8
SAN BORJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,13,10,15,13,28,41
SAN BUENA VENTURA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
SAN CARLOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,13,5,3,8,16,24
SAN IGNACIO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,11,53,38,53,49,102
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,34,0,0,3,34,37
SAN JAVIER(BNI),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,0,0,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,4,0,0,0,4,4
SAN JOAQUIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,8,0,0,1,8,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,10,2,5,5,15,20
SAN JUAN DE YAPACANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,1,0,0,2,1,3
SAN JULIAN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,4,5,0,3,4,8,12
SAN LORENZO(PND),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,10,0,0,1,10,11
SAN LORENZO(TJA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,5,0,5,3,8
SAN LUCAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,27,0,0,2,27,29
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,5,0,4,2,9,11
SAN PEDRO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,11,9,11,10,21
SAN PEDRO DE MACHA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,6,0,0,0,6,6
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,1,24,3,26,4,30
SAN PEDRO(PND),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,2,0,0,0,2,0,2
SAN RAMON BENI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,0,0,10,0,10,10
SAN RAMON SCZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
SANTA ANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,261,821,216,190,477,1011,1488
SANTA ROSA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,5,2,3,3,8,11
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
SANTIAGO DE HUATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,3,0,0,0,3,3
SANTIVAÑES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,4,1,0,0,4,1,5
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,4,1,2,2,6,8
SENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,4,1,1,1,5,6
SHINAOTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,5,10,12,24,17,34,51
SICA SICA (VILLA AROMA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SICAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,2,0,2,1,4,5
SIPE SIPE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,7,22,11,31,18,53,71
SOPACHUY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,1,1,0,0,1,1,2
SORATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2021-01-01,3,7,1,4,4,11,15
