,group,variable,month,17.20 HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE ENF RENALES DENTRO,17.20 HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE ENF RENALES DENTRO,17.20 HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE ENF RENALES FUERA,17.20 HEPATITIS B 3RA. DOSIS POBLACIÓN VULNERABLE ENF RENALES FUERA,TOTALES,TOTALES,TOTALES
CUATRO CAÑADAS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
RIBERALTA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-06-01,25.0,0.0,0.0,0.0,25.0,0.0,25.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-06-01,2.0,7.0,0.0,0.0,2.0,7.0,9.0
TARIJA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-07-01,10.0,7.0,26.0,24.0,36.0,31.0,67.0
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MIZQUE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-07-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-07-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-07-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
COCHABAMBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
"COLCHA ""K""",otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
PORTACHUELO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
QUIME,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
RIBERALTA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
VILLAZON,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
WARNES,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-08-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
CUEVO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-09-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
GUANAY,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-09-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
HUARACAJE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-09-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-09-01,0.0,11.0,0.0,0.0,0.0,11.0,11.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-09-01,2.0,5.0,0.0,0.0,2.0,5.0,7.0
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
ACHACACHI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-10-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-10-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PADILLA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-10-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PUERTO SUAREZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
QUILLACOLLO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-10-01,0.0,0.0,13.0,0.0,13.0,0.0,13.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-10-01,14.0,18.0,0.0,0.0,14.0,18.0,32.0
EL ALTO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-11-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-11-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-11-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
QUILLACOLLO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-11-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-11-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
TRINIDAD,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-11-01,1.0,5.0,0.0,0.0,1.0,5.0,6.0
VILLA TUNARI,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-11-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
BETANZOS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COTAGAITA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
LA PAZ,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MECAPACA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
MONTERO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,3.0,0.0,0.0,1.0,3.0,1.0,4.0
ORURO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,12.0,6.0,0.0,0.0,12.0,6.0,18.0
QUILLACOLLO,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
RIBERALTA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN CARLOS,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,3.0,5.0,0.0,0.0,3.0,5.0,8.0
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SUCRE,otras vacunaciones,hepatitis b  3ra. dosis  poblacion vulnerable enf renales,2021-12-01,3.0,4.0,0.0,1.0,3.0,5.0,8.0
