,group,variable,month,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,1,0,0,2,1,3
COLOMI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
COLQUENCHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,2,0,0,1,2,3
COMANCHE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,1,0,0,1,1,2
COMARAPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,3,0,0,0,3,0,3
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,4,0,0,2,4,6
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,5,20,1,1,6,21,27
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,3,0,0,2,3,5
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,4,0,0,1,4,5
GUANAY,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,0,1,2,2,2,4
GUTIERREZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,4,0,0,0,4,4
HUANUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,5,0,0,2,5,7
ICHOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,0,0,2,0,2,2
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,3,6,0,0,3,6,9
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,14,19,0,0,14,19,33
MIZQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,3,0,0,2,3,5
MONTEAGUDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,6,21,0,0,6,21,27
MOROCHATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,2,0,0,1,2,3
OKINAWA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,3,26,0,0,3,26,29
PADILLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
PASORAPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
PRESTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,0,0,1,0,1,1
PUERTO ACOSTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,3,1,0,0,3,1,4
PUERTO SUAREZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,2,1,0,3,2,5
QUIME,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,0,0,1,0,1,1
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,3,11,1,1,4,12,16
SAN BORJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,3,0,0,1,3,4
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,2,0,0,1,2,3
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,4,0,0,0,4,0,4
SAN RAMON SCZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,1,0,0,1,1,2
SANTA ANA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,52,110,0,0,52,110,162
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,2,0,0,2,2,4
SANTIVAÑES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,0,0,1,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,2,0,0,2,2,4
SICAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,2,0,0,0,2,2
SORACACHI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,2,0,0,2,2,4
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,9,0,1,0,10,10
TACACOMA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
TACOPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
TAPACARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,2,2,6,3,8,11
TIQUIPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,1,0,0,2,1,3
TOMINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,0,1,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,4,5,1,0,5,5,10
VALLEGRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,3,0,0,1,3,4
VIACHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,5,4,0,0,5,4,9
VILLA MONTES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,5,0,0,2,5,7
VILLA RIVERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
VILLA SERRANO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,1,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,2,3,0,0,2,3,5
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,6,0,0,0,6,6
YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,1,0,0,0,1,0,1
YUNCHARA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-01-01,0,1,0,0,0,1,1
ANCORAIMES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,0,0,1,0,1,1
ATOCHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
AYATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
BATALLAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
CAMIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,3,1,0,0,3,1,4
CAPINOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
CAQUIAVIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
CHARAGUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,4,6,0,0,4,6,10
CHIMORE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,2,4,1,1,3,5,8
COLCAPIRHUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
COLQUENCHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,3,0,0,1,3,4
CONCEPCION,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,3,0,0,1,3,4
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,39,28,0,7,39,35,74
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,8,0,0,1,8,9
EL VILLAR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
HUARINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
HUATAJATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
ICHOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,2,0,0,0,2,0,2
ICLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,2,0,0,1,2,3
INQUISIVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,2,7,0,0,2,7,9
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,40,79,0,0,40,79,119
MAGDALENA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
MECAPACA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
MINEROS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
MOCOMOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,4,0,0,1,4,5
MOJOCOYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
MONTEAGUDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,2,3,0,0,2,3,5
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,4,0,1,0,5,5
OKINAWA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,11,8,0,0,11,8,19
PADILLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
PALCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,3,5,0,0,3,5,8
PUERTO SUAREZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,7,0,0,1,7,8
PUNATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
QUIME,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
RIBERALTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,7,0,0,0,7,7
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,2,0,2,1,4,5
SAN BENITO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,4,0,0,0,4,4
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,7,13,0,0,7,13,20
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,2,0,0,0,2,0,2
SANTIVAÑES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,2,1,0,0,2,1,3
SIPE SIPE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,3,13,0,0,3,13,16
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,5,0,0,1,5,6
TARVITA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,4,0,0,0,4,4
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
TOTORA(ORR),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,2,2,0,0,2,2,4
UYUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,18,3,0,0,18,3,21
VALLEGRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,5,15,0,2,5,17,22
VILLA MONTES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,3,3,0,0,3,3,6
VILLA TUNARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,1,0,0,1,1,2
WARNES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,2,0,0,1,2,3
YUNCHARA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-02-01,1,2,0,0,1,2,3
ARBIETO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
BATALLAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
CAPINOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,2,1,2,3
CHIMORE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,0,1,1,1,1,2
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,2,16,0,1,2,17,19
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,5,0,0,1,5,6
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,7,14,1,1,8,15,23
EL PUENTE(STC),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
HUACARETA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,3,0,0,0,3,3
ICHOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,2,0,0,1,2,3
LLALLAGUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
MOJOCOYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,4,0,0,0,4,4
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
MOROCHATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,3,0,0,1,3,4
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,0,0,1,0,1,1
PELECHUCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,2,2,0,0,2,2,4
PRESTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
PUERTO ACOSTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,2,1,0,0,2,1,3
SAN BENITO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,0,0,0,1,0,1
SAN LUCAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,2,18,0,0,2,18,20
SENA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,2,3,0,0,2,3,5
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,3,1,0,0,3,1,4
TOMAVE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,5,7,0,0,5,7,12
VILA VILA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,1,1,0,0,1,1,2
YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,2,0,0,0,2,2
YUNCHARA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-03-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-04-01,1,1,0,0,1,1,2
AIQUILE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-04-01,1,3,0,0,1,3,4
ALTO BENI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-04-01,1,2,0,0,1,2,3
ANTEQUERA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-04-01,0,2,0,1,0,3,3
BOYUIBE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-04-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-04-01,3,6,0,0,3,6,9
"CAIZA ""D""",otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-04-01,1,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2021-04-01,0,3,0,0,0,3,3
