,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,12,7,24,8,36,15,51
CATACORA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,0,9,10,11,10,21
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,3,3,9,7,12,10,22
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,11,27,13,10,24,37,61
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,28,21,11,13,39,34,73
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,12,14,11,16,23,30,53
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,4,4,4,4,8
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,3,3,7,12,10,15,25
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,9,10,12,10,21,20,41
COIPASA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,5,2,0,4,5,9
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,1,12,6,13,7,20
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,5,0,0,2,5,7
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,0,9,12,11,12,23
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,5,5,10,6,15,11,26
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,4,0,0,0,4,0,4
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,11,18,23,27,34,45,79
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,1,0,0,2,1,3
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,4,2,2,3,6,5,11
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,4,2,0,0,4,2,6
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,13,11,1,1,14,12,26
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,2,0,2,1,4,5
COTOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,136,121,110,120,246,241,487
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,2,0,0,1,2,3
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,2,1,0,1,2,3
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,121,104,11,13,132,117,249
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,2,15,10,17,12,29
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,7,3,24,16,31,19,50
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,0,3,0,3,3
ESCARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,2,4,2,4,6
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,1,10,15,11,16,27
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,7,5,5,0,12,5,17
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,0,6,4,7,4,11
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,1,4,1,4,5
GUAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,33,31,0,0,33,31,64
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,3,2,9,3,12,5,17
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,2,1,4,1,6,7
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,1,1,4,3,5,8
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,6,4,25,23,31,27,58
HUMANATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,1,6,5,6,6,12
INGAVI (HUMAITA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,3,5,0,0,3,5,8
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,35,33,52,49,87,82,169
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,32,18,17,14,49,32,81
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,0,2,0,2,2
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,3,5,1,1,4,6,10
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,8,8,8,8,16
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,5,3,0,0,5,3,8
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,144,167,215,262,359,429,788
LORETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,1,1,1,1,2
LURIBAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,18,11,11,4,29,15,44
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,0,0,0,1,0,1
MACHARETI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,1,1,0,1,1,2
MAPIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,0,0,0,1,0,1
MECAPACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,2,0,2,0,2
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,6,2,1,4,7,11
MONTERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,12,24,12,10,24,34,58
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,2,2,6,4,8,12
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,16,26,5,4,21,30,51
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,0,1,2,2,2,4
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,5,4,5,4,9
PALCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,32,33,15,16,47,49,96
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,12,7,11,2,23,9,32
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,4,6,4,10,8,16,24
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,4,1,8,14,12,15,27
POCOATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,3,5,22,6,25,31
PORCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,7,1,7,1,8
POROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,4,3,4,3,7
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,4,5,0,0,4,5,9
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,15,5,3,12,18,17,35
PUCARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,8,7,4,4,12,11,23
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,10,6,11,6,21,12,33
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,1,24,26,25,27,52
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,15,14,24,23,39,37,76
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,1,1,0,3,1,4
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,6,5,6,5,11
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,6,19,15,21,21,42
PUNA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,16,23,30,42,46,65,111
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,7,6,7,6,13
RAVELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,8,0,0,2,8,10
REYES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,5,5,52,76,57,81,138
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,8,6,14,7,22,13,35
RURRENABAQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,16,11,0,0,16,11,27
SACACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,6,11,6,11,17
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,5,9,4,6,9,15,24
SAN ANDRES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,3,0,0,0,3,0,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,10,12,0,0,10,12,22
SAN BORJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,4,2,11,9,15,11,26
SAN BUENA VENTURA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,2,4,2,4,6
SAN CARLOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,13,15,38,30,51,45,96
SAN IGNACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,12,11,0,2,12,13,25
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,4,2,2,1,6,3,9
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,7,1,0,0,7,1,8
SAN MATIAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,1,0,2,1,3,4
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,0,1,0,2,0,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,11,18,2,6,13,24,37
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,3,14,21,14,24,38
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,1,2,5,2,6,8
SANTA ANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,1,1,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,121,101,38,50,159,151,310
SANTA ROSA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,1,0,0,0,1,1
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,5,5,0,1,5,6,11
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,17,8,52,62,69,70,139
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,3,0,0,1,3,4
SAPAHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,9,7,0,0,9,7,16
SORACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,1,0,0,1,1,2
SORATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,6,2,0,0,6,2,8
SUCRE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,6,7,5,8,11,15,26
TACOBAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,0,1,0,2,0,2
TARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,10,18,0,0,10,18,28
TARACO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,2,4,7,5,9,14
TARIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,29,19,36,48,65,67,132
TEOPONTE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,3,0,3,0,3
TIAHUANACU,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,1,3,4,5,5,10
TINGUIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,36,39,36,39,75
TOLEDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,3,3,3,3,6
TRINIDAD,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,151,126,38,67,189,193,382
TUPIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,1,0,0,1,1,2
TURCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,4,6,4,6,10
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,2,9,13,10,15,25
URUBICHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,0,0,2,0,2,2
UYUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,11,10,7,14,18,24,42
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,8,5,0,0,8,5,13
VIACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,43,35,48,50,91,85,176
VILLA MONTES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,0,2,4,0,4,2,6
VILLAZON,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,2,13,20,14,22,36
WARNES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,7,13,9,6,16,19,35
YACUIBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,8,11,3,3,11,14,25
YANACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,1,7,0,0,1,7,8
YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-01-01,2,1,8,7,10,8,18
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-02-01,4,9,0,0,4,9,13
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-02-01,20,18,0,0,20,18,38
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-02-01,1,0,0,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-02-01,0,1,3,2,3,3,6
TUPIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-02-01,1,1,0,0,1,1,2
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-02-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-03-01,0,0,0,1,0,1,1
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-03-01,0,2,1,0,1,2,3
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-04-01,13,20,0,27,13,47,60
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-04-01,3,1,0,0,3,1,4
ACACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,2,1,1,1,3,2,5
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,15,10,71,93,86,103,189
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,10,13,1,0,11,13,24
AIQUILE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,15,16,16,27,31,43,74
ALALAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,0,0,21,18,21,18,39
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,7,19,2,4,9,23,32
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,1,2,22,26,23,28,51
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,9,11,26,24,35,35,70
ANZALDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,1,1,4,11,5,12,17
APOLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,15,1,40,41,55,42,97
ARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,6,19,1,5,7,24,31
ARBIETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,26,40,55,95,81,135,216
ARQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,18,41,55,66,73,107,180
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,0,2,0,0,0,2,2
ATOCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,0,1,0,4,0,5,5
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,46,32,18,25,64,57,121
AYATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,10,5,53,64,63,69,132
AYO AYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,10,12,49,52,59,64,123
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,17,14,151,222,168,236,404
BATALLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,13,18,37,49,50,67,117
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,10,9,14,22,24,31,55
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,2,6,4,4,6,10,16
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,1,0,1,3,2,3,5
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,225,206,157,212,382,418,800
BETANZOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,0,3,8,7,8,10,18
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,0,0,6,0,6,0,6
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,57,43,61,38,118,81,199
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,13,13,22,39,35,52,87
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,14,16,28,29,42,45,87
CALACOTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,1,0,33,36,34,36,70
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,19,22,12,19,31,41,72
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,3,1,2,4,5,5,10
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,22,16,51,93,73,109,182
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,3,2,3,3,6,5,11
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,30,15,31,29,61,44,105
CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,6,4,0,0,6,4,10
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,47,31,154,175,201,206,407
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,3,0,41,66,44,66,110
CATACORA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,2,2,0,0,2,2,4
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,8,16,2,5,10,21,31
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,7,7,33,49,40,56,96
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,19,21,50,63,69,84,153
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,23,11,2,11,25,22,47
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,0,0,7,4,7,4,11
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,13,11,1,4,14,15,29
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,2,3,0,0,2,3,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,3,5,63,54,66,59,125
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,9,12,29,27,38,39,77
CLIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,91,105,18,19,109,124,233
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,48,62,65,94,113,156,269
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,24,23,50,55,74,78,152
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,1141,1176,291,316,1432,1492,2924
COIPASA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,2,0,12,12,14,12,26
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,61,68,152,196,213,264,477
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,38,46,22,31,60,77,137
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,5,8,15,13,20,21,41
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,31,30,16,16,47,46,93
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,9,6,8,9,17,15,32
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,36,32,20,23,56,55,111
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,29,28,109,131,138,159,297
COMBAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,3,3,10,13,13,16,29
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,9,2,9,8,18,10,28
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,10,9,26,27,36,36,72
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,0,1,3,0,3,1,4
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,2,3,4,6,6,9,15
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,2,6,9,5,11,11,22
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,61,55,58,59,119,114,233
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,3,5,0,0,3,5,8
COTOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,5,4,9,5,14,9,23
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,5,6,13,11,18,17,35
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,6,6,3,1,9,7,16
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,2,5,2,2,4,7,11
CULPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,9,10,3,11,12,21,33
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,5,6,0,1,5,7,12
CURVA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,2,2,7,13,9,15,24
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,5,2,30,39,35,41,76
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,901,1154,1659,2097,2560,3251,5811
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,17,17,12,17,29,34,63
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,12,20,71,132,83,152,235
EL TORNO,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,1,4,9,8,10,12,22
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,8,20,33,42,41,62,103
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2021-05-01,8,5,2,2,10,7,17
