,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
ESCOMA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,1,2,0,0,1,2,3
GUANAY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,3,1,1,0,4,1,5
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,42,50,0,0,42,50,92
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,1,1,0,1,1,2,3
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,0,2,0,0,0,2,2
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,2,3,4,11,6,14,20
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,5,5,6,9,11,14,25
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,17,17,5,5,22,22,44
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,4,7,1,0,5,7,12
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,5,3,0,0,5,3,8
SORATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,0,0,2,5,2,5,7
TAHUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,2,2,0,0,2,2,4
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,2,1,0,0,2,1,3
TOTORA(ORR),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,0,0,0,2,0,2,2
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,1,3,0,0,1,3,4
URUBICHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,1,1,0,0,1,1,2
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,0,11,0,0,0,11,11
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-01-01,4,0,0,0,4,0,4
BATALLAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,0,1,3,1,3,4
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,1,0,0,0,1,1
CAQUIAVIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,2,1,0,0,2,1,3
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,1,3,6,20,7,23,30
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,0,3,2,3,2,5
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,54,57,24,25,78,82,160
ICHOCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,2,0,0,0,2,0,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,43,39,0,0,43,39,82
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,4,4,0,0,4,4,8
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,8,2,8,2,16,18
PUERTO PEREZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,0,0,1,0,1,1
PUERTO RICO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,0,1,0,1,0,1
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,2,11,0,2,2,13,15
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,5,0,2,0,7,7
SACACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,0,0,1,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,1,5,0,0,1,5,6
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,2,1,2,1,4,5
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,1,0,1,0,2,2
SORATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,1,1,0,0,1,1,2
TEOPONTE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,2,5,1,5,3,8
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,1,0,0,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,0,1,0,1,0,1
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,1,1,0,0,1,1,2
VIACHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,4,6,0,0,4,6,10
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,0,5,0,0,0,5,5
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-02-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,5,0,0,0,5,5
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,2,0,0,0,2,0,2
COLCAPIRHUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,4,1,0,0,4,1,5
COLOMI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,2,4,0,0,2,4,6
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,1,0,5,3,6,3,9
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,9,23,0,0,9,23,32
GUANAY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,0,3,2,3,2,5
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,6,1,0,0,6,1,7
LURIBAY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,1,1,0,0,1,1,2
MINEROS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,2,3,0,0,2,3,5
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,2,0,0,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,1,0,0,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,20,20,0,0,20,20,40
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,0,0,1,0,1,1
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,2,0,0,0,2,0,2
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,2,1,0,0,2,1,3
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,1,0,0,0,1,0,1
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,1,0,0,0,1,0,1
UNCIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,2,0,0,0,2,0,2
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,1,0,0,0,1,1
VILLA RIVERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-03-01,0,0,1,0,1,0,1
ALTO BENI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,0,20,0,20,0,20
BAURES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,3,0,0,0,3,0,3
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,11,14,0,0,11,14,25
CHACARILLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,1,0,0,0,1,0,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,2,0,0,0,2,0,2
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,16,11,8,11,24,35
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,4,1,0,1,4,2,6
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,1,0,0,0,1,0,1
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,1,16,0,0,1,16,17
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,2,0,0,2,2,2,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,2,0,0,0,2,0,2
SAN BUENA VENTURA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,0,0,1,0,1,1
SAN CARLOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,2,1,0,0,2,1,3
SAN IGNACIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,1,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,3,5,0,0,3,5,8
TACOPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,1,0,0,0,1,0,1
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,0,3,1,3,1,4
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,2,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,0,1,0,1,0,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,1,0,0,0,1,0,1
YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-04-01,0,1,0,0,0,1,1
BOLPEBRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,1,0,0,0,1,1
CHACARILLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,1,0,0,1,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,0,2,2,2,2,4
COLOMI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,0,3,3,3,3,6
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,1,1,0,0,1,1,2
EL PUENTE(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,5,12,0,20,5,32,37
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,2,0,0,0,2,2
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,2,1,0,0,2,1,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,1,0,0,0,1,0,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,1,0,3,0,4,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,1,0,8,9,9,9,18
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,4,1,0,0,4,1,5
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,4,0,0,1,4,1,5
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,0,0,2,0,2,2
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,1,0,1,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,1,2,0,0,1,2,3
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-05-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,0,3,3,3,3,6
BAURES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,3,4,0,0,3,4,7
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,1,0,0,1,1,2
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,3,0,0,0,3,3
COLOMI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,4,0,0,1,4,5
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,6,0,0,0,6,6
ESCOMA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,9,9,0,0,9,9,18
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,2,0,0,1,2,3
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,2,5,0,0,2,5,7
PALOS BLANCOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,1,1,0,2,1,3
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,4,0,0,0,4,4
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,2,0,0,0,2,2
PUERTO CARABUCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,0,0,0,1,0,1
RAVELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,3,0,0,1,3,4
SAN BUENA VENTURA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,0,1,1,1,1,2
SAN LUCAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,4,4,0,0,4,4,8
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,0,4,8,5,8,13
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,0,3,2,3,2,5
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,0,2,0,0,0,2,2
YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-06-01,1,2,0,0,1,2,3
ARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,3,0,0,0,3,0,3
CHARAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,1,0,0,0,1,0,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,1,0,1,1,2,1,3
COTOCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,23,25,0,1,23,26,49
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,8,2,0,0,8,2,10
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,4,0,0,0,4,0,4
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,0,0,0,1,0,1,1
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,0,0,2,1,2,1,3
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,1,4,0,0,1,4,5
SAN JOAQUIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,4,8,0,0,4,8,12
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,1,0,0,0,1,0,1
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,0,0,1,3,1,3,4
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,1,0,0,1,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,0,3,0,4,0,7,7
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,2,3,0,0,2,3,5
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-07-01,1,0,1,0,2,0,2
BOLPEBRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,0,0,1,1,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,0,1,1,0,1,1,2
COTAGAITA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,0,0,0,1,0,1,1
IXIAMAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,0,0,1,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,6,24,0,0,6,24,30
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,8,5,0,0,8,5,13
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,1,3,0,0,1,3,4
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2021-08-01,1,1,0,0,1,1,2
