,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,1,0,2,2
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,0,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,2,3,0,0,2,3,5
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,1,0,0,0,1,0,1
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,41,58,0,0,41,58,99
LORETO,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,3,0,0,0,3,3
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,0,1,0,1,0,1
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,25,41,0,1,25,42,67
ORURO,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,77,112,0,0,77,112,189
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,5,0,0,0,5,5
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,0,0,1,0,1,1
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,10,22,0,0,10,22,32
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,2,4,0,0,2,4,6
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,2,4,7,8,9,12,21
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,2,3,0,0,2,3,5
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,4,2,3,2,7,9
PUNA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,1,1,0,1,1,2,3
REYES,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,2,2,6,2,8,10
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,2,3,0,0,2,3,5
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,3,14,0,0,3,14,17
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,1,3,0,0,1,3,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,5,2,0,0,5,2,7
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,1,2,0,0,1,2,3
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,0,0,1,0,1,1
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,45,128,0,0,45,128,173
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,1,5,0,0,1,5,6
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,3,0,0,0,3,0,3
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,2,2,1,0,3,2,5
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,1,0,2,2
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,1,3,0,0,1,3,4
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,61,87,13,17,74,104,178
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,4,0,0,0,4,4
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2021-01-01,2,6,0,2,2,8,10
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,3,3,0,0,3,3,6
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,2,5,0,3,2,8,10
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,0,0,1,0,1,1
WARNES,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,2,3,2,3,4,6,10
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2021-01-01,0,0,1,2,1,2,3
LAJA,otras vacunaciones,influenza estacional a personal de salud,2021-02-01,0,0,0,1,0,1,1
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2021-02-01,0,0,0,3,0,3,3
ORURO,otras vacunaciones,influenza estacional a personal de salud,2021-02-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2021-02-01,0,2,0,0,0,2,2
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2021-02-01,0,38,0,0,0,38,38
ORURO,otras vacunaciones,influenza estacional a personal de salud,2021-03-01,1,2,0,0,1,2,3
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2021-03-01,22,0,0,0,22,0,22
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2021-04-01,0,8,0,0,0,8,8
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,8,8,0,0,8,8,16
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,20,0,0,5,20,25
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,20,33,0,0,20,33,53
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,1,0,0,2,1,3
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,4,0,0,5,4,9
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,15,26,0,0,15,26,41
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,13,0,0,6,13,19
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,0,0,2,1,2,3
APOLO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,3,0,0,1,3,4
ARANI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,15,1,1,4,16,20
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,19,44,0,4,19,48,67
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,21,20,0,0,21,20,41
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,13,64,0,0,13,64,77
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,9,1,5,2,14,16
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,2,0,0,3,2,5
AYATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,6,0,0,10,6,16
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,4,0,0,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,19,24,4,3,23,27,50
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,8,0,0,6,8,14
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,9,0,0,6,9,15
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,18,1,0,7,18,25
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,49,110,1,6,50,116,166
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,17,14,0,0,17,14,31
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,4,1,0,6,4,10
BOLPEBRA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,5,0,0,4,5,9
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,11,14,0,0,11,14,25
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,6,0,0,4,6,10
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,14,15,0,0,14,15,29
CALACOTO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,0,2,0,3,0,3
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,11,19,0,1,11,20,31
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,24,38,0,0,24,38,62
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,19,37,0,0,19,37,56
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,10,0,0,6,10,16
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,12,39,1,2,13,41,54
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,22,44,1,1,23,45,68
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,0,0,0,2,0,2
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,8,0,0,5,8,13
CATACORA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,1,0,0,2,1,3
CHACARILLA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,2,0,0,0,2,2
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,29,43,36,64,65,107,172
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,3,0,1,7,4,11
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,2,0,0,6,2,8
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,23,48,2,0,25,48,73
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,6,0,0,4,6,10
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,8,9,0,0,8,9,17
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,6,0,0,5,6,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,11,1,1,5,12,17
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,18,19,0,0,18,19,37
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,24,46,0,1,24,47,71
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,169,203,70,130,239,333,572
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,13,13,4,1,17,14,31
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,589,1288,145,257,734,1545,2279
COIPASA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,2,0,0,5,2,7
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,17,26,38,58,55,84,139
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2021-05-01,13,13,1,1,14,14,28
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,13,0,0,2,13,15
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,11,23,1,0,12,23,35
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,26,0,0,10,26,36
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,5,0,0,4,5,9
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,12,25,0,0,12,25,37
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,12,15,1,1,13,16,29
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,31,0,0,5,31,36
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,1,0,0,2,1,3
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,8,9,0,0,8,9,17
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,12,0,0,6,12,18
COROICO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,3,0,0,3,3,6
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,24,0,0,7,24,31
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,3,0,0,2,3,5
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,10,0,0,6,10,16
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,5,0,0,2,5,7
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,2,0,0,0,2,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,8,0,0,10,8,18
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,31,51,0,0,31,51,82
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,13,2,2,7,15,22
CURVA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,6,0,0,3,6,9
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,20,2,2,8,22,30
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,307,735,193,335,500,1070,1570
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,14,0,2,7,16,23
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,17,24,0,0,17,24,41
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,43,177,0,0,43,177,220
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,16,0,0,10,16,26
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,9,21,5,3,14,24,38
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,22,35,0,0,22,35,57
ESCARA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,3,0,0,4,3,7
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,3,2,1,3,4,7
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,19,0,0,10,19,29
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,22,33,0,0,22,33,55
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,5,0,0,6,5,11
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,8,13,0,0,8,13,21
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,9,16,0,0,9,16,25
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,4,0,0,4,4,8
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,18,69,4,0,22,69,91
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,5,2,3,7,8,15
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,8,0,0,3,8,11
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,8,10,0,1,8,11,19
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,2,0,0,6,2,8
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,6,0,1,5,7,12
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,11,22,0,0,11,22,33
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,8,0,2,3,10,13
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,4,1,1,6,5,11
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,0,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,15,30,0,0,15,30,45
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,40,49,0,2,40,51,91
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,44,177,0,0,44,177,221
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,757,1420,682,995,1439,2415,3854
LA RIVERA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,3,0,0,1,3,4
LAJA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,16,40,0,0,16,40,56
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,8,21,0,0,8,21,29
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,11,25,4,7,15,32,47
LLICA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,2,0,0,0,2,2
LORETO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,12,1,2,5,14,19
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,19,2,3,7,22,29
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,9,0,0,4,9,13
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,10,2,2,7,12,19
MALLA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,4,1,4,6,8,14
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,16,0,0,5,16,21
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,12,4,1,7,13,20
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,3,0,0,7,3,10
MOJINETE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,6,4,0,0,6,4,10
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,3,0,0,2,3,5
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,3,0,0,5,3,8
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,18,0,0,7,18,25
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,2,0,0,1,2,3
OMEREQUE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,13,14,0,1,13,15,28
ORURO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,527,1093,5,11,532,1104,1636
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,10,0,0,1,10,11
PAILON,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,27,53,0,2,27,55,82
PALCA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,8,20,1,0,9,20,29
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,6,0,0,2,6,8
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,19,0,0,7,19,26
PAPEL PAMPA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,8,13,0,0,8,13,21
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,18,2,0,9,18,27
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,16,41,0,0,16,41,57
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,11,27,0,5,11,32,43
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,2,0,0,2,2,4
POCONA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,5,2,3,3,8,11
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,9,16,0,1,9,17,26
PORCO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,2,6,0,0,2,6,8
POROMA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,0,0,1,0,1,1
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,11,0,0,7,11,18
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,23,0,0,7,23,30
PORVENIR,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,28,53,4,9,32,62,94
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,314,495,0,1,314,496,810
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,17,37,0,0,17,37,54
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,3,1,1,5,4,9
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,11,0,1,10,12,22
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,1,2,4,2,5,7
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,10,3,3,13,13,26
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,20,19,0,0,20,19,39
PUERTO SILES,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,3,0,0,3,3,6
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,39,75,15,23,54,98,152
PUNA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,4,2,0,5,4,9
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,65,132,1,4,66,136,202
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,66,128,26,67,92,195,287
QUIME,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,13,10,0,0,13,10,23
QUIRUSILLAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,6,0,0,3,6,9
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,4,2,0,0,4,2,6
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,1,0,0,3,1,4
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,24,47,0,0,24,47,71
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,3,0,0,1,3,4
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,7,7,0,2,7,9,16
SACABA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,112,229,45,73,157,302,459
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,18,0,1,3,19,22
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,21,26,0,2,21,28,49
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,5,1,0,2,5,7
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,13,0,0,10,13,23
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,5,31,0,0,5,31,36
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,10,60,0,0,10,60,70
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,0,0,0,1,0,1
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,9,17,0,0,9,17,26
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,21,53,0,0,21,53,74
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,19,28,0,0,19,28,47
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,13,19,0,0,13,19,32
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2021-05-01,12,21,0,1,12,22,34
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,20,49,0,0,20,49,69
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,12,13,0,0,12,13,25
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,9,0,0,3,9,12
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,1,5,0,0,1,5,6
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,3,10,0,0,3,10,13
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,18,26,0,0,18,26,44
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2021-05-01,8,17,0,0,8,17,25
