,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTALES
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,1,0,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,3,5,2,10
BERMEJO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,33,30,1,4,68
BETANZOS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,10,23,6,6,45
BOLIVAR,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,3,0,1,4
BOYUIBE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,6,0,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,15,0,4,28
CABEZAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,19,15,9,7,50
CAIROMA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,5,3,3,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,8,3,2,2,15
CAJUATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,13,1,0,23
CALACOTO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,1,4,4,13
CALAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,11,6,1,5,23
CAMARGO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,8,8,1,4,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,0,1,0,3
CAMIRI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,38,32,1,1,72
CAPINOTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,21,13,0,1,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,4,2,1,13
CARACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,10,11,5,7,33
CARANAVI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,40,33,4,1,78
CARAPARI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,13,10,0,2,25
CARIPUYO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,2,3,1,8
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,3,4,5,17
CATACORA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,0,1,0,2
CHACARILLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,20,19,5,9,53
CHAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,7,4,1,0,12
CHARAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,13,24,22,68
CHARAÑA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,1,0,3,5
CHAYANTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,5,2,2,14
CHIMORE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,19,11,3,3,36
CHIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,0,0,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,1,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,3,0,1,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,16,28,0,1,45
CHUMA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,0,2,3,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,6,3,2,16
CKOCHAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,7,6,6,25
CLIZA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,13,12,1,1,27
COBIJA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,53,44,8,10,115
COCAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,6,6,11,28
COCHABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,566,552,4,2,1124
COLCAPIRHUA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,34,27,2,0,63
"COLCHA ""K""",vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,8,0,2,14
COLLANA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,3,0,0,5
COLOMI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,16,15,0,0,31
COLPA BELGICA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,8,1,1,15
COLQUECHACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,13,15,10,11,49
COLQUENCHA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,7,1,2,1,11
COLQUIRI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,12,9,2,32
COMANCHE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,1,0,0,6
COMARAPA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,22,10,0,1,33
COMBAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,1,0,2,5
CONCEPCION,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,11,18,3,7,39
COPACABANA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,3,3,4,16
CORIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,12,10,1,0,23
CORO CORO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,2,4,6,16
COROICO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,8,18,1,2,29
CORQUE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,2,3,0,8
COTAGAITA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,14,23,5,2,44
COTOCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,62,68,4,2,136
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,14,18,6,9,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,2,1,1,6
CUEVO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,1,0,0,3
CULPINA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,18,13,4,2,37
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,3,0,0,5
CURVA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,0,1,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,6,1,0,9
EL ALTO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,663,635,103,112,1513
EL CHORO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,3,2,1,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,4,4,2,11
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,8,3,4,1,16
EL TORNO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,51,53,5,8,117
EL VILLAR,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,1,2,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,16,15,4,1,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,36,27,0,0,63
ESCOMA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,3,0,0,6
EUCALIPTUS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,5,0,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,0,4,7,11
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,13,8,1,1,23
FILADELFIA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,1,5,5,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,13,14,0,1,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,8,2,1,3,14
GUANAY,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,16,12,7,8,43
GUAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,1,1,5,10
GUTIERREZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,11,4,2,26
HUACARETA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,6,2,4,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,0,1,0,1
HUACHACALLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,16,18,3,0,37
HUARACAJE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,2,0,0,5
HUARINA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,3,3,1,10
HUATAJATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,0,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,1,1,3,7
ICHOCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,2,0,1,5
ICLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,2,2,1,9
INCAHUASI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,6,5,8,28
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,1,1,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,4,5,3,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,12,10,6,3,31
IXIAMAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,4,0,0,9
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,11,6,3,1,21
LA ASUNTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,35,31,5,3,74
LA GUARDIA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,87,90,0,1,178
LA PAZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,599,583,12,9,1203
LAGUNILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,2,2,1,5
LAJA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,11,8,3,1,23
LAS CARRERAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,1,1,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,2,1,1,6
LLALLAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,16,20,26,30,92
LLICA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,2,0,0,4
LORETO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,3,0,2,6
LURIBAY,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,9,0,1,14
MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,2,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,8,5,2,18
MAIRANA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,13,0,0,19
MALLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,1,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,11,19,1,0,31
MECAPACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,6,3,1,16
MINEROS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,21,17,8,5,51
MIZQUE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,33,11,1,8,53
MOCOMOCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,7,1,1,12
MOJOCOYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,3,2,1,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,30,18,2,3,53
MONTERO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,115,125,2,4,246
MORO MORO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,2,0,0,5
MOROCHATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,2,7,4,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,0,1,2,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,4,0,0,13
OCURI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,8,3,4,20
OKINAWA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,3,0,0,6
OMEREQUE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,7,6,2,2,17
ORURO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,280,298,43,59,680
PADCAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,16,13,5,4,38
PADILLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,7,1,1,12
PAILON,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,26,25,11,6,68
PALCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,16,10,3,2,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,17,11,5,7,40
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,5,0,1,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,9,1,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,3,1,2,6
PASORAPA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,0,2,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,22,20,1,3,46
PAZÑA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,1,3,3,9
PELECHUCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,3,1,1,7
POCOATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,4,18,6,34
POCONA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,8,5,2,20
POJO (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,4,2,5,15
POOPO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,3,0,2,8
PORCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,7,5,2,0,14
POROMA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,3,4,3,16
PORONGO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,3,6,6,19
PORTACHUELO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,14,18,0,0,32
PORVENIR,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,4,7,3,18
POSTRER VALLE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,226,199,10,8,443
PRESTO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,4,1,3,10
PUCARA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,1,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,18,14,4,9,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,4,3,7,17
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,5,2,5,13
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,2,0,3,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,1,2,1,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,13,9,1,0,23
PUERTO RICO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,4,1,0,8
PUERTO SILES,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,2,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,15,17,0,1,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,43,31,3,6,83
PUNA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,2,6,4,5,17
PUNATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,22,25,0,0,47
QUIABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,4,2,0,10
QUILLACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,74,85,50,42,251
QUIME,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,5,1,1,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,0,0,0,1
RAVELO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,5,6,7,5,23
REYES,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,14,0,1,24
RIBERALTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,87,71,16,21,195
ROBORE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,6,4,2,18
RURRENABAQUE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,11,0,1,21
SABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,0,0,0,1
SACABA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,133,120,8,3,264
SACABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,2,0,0,5
SACACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,9,6,2,23
SAIPINA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,8,5,1,1,15
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,5,5,4,18
SAMAIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,8,0,1,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,0,0,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,7,5,4,2,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,0,2,0,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,5,0,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,1,6,1,3,11
SAN BENITO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,7,7,1,0,15
SAN BORJA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,35,35,3,1,74
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,7,6,4,4,21
SAN CARLOS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,22,17,1,2,42
SAN IGNACIO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,16,21,3,0,40
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,50,45,10,16,121
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,3,1,0,0,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,14,7,1,0,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,6,4,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,10,6,0,0,16
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,4,6,0,4,14
SAN JULIAN,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,46,27,9,10,92
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,8,8,7,2,25
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,13,18,1,1,33
SAN LUCAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,9,15,11,16,51
SAN MATIAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2016-01-01,10,14,0,2,26
