,group,variable,month,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS FUERA,ANTINEUMOCÓCICA 1RA DOSIS FUERA,TOTALES
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,20,13,8,12,53
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,1,0,1,6
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,0,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,4,0,1,12
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,9,2,5,22
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,19,23,11,11,64
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,2,2,2,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,3,2,0,8
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,11,13,2,1,27
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,1,1,4,6
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,7,1,2,17
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,13,6,2,0,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,2,0,1,3
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,28,39,1,2,70
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,26,25,0,0,51
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,9,11,0,1,21
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,17,12,4,3,36
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,43,40,1,4,88
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,8,17,6,1,32
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,3,5,2,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,5,2,4,16
CATACORA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,0,2,0,2
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,1,0,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,27,25,8,12,72
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,9,8,0,3,20
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,16,17,17,23,73
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,6,2,4,27
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,16,6,4,41
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,0,1,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,2,0,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,20,13,0,2,35
CHUMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,8,7,2,21
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,6,1,1,12
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,5,7,6,19
CLIZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,14,1,2,32
COBIJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,72,58,2,7,139
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,2,9,7,23
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,647,668,6,3,1324
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,33,23,1,2,59
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,10,1,1,16
COLLANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,2,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,23,18,1,3,45
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,8,1,0,16
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,21,16,16,15,68
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,7,0,0,12
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,10,9,7,41
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,1,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,20,1,1,37
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,1,0,0,2
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,20,20,2,4,46
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,3,5,3,16
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,19,11,1,0,31
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,7,0,4,18
COROICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,11,14,3,2,30
CORQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,4,1,1,7
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,8,6,5,3,22
COTOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,76,59,1,3,139
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,20,21,3,4,48
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,0,2,0,3
CUEVO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,2,4,0,11
CULPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,14,14,2,3,33
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,3,0,1,5
CURVA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,1,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,4,0,1,9
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,712,750,128,130,1720
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,1,0,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,2,0,0,5
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,11,4,2,2,19
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,56,42,4,1,103
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,3,0,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,9,9,5,4,27
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,35,32,1,0,68
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,5,1,0,7
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,0,2,1,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,0,3,0,3
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,0,0,1,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,10,1,1,18
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,4,2,1,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,12,14,0,0,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,4,5,2,18
GUANAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,16,2,8,41
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,1,4,1,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,56,58,1,0,115
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,10,9,9,35
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,9,5,1,6,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,1,0,2,3
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,19,18,0,0,37
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,3,0,0,6
HUARINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,3,1,2,9
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,1,1,0,8
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,0,0,1,2
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,3,0,0,4
ICLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,5,4,4,17
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,6,3,5,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,1,0,1,3
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,4,4,6,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,19,7,3,3,32
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,1,0,0,4
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,4,1,2,13
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,34,42,5,4,85
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,80,86,3,2,171
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,649,618,6,13,1286
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,0,2,2,4
LAJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,14,8,0,2,24
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,2,0,3,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,2,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,21,23,16,27,87
LLICA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,2,0,0,4
LORETO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,2,5,0,8
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,4,0,0,6
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,5,1,0,11
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,7,3,1,17
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,11,9,0,0,20
MALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,1,0,0,3
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,10,16,1,2,29
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,7,2,3,18
MINEROS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,22,15,3,8,48
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,31,32,9,0,72
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,8,3,3,5,19
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,3,1,1,10
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,33,22,1,1,57
MONTERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,146,102,1,2,251
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,0,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,3,6,2,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,0,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,4,0,0,7
OCURI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,3,2,10,17
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,4,0,0,8
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,3,4,3,16
ORURO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,332,326,34,34,726
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,18,13,0,0,31
PADILLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,5,1,0,11
PAILON,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,22,28,13,5,68
PALCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,19,8,6,9,42
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,20,1,10,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,1,0,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,10,7,1,0,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,1,0,2,5
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,0,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,18,17,4,2,41
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,4,0,0,6
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,4,3,1,13
POCOATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,3,14,14,38
POCONA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,5,1,5,17
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,8,3,0,15
POOPO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,3,0,0,3
PORCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,7,4,1,27
POROMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,4,3,6,17
PORONGO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,11,5,1,0,17
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,18,20,1,1,40
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,9,5,1,2,17
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,2,1,0,3
POTOSI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,184,204,7,7,402
PRESTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,2,0,2,11
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,22,3,5,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,1,3,8,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,6,3,4,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,5,5,1,15
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,1,2,0,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,16,9,1,0,26
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,6,8,3,1,18
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,14,16,2,1,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,49,34,0,1,84
PUNA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,10,3,4,6,23
PUNATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,45,26,1,0,72
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,4,1,0,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,96,103,51,50,300
QUIME,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,10,11,1,1,23
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,1,0,0,3
RAVELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,3,13,11,29
REYES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,10,10,1,1,22
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,126,111,3,3,243
ROBORE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,10,17,0,2,29
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,14,19,0,0,33
SABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,2,1,0,4
SACABA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,115,119,3,2,239
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,1,0,0,4
SACACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,6,6,7,34
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,9,9,0,0,18
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,3,3,3,10
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,6,0,0,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,1,0,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,10,13,1,0,24
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,2,1,0,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,2,1,5,9
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,8,11,1,1,21
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,39,43,1,1,84
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,12,4,3,3,22
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,19,18,3,2,42
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,16,21,0,0,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,50,59,9,5,123
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,0,0,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,17,20,0,0,37
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,4,6,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,20,16,1,0,37
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,9,1,1,18
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,36,38,8,6,88
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,1,9,6,23
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,12,18,4,2,36
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,14,16,9,10,49
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,17,13,1,1,32
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,5,1,2,11
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,5,1,0,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,8,11,0,0,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,15,22,6,15,58
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,1,0,2,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,0,0,1,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1,4,1,1,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,0,0,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,3,2,0,0,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,2,0,1,2,5
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,7,12,0,0,19
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,18,13,1,2,34
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2016-01-01,1501,1358,27,21,2907
