,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,44,31,0,1,76
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,20,13,8,12,53
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,1,0,1,6
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,4,0,1,12
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,9,2,5,21
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,17,24,11,9,61
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,2,2,2,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,3,2,0,8
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,11,13,2,1,27
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,0,1,5,7
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,8,7,1,2,18
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,13,6,2,0,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,2,0,1,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,27,37,1,2,67
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,26,24,1,0,51
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,10,0,0,17
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,16,12,4,3,35
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,43,40,1,4,88
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,9,18,7,1,35
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,6,3,5,2,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,5,2,4,16
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,0,2,0,2
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,1,0,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,27,22,8,9,66
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,9,8,0,3,20
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,14,14,18,16,62
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,15,6,2,4,27
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,16,15,4,3,38
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,0,1,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,2,0,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,20,10,0,1,31
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,8,7,2,21
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,6,1,1,12
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,5,7,6,19
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,15,13,1,2,31
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,70,58,2,7,137
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,2,9,7,23
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,620,651,4,1,1276
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,33,23,1,2,59
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,10,1,1,17
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,2,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,21,18,1,3,43
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,8,1,0,16
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,20,16,16,13,65
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,7,0,0,12
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,15,10,9,7,41
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,2,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,15,20,1,1,37
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,1,0,0,2
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,20,20,2,5,47
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,6,3,5,3,17
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,16,10,1,0,27
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,5,1,4,17
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,10,13,2,2,27
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,5,1,1,8
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,8,7,5,3,23
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,72,57,1,3,133
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,23,20,3,9,55
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,0,2,0,3
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,2,4,0,11
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,14,14,2,3,33
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,3,0,1,5
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,1,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,3,0,1,8
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,691,714,114,117,1636
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,1,0,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,2,0,0,5
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,11,5,3,2,21
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,54,42,4,1,101
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,3,0,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,10,12,7,4,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,30,31,0,0,61
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,5,1,0,7
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,0,2,1,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,0,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,6,9,1,1,17
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,6,2,1,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,13,14,0,1,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,4,5,1,17
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,15,17,2,6,40
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,1,4,1,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,56,53,1,1,111
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,10,9,9,35
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,11,6,1,6,24
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,1,0,2,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,19,16,0,0,35
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,3,0,0,6
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,3,1,2,9
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,6,1,1,0,8
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,0,0,1,2
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,3,0,0,4
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,5,4,4,17
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,6,3,5,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,1,0,1,3
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,4,2,5,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,18,7,3,3,31
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,1,0,0,4
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,6,4,1,2,13
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,30,38,5,3,76
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,83,85,2,2,172
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,630,614,7,10,1261
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,0,2,2,4
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,13,8,0,2,23
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,2,0,3,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,2,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,21,22,16,27,86
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,2,0,0,4
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,2,1,0,4
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,3,0,0,6
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,5,1,0,11
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,7,3,1,16
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,4,0,0,9
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,12,9,0,0,21
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,1,0,0,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,8,15,1,0,24
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,6,7,2,3,18
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,20,15,3,8,46
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,30,28,9,0,67
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,8,3,3,5,19
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,3,1,1,10
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,32,22,1,1,56
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,139,97,0,3,239
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,0,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,3,5,2,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,0,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,4,0,0,7
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,3,2,10,17
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,3,0,0,6
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,6,3,4,3,16
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,324,321,27,30,702
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,18,11,0,0,29
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,5,1,0,11
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,22,25,7,4,58
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,18,8,6,9,41
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,15,20,1,10,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,1,0,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,10,7,2,0,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,1,0,2,5
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,0,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,18,15,4,1,38
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,4,0,0,6
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,4,3,1,13
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,3,14,14,38
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,3,1,5,16
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,8,3,0,15
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,3,0,0,3
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,15,7,3,1,26
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,4,3,6,17
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,11,5,1,0,17
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,18,20,1,1,40
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,10,5,1,2,18
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,2,1,0,4
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,218,207,7,7,439
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,2,0,2,11
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,15,21,3,4,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,1,3,8,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,6,3,4,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,4,5,5,1,15
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,1,2,0,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,16,9,0,0,25
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,6,6,3,1,16
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,14,16,2,1,33
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,47,32,0,1,80
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,10,3,4,6,23
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,36,26,0,0,62
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,4,1,0,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,97,104,57,43,301
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,10,11,1,1,23
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,1,0,0,3
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,2,3,13,11,29
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,9,10,1,1,21
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,113,110,5,1,229
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,11,13,0,2,26
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,14,18,0,0,32
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,3,1,0,5
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,112,112,2,2,228
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,1,0,0,4
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,14,6,6,7,33
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,8,9,0,0,17
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,3,3,3,10
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,9,5,0,1,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,1,0,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,10,13,1,0,24
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,2,1,0,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,2,1,5,9
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,8,11,1,0,20
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,36,42,1,1,80
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,12,4,3,3,22
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,19,17,3,2,41
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,13,20,1,0,34
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,50,58,9,5,122
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,1,0,0,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,17,20,0,0,37
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,7,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,20,16,1,0,37
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,9,1,1,18
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,35,39,7,6,87
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,7,1,9,6,23
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,13,20,2,2,37
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,14,16,9,10,49
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,14,12,1,1,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,5,1,2,11
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,5,1,0,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,9,11,0,0,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,15,22,6,15,58
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,1,0,2,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,0,0,1,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,6,1,1,8
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,0,0,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2016-01-01,3,2,0,0,5
