,group,variable,month,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) < 15,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 15 - 19,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 20 - 34,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 35 - 49,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 50 Y +,TOTALES
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,8,7,4,19
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,0,1,0,1
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,1,0,0,1
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,6,10,1,0,17
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,11,39,13,1,64
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,0,1,0,1
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,1,0,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,3,1,0,4
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,7,23,8,0,38
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,1,0,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,4,10,9,23
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,2,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,2,4,0,0,6
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,1,7,10,7,25
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,1,1,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,0,0,2,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,1,5,1,0,7
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,2,0,0,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-01-01,0,1,4,0,0,5
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,2,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,0,1,0,1
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,1,1,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,4,2,1,0,7
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,1,28,47,53,116,245
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,3,2,2,0,7
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,1,3,1,0,5
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,2,2,13,4,0,21
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,2,5,6,1,14
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,2,5,16,1,0,24
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,1,7,35,10,0,53
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,3,1,0,4
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,0,0,1,1
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,2,1,0,3
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,0,1,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,3,2,0,0,5
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,1,1,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,1,1,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,2,1,1,0,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,1,2,0,0,3
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,1,1,0,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,1,0,2,8,2,13
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,2,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,8,19,8,0,35
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,11,5,17
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,1,1,1,0,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,1,0,0,1
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,3,2,2,0,7
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,0,1,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-02-01,0,0,3,0,0,3
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,1,0,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,4,1,0,0,5
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,1,19,68,66,103,257
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,1,6,3,0,10
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,5,1,2,8
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,2,0,0,2
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
ESCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,0,1,0,1
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,2,9,22,10,0,43
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,1,5,40,19,65
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,2,0,0,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,1,10,23,5,0,39
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,0,1,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,2,1,0,0,3
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,2,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,5,38,17,11,71
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,3,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,0,1,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,2,1,0,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,4,25,3,0,32
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,2,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,2,0,3,5
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,8,33,1,0,42
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,1,7,8,4,20
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,3,0,0,3
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,0,1,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,3,11,1,0,15
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-03-01,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,1,1,1,0,3
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,2,0,0,0,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,2,0,0,2
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,2,4,3,0,9
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,1,0,1,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,4,2,0,6
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,22,54,58,142,276
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,2,0,0,2
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,1,0,0,1
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,1,1,0,2
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,4,2,0,6
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,4,2,0,0,6
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,1,11,24,8,0,44
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,0,0,1,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,2,4,6,1,13
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,1,0,0,1
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,2,6,10,2,0,20
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2019-04-01,0,3,10,2,0,15
