,group,variable,month,AQV FEMENINO < 15,AQV FEMENINO 15 - 19,AQV FEMENINO 20 - 34,AQV FEMENINO 35 - 49,AQV FEMENINO 50 Y +,TOTALES
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,1,3,0,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,6,8,0,14
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,1,3,0,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,2,1,0,3
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,3,24,4,0,31
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,4,0,0,0,0,4
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,1,3,0,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,10,4,0,14
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,4,1,0,5
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,1,1,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,9,12,0,21
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,0,0,0,0
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,3,2,0,5
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,4,7,0,11
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,0,1,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,38,16,0,54
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,0,3,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,6,1,0,7
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-01-01,0,0,0,1,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,0,0,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,2,0,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,5,0,0,5
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,3,3,0,6
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,4,4,0,8
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,1,0,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,1,6,3,0,10
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,3,0,4
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,2,1,0,3
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,2,0,3
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,14,7,0,21
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,2,7,3,0,12
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,13,8,0,21
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,4,0,0,4
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,0,1,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,2,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,0,1,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,6,0,0,6
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,4,7,0,11
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,3,0,4
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,7,1,0,8
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,1,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,22,9,0,31
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,3,6,0,9
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,2,6,2,0,10
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,3,2,0,5
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,0,1,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,0,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,0,1,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,3,2,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,1,19,7,0,27
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,1,0,1,0,2
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,0,0,0,0
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,1,0,10,12,0,23
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,0,1,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,4,1,0,5
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,1,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,27,14,0,41
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,3,1,0,4
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-02-01,0,0,3,1,0,4
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,1,2,0,4
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,0,1,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,2,1,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,10,6,0,16
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,3,0,0,3
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,2,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,2,3,0,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,15,3,0,18
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,43,28,0,72
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,2,0,0,2
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,1,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,0,2,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,18,11,0,29
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,2,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,7,3,0,11
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,4,8,0,12
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,0,0,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,1,2,0,4
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,3,0,4
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,2,0,3
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,6,0,0,6
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,3,2,0,5
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,2,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,7,7,0,15
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,7,1,0,8
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,1,0,2
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,0,1,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,29,8,0,37
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,2,1,0,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,8,1,0,10
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,0,1,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,2,1,0,4
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,0,1,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,5,1,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,14,11,0,26
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,0,0,1
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,0,0,0,0
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,1,15,12,0,28
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,3,0,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,2,37,11,0,50
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,1,1,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,9,3,0,12
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-03-01,0,0,2,0,0,2
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,2,1,0,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,4,3,0,7
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,5,6,0,11
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,1,1,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,1,11,3,0,15
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,1,41,20,0,62
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,1,2,0,3
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,0,4,0,4
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,3,1,0,4
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,23,16,0,39
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,4,2,0,6
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,9,3,0,12
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,12,8,0,20
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,0,1,0,1
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,2,1,0,3
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,2,0,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,0,1,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,3,2,0,5
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,2,3,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,10,0,0,10
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,7,6,0,13
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,3,6,0,0,9
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,2,2,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,1,2,0,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,1,35,11,0,47
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,1,2,0,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,3,4,0,7
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,6,2,0,8
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,1,2,0,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,3,1,1,5
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,0,1,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,5,1,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,1,13,12,0,26
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,1,0,0,1
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,0,0,0,0
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,22,13,0,35
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,4,3,0,7
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,26,8,0,34
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,3,2,0,5
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,5,0,0,5
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,0,1,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-04-01,0,0,5,1,0,6
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,1,1,0,2
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,5,3,0,8
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,1,9,3,0,13
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,0,1,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,0,2,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,2,11,3,0,16
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,54,31,0,85
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,10,8,0,18
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,5,3,0,8
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,9,2,0,11
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,0,0,1,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,12,6,0,18
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,1,3,0,4
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,1,1,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,2,1,0,3
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,4,0,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,9,2,0,11
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,0,8,0,8
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,5,9,0,14
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,1,22,8,0,31
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,2,0,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,3,3,0,6
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,4,2,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2019-05-01,0,0,0,1,0,1
