,group,variable,month,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS < 15,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS 15 - 19,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS 20 - 34,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS 35 - 49,NÚMERO DE INYECTABLES TRIMESTRALES SUMINISTRADOS 50 Y +,TOTALES
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,16,8,0,24
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,4,13,15,0,32
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,13,9,0,23
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,12,71,50,1,134
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,5,35,38,1,80
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,23,21,0,44
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,2,0,0,3
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,1,1,0,2
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,2,5,11,2,0,20
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,4,31,25,1,61
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,4,40,19,0,63
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,1,1,0,2
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,4,2,0,7
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,14,7,0,21
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,6,35,14,0,55
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,21,61,17,1,101
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,22,13,0,35
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,6,5,0,11
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,32,13,1,49
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,3,7,0,10
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,42,17,1,63
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,13,16,0,30
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,8,4,0,12
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,2,12,16,4,0,34
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,4,30,18,0,52
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,7,7,0,15
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,31,26,0,58
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,6,85,44,0,135
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,4,32,20,0,56
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,11,7,0,21
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,7,6,0,13
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,2,1,0,3
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,5,1,0,6
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,5,37,9,0,51
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,11,6,0,18
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,7,70,22,0,99
CHARAÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,0,1,4,0,6
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,15,16,0,32
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,17,94,26,1,138
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,5,9,4,0,19
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,2,2,0,4
CHUA COCANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,6,3,0,10
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,6,19,14,0,39
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,20,18,0,40
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,13,15,0,28
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,11,11,0,23
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,41,8,0,52
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,25,90,14,0,130
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,6,27,26,1,60
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,49,308,85,1,444
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,0,1,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,45,15,0,63
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,2,33,16,0,52
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,6,6,0,13
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,10,64,27,1,102
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,10,1,0,11
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,5,53,28,0,86
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,22,11,0,34
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,33,18,0,54
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,5,1,0,6
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,12,56,38,1,107
COMBAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,3,0,0,3
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,7,34,29,0,70
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,23,19,2,45
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,32,17,0,51
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,11,5,0,18
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,9,9,0,21
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,5,3,0,8
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,14,14,0,30
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,20,136,38,1,195
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,5,26,21,0,52
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,5,5,0,12
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,23,14,0,39
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,12,61,38,0,111
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,4,7,0,12
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,0,2,0,2
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,9,5,0,16
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,50,776,363,1,1190
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,7,3,0,12
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,44,13,0,58
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,46,29,1,79
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,8,42,104,47,1,202
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,16,15,0,32
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,12,84,46,1,144
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,11,61,24,2,98
ESCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,0,0,0,1
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,2,1,0,4
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,0,1,0,1
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,3,7,0,10
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,2,1,0,4
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,4,1,0,5
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,11,31,14,2,58
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,9,32,3,0,45
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,10,64,26,0,101
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,16,12,0,28
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,21,7,0,29
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,9,11,0,20
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,19,50,10,0,79
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,5,33,9,0,47
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,4,16,9,0,29
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,8,6,0,16
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,1,4,0,5
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,14,8,0,24
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,7,4,0,13
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,5,5,0,11
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,2,2,0,4
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,9,6,1,16
HUMANATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,7,2,0,9
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,2,2,0,5
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,8,14,1,25
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,3,37,20,0,61
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,6,1,0,9
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,4,17,16,0,37
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,24,13,0,38
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,36,2,0,41
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,11,10,0,22
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,14,91,34,1,140
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,31,131,38,0,200
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,33,289,143,3,468
LA RIVERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,0,2,0,3
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,26,6,0,34
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,6,47,21,0,74
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,6,11,0,18
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,1,4,3,0,9
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,21,114,33,1,169
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,6,2,0,10
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,29,21,1,53
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,11,2,0,13
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,25,12,0,39
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,9,40,11,0,60
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,11,33,11,0,55
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,3,1,0,5
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,17,6,0,23
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,11,5,0,18
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,13,46,18,0,77
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,7,65,28,0,100
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,6,11,0,19
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,1,1,0,2
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,1,4,19,13,0,37
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,7,42,26,1,76
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,4,23,114,38,1,180
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,11,6,0,19
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,6,18,24,0,48
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,6,17,5,0,28
NAZACARA DE PACAJES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,1,1,0,3
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,6,0,0,7
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,7,21,19,0,47
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,5,22,8,0,35
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,20,20,0,40
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,36,441,145,1,623
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,8,65,60,3,136
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,5,43,27,1,76
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,11,33,11,0,55
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,4,35,16,1,56
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,11,51,27,0,89
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,3,1,0,5
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,4,37,10,1,52
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,0,12,7,0,19
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,7,12,1,21
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,3,19,3,0,25
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,1,3,0,5
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,20,5,0,26
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,1,22,13,0,36
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,9,54,40,2,105
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,5,32,21,1,59
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,14,1,0,17
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2019-01-01,0,2,19,8,0,29
