,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,0,0,3,0,3,3
INCAHUASI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,4,0,3,0,7,7
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,12,0,1,0,13,13
LAS CARRERAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,2,0,0,0,2,2
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,0,0,1,0,1,1
MOJINETE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,1,0,1,0,2,2
MONTEAGUDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,2,0,12,0,14,14
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,0,0,1,0,1,1
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,1,0,3,0,4,4
PAPEL PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,6,0,0,0,6,6
PUCARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,0,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,1,0,1,0,2,2
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,3,0,0,0,3,3
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,0,0,1,0,1,1
SACABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,2,0,0,0,2,2
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,11,0,0,0,11,11
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,0,0,10,0,10,10
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,4,0,5,0,9,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,48,0,3,0,51,51
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,2,0,60,0,62,62
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,0,0,1,0,1,1
TOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,0,0,1,0,1,1
TUPIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,2,0,0,0,2,2
VACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,1,0,3,0,4,4
VILLA SERRANO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,5,0,3,0,8,8
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,1,0,0,0,1,1
VINTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,2,0,1,0,3,3
WARNES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-01-01,0,2,0,3,0,5,5
ACHOCALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,18,0,18,18
ALCALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,20,0,21,21
ANDAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,12,0,12,12
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,5,0,7,7
APOLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,21,0,21,21
AUCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,2,0,2,2
AYATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,13,0,13,13
AYO AYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,7,0,16,0,23,23
BATALLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,11,0,11,11
BERMEJO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,55,0,170,0,225,225
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,30,0,32,32
BOLIVAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,23,0,23,23
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,9,0,24,0,33,33
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,13,0,76,0,89,89
CALACOTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,2,0,2,2
CAMARGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,4,0,110,0,114,114
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,13,0,13,13
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,50,0,50,50
CAPINOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,116,0,116,116
CARACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,2,0,3,3
CARIPUYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,10,0,10,10
CHALLAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,112,0,113,113
CHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,23,0,23,23
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,20,0,4,0,24,24
CHAYANTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,14,0,14,14
CHUMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,2,0,2,2
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,3,0,269,0,272,272
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,157,0,501,0,658,658
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,63,0,32,0,95,95
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,10,0,10,10
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,18,0,18,18
COMARAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,6,0,98,0,104,104
COPACABANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,48,0,48,48
COROICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,13,0,14,14
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,27,0,65,0,92,92
COTOCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,33,0,542,0,575,575
CUATRO CAÑADAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,12,0,101,0,113,113
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,3,0,3,3
CULPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,34,0,72,0,106,106
CURVA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,5,0,5,5
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,112,0,487,0,599,599
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,51,0,53,53
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,80,0,395,0,475,475
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,10,0,89,0,99,99
ESMERALDA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,2,0,2,2
EXALTACION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,8,0,8,8
FERNANDEZ ALONSO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,38,0,38,38
FILADELFIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,2,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,4,0,4,4
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,138,0,198,0,336,336
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,3,0,2,0,5,5
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,5,0,7,7
HUANUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,111,0,111,111
HUAYLLAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,6,0,6,6
INCAHUASI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,11,0,52,0,63,63
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,445,0,446,446
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,79,0,995,0,1074,1074
LLALLAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,326,0,326,326
MACHARETI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,8,0,37,0,45,45
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,117,0,117,117
MIZQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,9,0,9,9
MOJOCOYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,4,0,43,0,47,47
MONTEAGUDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,14,0,189,0,203,203
MONTERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,509,0,511,511
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,6,0,6,6
OKINAWA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,47,0,47,47
OMEREQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,6,0,26,0,32,32
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,58,0,1206,0,1264,1264
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,5,0,10,0,15,15
PADILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,3,0,63,0,66,66
PAILON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,10,0,12,12
PAMPA AULLAGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,14,0,16,16
PASORAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,0,0,1,1
PAZÑA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,15,0,15,15
PELECHUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,13,0,13,13
POOPO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,34,0,34,34
POROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,13,0,14,14
PORONGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,6,0,58,0,64,64
POSTRER VALLE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,2,0,3,3
POTOSI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,17,0,0,0,17,17
PRESTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,47,0,47,47
PUCARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,211,0,211,211
PUERTO CARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,3,0,3,3
PUERTO QUIJARRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,96,0,41,0,137,137
PUERTO SILES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,4,0,0,0,4,4
PUNA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,10,0,10,10
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,30,0,208,0,238,238
QUIRUSILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,3,0,3,3
RAQAYPAMPA(ETA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,29,0,29,29
RAVELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,3,0,0,0,3,3
REYES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,67,0,0,0,67,67
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,6,0,511,0,517,517
ROBORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,12,0,3,0,15,15
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,186,0,186,186
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,979,0,979,979
SACABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,5,0,6,6
SACACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,14,0,14,14
SAIPINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,59,0,59,59
SALINAS DE GARCI MENDOZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,26,0,26,26
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,10,0,55,0,65,65
SAN ANTONIO DE LOMERIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,27,0,19,0,46,46
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,10,0,68,0,78,78
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,110,0,111,111
SAN IGNACIO DE VELASCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,182,0,59,0,241,241
SAN JAVIER(BNI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,19,0,19,19
SAN JOAQUIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,14,0,0,0,14,14
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,80,0,47,0,127,127
SAN JUAN DE YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,53,0,53,53
SAN JULIAN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,21,0,21,21
SAN LORENZO(PND),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,9,0,9,9
SAN LORENZO(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,4,0,62,0,66,66
SAN LUCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,25,0,231,0,256,256
SAN PEDRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,24,0,24,24
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,17,0,0,0,17,17
SAN PEDRO DE QUEMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,4,0,4,4
SAN PEDRO DE TIQUINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,8,0,8,8
SAN RAMON BENI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,36,0,36,36
SANTA ANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,13,0,14,14
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,435,0,2948,0,3383,3383
SANTA ROSA DEL SARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,3,0,3,3
SANTUARIO DE QUILLACAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,20,0,20,20
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,10,0,10,10
SENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,18,0,18,18
SICAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,29,0,29,29
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,94,0,94,94
SOPACHUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,8,0,9,9
SORACACHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,6,0,18,0,24,24
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,590,0,1799,0,2389,2389
TACACOMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,3,0,3,3
TACOBAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,16,0,16,16
TACOPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,1,0,1,1
TARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,12,0,88,0,100,100
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,125,0,125,125
TARVITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,4,0,6,6
TINGUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,2,0,8,0,10,10
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,10,0,5,0,15,15
TODOS SANTOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,11,0,11,11
TOMAVE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,6,0,6,6
TOMINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,54,0,33,0,87,87
TORO TORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,18,0,18,18
TOTORA(ORR),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,29,0,29,29
TRINIDAD,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,352,0,512,0,864,864
TUPIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,6,0,15,0,21,21
TURCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,1,0,1,1
UMALA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,7,0,1,0,8,8
VILLA CHARCAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,14,0,106,0,120,120
VILLA MONTES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,4,0,7,0,11,11
VILLA SERRANO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,6,0,58,0,64,64
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,35,0,36,36
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,1,0,91,0,92,92
VINTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,0,0,132,0,132,132
VITICHI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,13,0,19,0,32,32
WARNES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2019-02-01,0,3,0,22,0,25,25
