,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,13,0,8,0,21,21
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,7,0,0,0,7,7
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,1,0,2,2
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,15,0,0,0,15,15
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,106,0,21,0,127,127
COIPASA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,4,0,0,0,4,4
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,2,0,0,0,2,2
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,3,0,0,0,3,3
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,398,0,93,0,491,491
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,4,0,0,0,4,4
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,22,0,0,0,22,22
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,4,0,0,0,4,4
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,2,0,0,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,20,0,0,0,20,20
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,0,0,1,0,1,1
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,20,0,1,0,21,21
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,2,0,2,0,4,4
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,3,0,5,0,8,8
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,12,0,0,0,12,12
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,0,0,2,0,2,2
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,396,0,4,0,400,400
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,11,0,0,0,11,11
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,6,0,11,0,17,17
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,121,0,5,0,126,126
MOROCHATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,6,0,0,0,6,6
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,4,0,0,0,4,4
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,234,0,2,0,236,236
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,26,0,1,0,27,27
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,6,0,3,0,9,9
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,1,0,2,2
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,3,0,0,0,3,3
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,21,0,3,0,24,24
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,3,0,0,0,3,3
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,31,0,0,0,31,31
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,7,0,0,0,7,7
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,5,0,0,0,5,5
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,6,0,0,0,6,6
QUIABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,5,0,0,0,5,5
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,7,0,2,0,9,9
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,106,0,0,0,106,106
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,18,0,0,0,18,18
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,3,0,2,0,5,5
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,4,0,0,0,4,4
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,78,0,1,0,79,79
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,49,0,1,0,50,50
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,49,0,1,0,50,50
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,5,0,6,0,11,11
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,5,0,0,0,5,5
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,5,0,0,0,5,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,0,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,6,0,0,0,6,6
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,385,0,30,0,415,415
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,7,0,0,0,7,7
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,14,0,0,0,14,14
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,37,0,0,0,37,37
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,27,0,6,0,33,33
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,51,0,0,0,51,51
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,1,0,2,2
TOMAVE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,3,0,0,0,3,3
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,124,0,4,0,128,128
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,3,0,0,0,3,3
TURCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,2,0,4,0,6,6
UMALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,10,0,4,0,14,14
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,12,0,0,0,12,12
VITICHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,126,0,4,0,130,130
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,64,0,5,0,69,69
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-01-01,0,1,0,1,0,2,2
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,20,0,2,0,22,22
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,27,0,0,0,27,27
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,2,0,2,2
ARAMPAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,9,0,2,0,11,11
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,13,0,8,0,21,21
BAURES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,2,0,2,2
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,10,0,3,0,13,13
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,3,0,0,0,3,3
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,9,0,0,0,9,9
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,15,0,0,0,15,15
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,1,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,7,0,0,0,7,7
CATACORA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,3,0,1,0,4,4
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,2,0,3,3
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,20,0,20,0,40,40
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,17,0,4,0,21,21
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
COMANCHE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,6,0,8,8
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,3,0,1,0,4,4
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,4,0,0,0,4,4
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,204,0,7,0,211,211
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,1,0,2,2
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,8,0,0,0,8,8
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,9,0,0,0,9,9
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,6,0,0,0,6,6
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,7,0,0,0,7,7
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,3,0,3,3
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,2,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,2,0,4,4
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,13,0,0,0,13,13
HUACHACALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,21,0,1,0,22,22
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,9,0,10,10
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,8,0,30,0,38,38
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,185,0,8,0,193,193
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,4,0,0,0,4,4
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,125,0,4,0,129,129
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,3,0,0,0,3,3
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,162,0,0,0,162,162
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,27,0,9,0,36,36
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,4,0,9,0,13,13
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,42,0,2,0,44,44
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,24,0,0,0,24,24
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,1,0,2,2
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,17,0,0,0,17,17
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,4,0,0,0,4,4
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,1,0,3,3
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,20,0,0,0,20,20
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,9,0,0,0,9,9
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,6,0,0,0,6,6
QUIABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,102,0,2,0,104,104
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,16,0,1,0,17,17
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,6,0,15,0,21,21
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,14,0,0,0,14,14
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,40,0,2,0,42,42
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,5,0,6,6
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,5,0,0,0,5,5
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,5,0,1,0,6,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,129,0,20,0,149,149
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,3,0,0,0,3,3
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,5,0,0,0,5,5
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,4,0,2,0,6,6
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,6,0,2,0,8,8
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,14,0,15,15
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,53,0,2,0,55,55
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,3,0,7,0,10,10
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,5,0,7,7
TEOPONTE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,1,0,1,1
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,1,0,2,2
TOMAVE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,1,0,1,1
TOTORA(ORR),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,120,0,5,0,125,125
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,4,0,1,0,5,5
TURCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,0,0,1,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,1,0,2,2
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,8,0,2,0,10,10
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,34,0,19,0,53,53
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,2,0,0,0,2,2
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,13,0,0,0,13,13
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,65,0,11,0,76,76
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,22,0,3,0,25,25
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-02-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-03-01,0,20,0,0,0,20,20
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-03-01,0,1,0,9,0,10,10
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-03-01,0,0,0,1,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-03-01,0,0,0,1,0,1,1
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-03-01,0,1,0,2,0,3,3
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,0,0,1,0,1,1
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,9,0,4,0,13,13
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,43,0,3,0,46,46
ALALAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,0,0,1,0,1,1
ALTO BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,2,0,3,0,5,5
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,1,0,1,0,2,2
ANTEQUERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,0,0,3,0,3,3
ANZALDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,0,0,1,0,1,1
ARAMPAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,4,0,0,0,4,4
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,1,0,14,0,15,15
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,15,0,1,0,16,16
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,8,0,6,0,14,14
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,1,0,0,0,1,1
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,5,0,1,0,6,6
BAURES,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,2,0,11,0,13,13
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,0,0,1,0,1,1
BELEN DE URMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,0,0,2,0,2,2
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,2,0,9,0,11,11
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,70,0,6,0,76,76
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,8,0,10,0,18,18
BOLPEBRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,2,0,8,0,10,10
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,12,0,2,0,14,14
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,12,0,19,0,31,31
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,1,0,1,0,2,2
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,4,0,2,0,6,6
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,1,0,1,0,2,2
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,17,0,4,0,21,21
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,0,0,3,0,3,3
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,23,0,8,0,31,31
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2019-04-01,0,1,0,6,0,7,7
