,group,variable,month,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BELLA FLOR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,4,1,4,4,8,5,13
BOLIVAR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
BOLPEBRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,5,0,3,1,8,9
BOYUIBE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,6,0,5,0,11,11
CABEZAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,6,6,2,6,8,14
CAJUATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
CAMARGO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
CAMIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,6,1,5,3,11,4,15
CAPINOTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,6,23,6,27,33
CARACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
CARANAVI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,11,1,2,3,13,16
CARAPARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,4,0,0,0,4,0,4
CARMEN RIVERO TORREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,0,0,0,2,0,2
CHALLAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,9,0,11,11
CHARAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
CHIMORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,8,1,4,1,12,13
CHIPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,3,0,0,1,3,4
CHUMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,2,0,2,1,4,5
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
CLIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,6,10,12,12,18,30
COBIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,8,26,2,2,10,28,38
COCAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,10,29,9,26,19,55,74
COCHABAMBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,88,202,25,43,113,245,358
COLCAPIRHUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,13,28,27,29,40,69
"COLCHA ""K""",otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,3,0,0,1,3,4
COLOMI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,11,0,0,3,11,14
COLQUECHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,5,0,0,0,5,5
COLQUIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,2,0,2,2,4,6
CORIPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,3,0,3,3
COTOCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,53,121,8,26,61,147,208
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,4,4,0,7,4,11
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,5,0,0,0,5,5
CULPINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,13,11,0,0,13,11,24
DESAGUADERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,2,4,2,4,6
EL ALTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,141,583,34,79,175,662,837
EL CHORO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
EL TORNO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,76,64,18,41,94,105,199
ENTRE RIOS TRJ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,4,0,0,3,4,7
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,8,15,0,2,8,17,25
EUCALIPTUS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,6,0,0,0,6,6
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,1,0,3,3
FILADELFIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,2,0,1,3,3,6
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,4,1,4,5
GUANAY,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,11,34,0,1,11,35,46
GUAQUI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,8,0,0,2,8,10
GUAYARAMERIN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,5,0,1,0,6,6
HUACARETA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,1,0,5,5
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,5,0,0,0,5,0,5
HUACHACALLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
HUARINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,1,0,2,2
HUATAJATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,13,0,0,0,13,13
HUAYLLAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
HUMANATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
INCAHUASI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,5,18,0,0,5,18,23
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,9,19,9,21,30
IXIAMAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,3,0,7,7
LA ASUNTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,13,0,5,2,18,20
LA GUARDIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,125,149,295,202,420,351,771
LA PAZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,36,246,48,27,84,273,357
LAGUNILLAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,5,0,0,0,5,5
LAJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,11,0,1,2,12,14
LLALLAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,9,8,22,16,31,24,55
LORETO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
MACHARETI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,1,0,2,3,3,6
MAGDALENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,2,4,4,6,6,12
MAIRANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
MAPIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
MIZQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,12,2,5,5,17,22
MOCOMOCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
MONTEAGUDO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,33,5,0,0,33,5,38
MONTERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,63,0,8,0,71,71
MORO MORO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,2,1,2,2,4,6
MOROCHATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,7,0,7,7
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,2,0,0,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,2,0,2,2,4
OKINAWA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
OMEREQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,1,1,2,2,3,5
ORURO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,24,56,1,3,25,59,84
PADILLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,3,2,3,3,6
PAILON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,5,7,28,14,33,21,54
PALOS BLANCOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,2,0,2,2
PAMPA GRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,1,12,14,13,15,28
PASORAPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,6,3,5,3,11,14
PAZÑA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,2,0,2,2
POCONA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,7,0,7,7
POJO (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
PORCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
PORONGO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,6,6,16,6,22,12,34
PORTACHUELO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,8,0,0,1,8,9
PORVENIR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,4,1,4,5
POTOSI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,5,32,10,20,15,52,67
PUCARANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,5,1,2,2,7,9
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,2,3,2,4,6
PUERTO VILLARROEL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,17,2,9,3,26,29
PUNA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,8,0,3,2,11,13
QUILLACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,6,19,99,63,105,82,187
QUIRUSILLAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
REYES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,6,0,0,1,6,7
ROBORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
RURRENABAQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,2,0,2,0,2
SACABA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,4,35,8,24,12,59,71
SACABAMBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
SACACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,1,0,4,4
SAMAIPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
SAN ANDRES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,1,1,1,5,6
SAN ANDRES DE MACHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,9,1,1,3,10,13
SAN ANTONIO DE ESMORUCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,2,1,0,3,2,5
SAN BUENA VENTURA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,1,1,1,2,3
SAN CARLOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,17,0,1,3,18,21
SAN IGNACIO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,2,0,6,6
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,5,34,0,7,5,41,46
SAN JAVIER(BNI),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,3,2,3,3,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,3,6,3,9,12
SAN JUAN DE YAPACANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,6,5,8,9,14,14,28
SAN LORENZO(PND),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,1,4,0,5,1,6
SAN LORENZO(TJA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,2,0,3,3
SAN LUCAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,0,1,0,1
SAN MATIAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,5,6,0,0,5,6,11
SAN PEDRO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,1,1,0,2,1,3
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,1,0,4,4
SAN PEDRO(PND),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,2,3,2,3,5
SAN RAFAEL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,192,516,99,133,291,649,940
SANTA ROSA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
SANTA ROSA DEL SARA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,6,2,2,3,8,11
SANTIAGO DE HUARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,3,0,3,3
SANTIAGO DE HUATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
SENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,1,0,0,2,1,3
SHINAOTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,9,3,8,6,17,23
SICA SICA (VILLA AROMA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SICAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,21,9,27,12,48,60
SORACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,1,0,2,2
SORATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,1,0,4,4
SUCRE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,42,59,37,38,79,97,176
TACOPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
TARABUCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,5,0,2,0,7,7
TARIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,4,11,4,9,8,20,28
TARVITA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,5,1,0,1,5,6
TIAHUANACU,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,9,29,0,0,9,29,38
TIPUANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,3,3,9,6,12,18
TIRAQUE (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,7,1,2,1,9,10
TOCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,3,0,0,1,3,4
TOLATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,3,2,3,2,5
TOMAVE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,3,0,3,3
TOMINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,1,0,0,2,1,3
TORO TORO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,4,1,2,1,6,7
TOTORA(ORR),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
TRIGAL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,30,0,2,0,32,32
TUPIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,7,0,1,1,8,9
UNCIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,1,0,1,1,2
URUBICHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
UYUNI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,0,1,0,3,0,3
VACAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,5,1,5,6
VALLEGRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,2,0,1,1,3,4
VIACHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,9,0,2,0,11,11
VILA VILA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,9,0,12,12
VILLA CHARCAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,6,20,14,32,20,52,72
VILLA MONTES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,14,2,0,0,14,2,16
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,2,1,2,3
VILLA RIVERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,1,7,1,8,9
VILLA SERRANO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,3,1,0,0,3,1,4
VILLA TUNARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,12,1,1,2,13,15
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,12,0,0,1,12,13
VINTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,12,3,14,3,26,29
WARNES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,12,45,6,20,18,65,83
YACUIBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,13,6,3,5,16,11,27
YANACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,2,0,0,0,2,0,2
YAPACANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,10,26,125,192,135,218,353
YUNCHARA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,2,1,2,3
ZUDAÑEZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,1,1,1,2
ACHACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-02-01,1,16,131,159,132,175,307
ACHOCALLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-02-01,0,3,0,1,0,4,4
AIQUILE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-02-01,3,0,26,21,29,21,50
ALALAY,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-02-01,1,2,1,0,2,2,4
ALTO BENI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-02-01,1,2,1,0,2,2,4
ANCORAIMES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-02-01,1,3,6,0,7,3,10
ANDAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-02-01,7,3,1,4,8,7,15
ANZALDO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-02-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2019-02-01,0,3,0,3,0,6,6
