,group,variable,month,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CULPINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,2,0,0,0,2,2
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,3,12,41,23,44,35,79
EL CHORO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,5,0,0,1,5,6
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,3,8,0,0,3,8,11
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
ESMERALDA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,4,0,0,0,4,4
FILADELFIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,3,2,0,0,3,2,5
GUAYARAMERIN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,3,3,0,0,3,3,6
LA ASUNTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,2,0,0,1,2,3
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,6,3,3,3,9,12
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,22,43,93,205,115,248,363
MECAPACA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,6,0,16,0,22,22
OCURI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
OMEREQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,3,2,0,0,3,2,5
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,6,12,0,0,6,12,18
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,0,1,1,1,1,2
PALOS BLANCOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,2,2,0,0,2,2,4
PASORAPA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,19,1,0,1,19,20
PUCARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,1,0,0,1,1,2
PUERTO CARABUCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,0,0,1,0,1,1
RAVELO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,0,0,0,1,0,1
ROBORE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,2,0,0,1,2,3
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
SACABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
SAN CARLOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,4,0,0,1,4,5
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,5,0,0,0,5,5
SAN MATIAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,7,0,0,1,7,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,7,44,0,0,7,44,51
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,4,13,6,6,10,19,29
TARATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,2,9,0,0,2,9,11
TOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,8,20,20,21,28,49
TUPIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
UNCIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,1,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
VIACHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,2,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,2,0,0,0,2,0,2
VILLAZON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,1,1,0,2,1,3,4
WARNES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-01-01,6,4,2,5,8,9,17
ANDAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
ANZALDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
ARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,3,0,0,0,3,3
ARBIETO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,4,0,0,1,4,5
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,10,0,0,1,10,11
BERMEJO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,4,0,0,1,4,5
BOYUIBE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,0,5,3,5,3,8
CAMIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
CAPINOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
CAQUIAVIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,4,2,0,0,4,2,6
CARAPARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,2,0,0,0,2,0,2
CLIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,5,0,0,0,5,5
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,4,7,0,0,4,7,11
"COLCHA ""K""",otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
COLQUECHACA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,1,1,1,2,2,4
CONCEPCION,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,8,0,0,0,8,8
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,2,0,0,1,2,3
CULPINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,2,0,0,0,2,0,2
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,23,41,0,3,23,44,67
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,2,4,0,0,2,4,6
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,2,0,0,1,2,3
HUANUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,1,2,0,3,1,4
HUATAJATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,0,0,0,1,0,1
IXIAMAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,1,0,1,1,2
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,2,7,0,1,2,8,10
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,6,23,20,15,26,38,64
LLALLAGUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
MOCOMOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,6,0,0,1,6,7
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,14,19,0,0,14,19,33
PADILLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,0,0,0,1,0,1
PAZÑA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,2,7,0,0,2,7,9
PORONGO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,2,0,0,1,2,3
PORTACHUELO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,4,0,0,1,4,5
ROBORE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,4,0,0,1,4,5
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,3,0,0,0,3,3
SACABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,2,1,0,0,2,1,3
SAN BORJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
SANTA ANA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,3,16,0,0,3,16,19
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,2,0,0,0,2,0,2
SICAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,3,7,0,0,3,7,10
TAPACARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,4,3,1,0,5,3,8
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,3,11,2,1,5,12,17
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,6,0,0,1,6,7
TOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,2,0,0,1,2,3
TOMINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,1,0,0,1,1,2
TUPIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,0,1,2,1,2,3
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
VILA VILA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,10,0,0,1,10,11
VILLA RIVERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,3,3,0,0,3,3,6
YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,2,0,0,0,2,2
YOCALLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,2,0,0,0,2,0,2
ZUDAÑEZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-02-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
ACHOCALLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,4,0,0,0,4,4
AIQUILE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,0,0,2,0,2,2
ARBIETO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,8,0,0,1,8,9
BAURES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,4,2,0,0,4,2,6
BELEN DE URMIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,0,0,0,2,0,2
BOYUIBE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
CABEZAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,4,2,0,0,4,2,6
CAJUATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,1,0,0,2,1,3
CHALLAPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,1,0,0,1,1,2
CLIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,5,0,0,1,5,6
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,11,43,2,14,13,57,70
"COLCHA ""K""",otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,1,0,0,1,1,2
COLQUIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,3,1,0,0,3,1,4
COTAGAITA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,5,1,0,0,5,1,6
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,21,172,13,174,34,208
EL CHORO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,2,0,0,0,2,2
EL PUENTE(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,2,0,0,2,2,4
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,2,0,0,1,2,3
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,3,0,0,2,3,5
EUCALIPTUS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,2,0,1,1,3,4
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,2,0,0,1,2,3
FILADELFIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,0,0,1,0,1,1
GUANAY,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,5,1,0,0,5,1,6
HUAYLLAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
IXIAMAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,0,3,10,3,10,13
LA ASUNTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,3,2,0,0,3,2,5
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,3,25,3,15,6,40,46
LLALLAGUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,2,0,0,1,2,3
MIZQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,10,0,0,1,10,11
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,3,0,0,0,3,3
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,7,0,0,0,7,7
PADILLA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,5,0,0,0,5,5
PAMPA GRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,0,0,0,2,0,2
POCONA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
POJO (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
POOPO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,1,0,0,2,1,3
PORONGO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,0,2,1,2,1,3
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,5,0,0,0,5,5
PUERTO PEREZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
PUNA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,1,1,1,2,3
PUNATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,6,2,4,3,10,13
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,89,2,3,2,92,94
SACABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,5,6,0,0,5,6,11
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,16,24,0,0,16,24,40
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,3,0,0,0,3,3
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,33,65,0,0,33,65,98
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,1,0,0,1,1,2
SANTIVAÑES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,1,0,0,2,1,3
SORATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,3,0,0,0,3,3
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,6,16,0,0,6,16,22
TACOPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,1,0,0,1,1,2
TAPACARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,4,1,0,0,4,1,5
TARATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,4,1,0,0,4,1,5
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,5,12,4,0,9,12,21
TARVITA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,4,1,0,0,4,1,5
TOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,1,0,0,2,1,3
TOLATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,7,0,0,0,7,7
TOMINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,0,1,0,0,0,1,1
TORO TORO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,1,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2019-03-01,2,4,0,0,2,4,6
