,group,variable,month,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AUCAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
AYATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,2,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,2,5,9,6,11,17
BATALLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,2,12,8,13,10,23
BAURES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
BELLA FLOR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,6,0,3,2,9,2,11
BERMEJO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,2,0,0,3,2,5
BETANZOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
BOLIVAR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,1,3,1,4,5
BOLPEBRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,1,4,5,6,6,12
BOYUIBE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,0,0,2,3,2,5
BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
CABEZAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,7,13,38,52,45,65,110
CAIROMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,3,5,14,6,17,23
"CAIZA ""D""",otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
CAJUATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,3,0,0,1,3,4
CALACOTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,5,0,0,1,5,6
CAMARGO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,6,0,0,3,6,9
CAMIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,18,7,13,3,31,10,41
CAPINOTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,6,11,38,12,44,56
CARACOLLO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,3,0,2,1,5,6
CARANAVI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,21,40,4,7,25,47,72
CARAPARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,3,0,0,2,3,5
CARMEN RIVERO TORREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,3,0,0,3,3,6
CHACARILLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,4,4,11,5,15,20
CHAQUI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,3,0,0,2,3,5
CHARAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,6,0,0,0,6,6
CHAYANTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,1,0,3,3
CHIMORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,13,1,7,2,20,22
CHIPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
CHUA COCANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,8,0,0,1,8,9
CHUMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,12,0,2,1,14,15
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
CKOCHAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,5,0,1,1,6,7
CLIZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,4,7,11,17,15,24,39
COBIJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,13,53,0,0,13,53,66
COCAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,18,30,14,13,32,43,75
COCHABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,124,420,122,80,246,500,746
COLCAPIRHUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,10,41,58,67,68,108,176
"COLCHA ""K""",otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,8,1,0,0,8,1,9
COLLANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,5,17,0,1,5,18,23
COLPA BELGICA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
COLQUECHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,7,6,7,7,14,21
COLQUENCHA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,3,0,0,1,3,4
COLQUIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,3,0,0,2,3,5
COMANCHE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,3,0,0,1,3,4
CONCEPCION,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,1,1,2,3
CORIPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
CORO CORO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
COROICO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
COTAGAITA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,2,1,3,2,5
COTOCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,10,69,7,6,17,75,92
CUATRO CAÑADAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,3,0,0,3,3,6
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,6,0,0,2,6,8
CULPINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,1,3,2,4,6
CURVA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,62,649,61,161,123,810,933
EL CHORO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
EL PUENTE(STC),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,4,0,0,1,4,5
EL PUENTE(TJA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,0,0,1,2,1,3
EL TORNO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,8,0,0,0,8,0,8
EL VILLAR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,4,0,1,3,5,8
ENTRE RIOS CBBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,6,24,0,7,6,31,37
ESMERALDA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
EUCALIPTUS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,6,0,0,1,6,7
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,9,0,0,1,9,10
FILADELFIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,4,2,2,4,6,10
GENERAL SAAVEDRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,4,2,2,2,6,8
GUANAY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,6,12,3,11,9,23,32
GUAYARAMERIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,41,57,6,19,47,76,123
GUTIERREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
HUACARETA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,5,0,0,0,5,5
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,2,0,6,6
HUARINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,2,2,2,3,5
HUATAJATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,4,3,0,5,4,9
HUAYLLAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,1,0,5,5
ICLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,11,0,11,11
INCAHUASI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,7,2,2,4,9,13
INQUISIVI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,8,11,6,12,14,23,37
IXIAMAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,3,4,3,6,9
JESUS DE MACHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,15,0,22,3,37,40
LA GUARDIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,1,5,1,7,8
LA PAZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,106,458,100,92,206,550,756
LAGUNILLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,1,0,0,2,1,3
LAJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,7,0,5,0,12,12
LICOMA PAMPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,10,15,27,27,37,42,79
LORETO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,4,17,4,17,21
MACHACAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,2,0,2,2
MACHARETI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,7,4,1,2,8,6,14
MAGDALENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,0,10,5,12,5,17
MAIRANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,7,0,0,0,7,7
MECAPACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,19,0,0,0,19,19
MIZQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,6,12,0,16,6,28,34
MOCOMOCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,3,7,4,8,12
MONTEAGUDO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,15,11,1,1,16,12,28
MONTERO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,4,116,2,26,6,142,148
MORO MORO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,1,1,2,3
MOROCHATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,7,0,7,7
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
OCURI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
OKINAWA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,10,1,0,1,10,11
OMEREQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,5,1,2,1,7,8
ORURO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,30,117,166,10,196,127,323
PADCAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,8,1,8,2,10
PADILLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,5,4,5,5,10
PAILON,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,14,16,40,9,54,25,79
PALCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,2,0,4,4
PALOS BLANCOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,5,4,2,0,7,4,11
PAPEL PAMPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,1,0,2,2
PASORAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,3,0,1,1,4,5
PATACAMAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,8,0,0,0,8,8
PAZÑA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,1,0,2,2
PELECHUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,10,12,10,12,22
POCOATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
POJO (CBBA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
PORCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,3,2,3,2,5
PORTACHUELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,7,0,0,1,7,8
PORVENIR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
POSTRER VALLE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,10,105,62,43,72,148,220
PRESTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,11,1,7,2,18,20
PUERTO ACOSTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
PUERTO CARABUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,5,0,9,9
PUERTO QUIJARRO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,10,10,10,10,20,20,40
PUERTO RICO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,7,6,3,9,10,19
PUERTO VILLARROEL,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,8,43,12,27,20,70,90
PUNA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,6,19,5,5,11,24,35
QUILLACOLLO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,22,45,239,160,261,205,466
QUIME,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,4,0,2,1,6,7
QUIRUSILLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
RAQAYPAMPA(ETA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,1,0,1,1,2
RAVELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,3,0,1,3,4,7
REYES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,92,0,0,0,92,92
ROBORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,3,0,0,2,3,5
RURRENABAQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,7,2,5,2,12,14
SACABA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,17,85,38,70,55,155,210
SACABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
SACACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,4,4,0,5,4,9,13
SAIPINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
SAMAIPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,6,0,3,1,9,10
SAN ANDRES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,2,5,4,6,6,12
SAN BENITO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,4,4,1,1,5,5,10
SAN BORJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,21,0,0,3,21,24
SAN BUENA VENTURA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,4,2,1,0,5,2,7
SAN CARLOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,20,0,2,3,22,25
SAN IGNACIO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,6,2,5,2,11,13
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,85,0,4,3,89,92
SAN JAVIER(BNI),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,3,4,4,5,9
SAN JAVIER(STC),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
SAN JOAQUIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,3,5,10,6,13,19
SAN JUAN DE YAPACANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,4,3,0,5,4,9
SAN JULIAN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,5,12,14,21,19,33,52
SAN LORENZO(PND),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,1,2,1,4,5
SAN LORENZO(TJA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,4,7,0,0,4,7,11
SAN MATIAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,8,0,4,2,12,14
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,10,0,1,1,11,12
SAN PABLO DE LIPEZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,1,0,2,1,3
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,1,0,3,3
SAN PEDRO(PND),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,6,4,6,4,10
SAN RAFAEL,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,7,0,0,1,7,8
SAN RAMON BENI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SAN RAMON SCZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
SANTA ANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,504,1347,470,705,974,2052,3026
SANTA ROSA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,11,0,0,0,11,11
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,4,8,2,1,6,9,15
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
SANTIAGO DE HUATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,1,0,4,4
SANTIVAÑES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,69,0,70,1,71
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
SENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,4,9,0,0,4,9,13
SHINAOTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,30,11,16,13,46,59
SICA SICA (VILLA AROMA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
SICAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,7,0,11,11
SIPE SIPE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,3,46,10,16,13,62,75
SOPACHUY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,2,6,0,1,2,7,9
SORATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,10,0,6,0,16,16
SUCRE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,75,137,44,57,119,194,313
TACACOMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,2,1,1,1,3,4
TACOPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,2,8,2,9,11
TAHUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,2,0,2,2
TAPACARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,8,0,3,1,11,12
TARABUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,3,0,2,1,5,6
TARIJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,26,70,13,26,39,96,135
TARVITA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,1,1,2,3
