,group,variable,month,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
ASCENCION DE GUARAYOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,49,0,11,4,60,64
ATOCHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,9,16,7,11,16,27,43
AUCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,8,0,1,0,9,9
AYATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,5,0,4,5,9,14
AYO AYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,5,9,16,10,21,31
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,9,6,5,13,14,19,33
AZURDUY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,5,0,1,0,6,6
BATALLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,17,5,4,8,21,29
BAURES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,5,0,0,1,5,6
BELEN DE ANDAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,2,1,0,2,2,4
BERMEJO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,18,50,0,3,18,53,71
BETANZOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,10,65,11,0,21,65,86
BOLIVAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,2,2,8,2,10,12
BOLPEBRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,0,10,5,10,5,15
BOYUIBE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,0,2,4,8,4,12
BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,19,0,0,3,19,22
CABEZAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,33,26,31,26,64,52,116
CAIROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,14,0,1,0,15,15
"CAIZA ""D""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,17,0,3,4,20,24
CAJUATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,12,0,0,1,12,13
CALACOTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
CALAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,9,0,0,2,9,11
CAMARGO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,6,0,0,0,6,6
CAMIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,71,15,9,4,80,19,99
CAPINOTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,3,25,28,26,31,57
CAQUIAVIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,8,0,0,6,8,14
CARACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,10,10,22,6,32,16,48
CARANAVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,88,86,16,11,104,97,201
CARAPARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,18,9,0,0,18,9,27
CARIPUYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,3,1,0,2,3,5
CARMEN RIVERO TORREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,10,10,12,12,22,34
CATACORA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,1,0,0,2,1,3
CHACARILLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,10,25,4,5,14,30,44
CHAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,9,0,5,2,14,16
CHARAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,4,0,0,5,4,9
CHARAÑA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,7,3,0,0,7,3,10
CHAYANTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,8,0,0,0,8,8
CHIMORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,12,13,21,8,33,21,54
CHOQUE COTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
CHUA COCANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,10,1,13,0,23,1,24
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,12,21,0,0,12,21,33
CHUMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,8,6,5,8,13,14,27
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,3,0,0,1,3,4
CKOCHAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,23,2,11,6,34,40
CLIZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,3,14,13,20,16,36
COBIJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,29,26,3,1,32,27,59
COCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,12,21,3,2,15,23,38
COCHABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,331,608,167,57,498,665,1163
COIPASA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
COLCAPIRHUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,25,18,49,73,74,91,165
"COLCHA ""K""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,17,12,2,2,19,14,33
COLLANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,10,0,0,1,10,11
COLOMI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,7,3,0,7,7,14
COLPA BELGICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,15,15,0,0,15,15,30
COLQUECHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,31,2,4,3,35,38
COLQUENCHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,8,0,0,3,8,11
COLQUIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,8,8,9,9,17,26
COMANCHE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
COMARAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,8,0,0,1,8,9
COMBAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
CONCEPCION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,12,2,2,12,14,14,28
CORIPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,14,0,0,2,14,16
CORO CORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,7,0,1,2,8,10
COROICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,8,8,0,2,8,10,18
CORQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,3,0,2,3,5,8
COTAGAITA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,9,16,2,6,11,22,33
COTOCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,2,0,0,3,2,5
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,5,0,0,4,5,9
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,2,0,0,2,2,4
CUEVO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
CURAHUARA DE CARANGAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,5,0,0,1,5,6
CURVA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,300,1097,319,422,619,1519,2138
EL CHORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,5,0,0,1,5,6
EL PUENTE(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,8,0,0,6,8,14
EL PUENTE(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,19,1,1,5,20,25
EL TORNO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,0,0,0,4,0,4
EL VILLAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
ENTRE RIOS TRJ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,16,6,0,0,16,6,22
ENTRE RIOS CBBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,15,72,1,7,16,79,95
ESCOMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,1,3,0,3,1,4
EUCALIPTUS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,2,0,2,2,4,6
EXALTACION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,7,0,0,0,7,7
FERNANDEZ ALONSO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,9,0,0,4,9,13
FILADELFIA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,12,5,4,10,16,26
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,8,0,1,3,9,12
GUANAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,14,23,22,11,36,34,70
GUAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
GUAYARAMERIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,35,75,80,71,115,146,261
GUTIERREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,8,0,0,3,8,11
HUACARETA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,1,1,0,3,1,4
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,0,0,0,2,0,2
HUACHACALLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
HUANUNI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,16,2,4,7,20,27
HUARACAJE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
HUARINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,6,0,0,2,6,8
HUATAJATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,6,0,0,5,6,11
HUAYLLAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,4,1,7,4,11,15
ICHOCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,2,0,1,2,3,5
INCAHUASI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,7,16,2,2,9,18,27
INGAVI (HUMAITA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,5,0,0,5,5,10
INQUISIVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,12,0,0,1,12,13
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,13,8,9,9,22,17,39
IXIAMAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,10,18,7,9,17,27,44
LA ASUNTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,8,21,3,13,11,34,45
LA PAZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,533,929,353,212,886,1141,2027
LAGUNILLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,2,0,2,6,4,10
LAJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,2,0,1,1,3,4
LICOMA PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,24,62,24,31,48,93,141
LLICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
LORETO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,0,7,13,7,13,20
LURIBAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,8,1,0,2,8,10
MACHACAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
MACHARETI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,12,11,0,0,12,11,23
MAGDALENA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,16,7,17,12,33,45
MAPIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,8,29,0,0,8,29,37
MECAPACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,12,14,0,1,12,15,27
MINEROS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,8,0,0,3,8,11
MIZQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,5,2,10,3,15,18
MOCOMOCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,15,1,12,7,27,34
MOJOCOYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
MONTEAGUDO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,5,1,3,6,8,14
MONTERO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,28,244,37,46,65,290,355
MORO MORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
MOROCHATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,5,0,2,1,7,8
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,2,0,0,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,0,3,2,3,2,5
OCURI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,23,0,11,1,34,35
OKINAWA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
OMEREQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,3,1,1,4,4,8
ORURO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,181,358,138,26,319,384,703
PADCAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,13,3,0,7,13,20
PAILON,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,24,3,5,8,29,37
PALCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,22,15,23,18,45,63
PALOS BLANCOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,20,6,5,12,25,37
PAMPA AULLAGAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,5,0,1,2,6,8
PAMPA GRANDE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
PAPEL PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,4,6,25,6,29,35
PASORAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,2,8,3,13,5,18
PATACAMAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,29,0,1,0,30,30
PAZÑA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,6,1,0,2,6,8
PELECHUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,0,0,4,0,4,4
POCOATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,5,1,7,2,12,14
POCONA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,3,3,5,5,8,13
POJO (CBBA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,1,0,0,2,1,3
POOPO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,4,0,0,5,4,9
PORCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,30,20,3,22,33,55
POROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,5,11,6,11,17
PORTACHUELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,32,0,0,5,32,37
PORVENIR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,1,2,2,5,3,8
POSTRER VALLE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,71,363,206,62,277,425,702
PRESTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,0,0,2,2,2,4
PUCARANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,7,17,13,30,20,47,67
PUERTO ACOSTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,7,0,1,3,8,11
PUERTO CARABUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,6,6,5,7,11,18
PUERTO PEREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,1,1,8,2,9,11
PUERTO QUIJARRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,20,11,10,10,30,21,51
PUERTO RICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,9,0,0,2,9,11
PUERTO SILES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,17,11,56,3,73,14,87
PUERTO VILLARROEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,36,47,15,9,51,56,107
PUNA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,16,1,17,1,33,34
PUNATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,23,30,5,7,28,37,65
QUIABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,5,0,0,0,5,5
QUILLACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,50,40,350,133,400,173,573
QUIME,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,7,5,1,5,8,13
QUIRUSILLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
RAVELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,13,3,2,7,15,22
REYES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,11,0,0,0,11,11
RIBERALTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,3,106,0,3,3,109,112
ROBORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,1,3,0,9,1,10
RURRENABAQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,8,5,9,7,17,24
SABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,2,0,0,5,2,7
SACABA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,61,114,322,228,383,342,725
SACABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
SACACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,9,14,0,5,9,19,28
SAIPINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,1,0,0,5,1,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,7,10,15,12,22,34
SAMAIPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,6,8,10,10,16,26
SAN AGUSTIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
SAN ANDRES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,15,17,3,2,18,19,37
SAN BENITO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,7,0,6,6,13,19
SAN BORJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,17,49,0,1,17,50,67
SAN BUENA VENTURA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,4,4,0,6,4,10,14
SAN CARLOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
SAN IGNACIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,31,3,3,9,34,43
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,15,3,0,4,15,19
SAN JAVIER(BNI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,2,5,0,1,2,6,8
SAN JAVIER(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
SAN JOAQUIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,0,54,0,0,0,54,54
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,6,6,15,17,21,23,44
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,22,11,2,2,24,13,37
SAN JULIAN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,31,93,99,67,130,160,290
SAN LORENZO(PND),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,5,4,27,18,32,22,54
SAN LORENZO(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,11,4,4,4,15,8,23
SAN LUCAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,3,5,0,6,3,9
SAN MATIAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,9,15,0,0,9,15,24
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,18,11,0,3,18,14,32
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,11,0,1,2,12,2,14
SAN PEDRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,4,0,0,1,4,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2019-01-01,1,28,5,4,6,32,38
