,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-01-01,1,11,0,0,1,11,12
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-01-01,1,5,1,0,2,5,7
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-01-01,0,3,0,0,0,3,3
TOMINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-01-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-01-01,3,3,0,0,3,3,6
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-01-01,1,1,0,1,1,2,3
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-01-01,4,1,0,0,4,1,5
YOTALA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-01-01,1,0,0,0,1,0,1
ARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,0,0,31,1,31,1,32
BATALLAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,0,3,0,0,0,3,3
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,2,2,0,0,2,2,4
CHUA COCANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,0,0,2,1,2,1,3
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,0,7,0,0,0,7,7
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,3,6,8,6,11,12,23
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,5,2,0,0,5,2,7
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,3,1,0,0,3,1,4
PALOS BLANCOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,0,0,0,2,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,1,6,0,0,1,6,7
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,1,5,1,0,2,5,7
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,2,6,0,0,2,6,8
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,4,4,0,0,4,4,8
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,0,1,0,1,0,2,2
VILLA MONTES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-02-01,3,0,0,0,3,0,3
ACHACACHI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,3,1,0,0,3,1,4
ARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,0,0,1,0,1,0,1
BATALLAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,0,4,7,0,7,4,11
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,6,22,2,0,8,22,30
GUTIERREZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,5,4,0,0,5,4,9
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,13,18,0,3,13,21,34
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,13,11,0,0,13,11,24
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,3,3,0,0,3,3,6
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,0,0,21,105,21,105,126
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,0,0,0,1,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,2,0,0,0,2,0,2
SAN MATIAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,1,0,1,4,2,4,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,12,11,0,0,12,11,23
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,0,0,1,4,1,4,5
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,2,1,9,24,11,25,36
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,6,15,52,75,58,90,148
VILLA MONTES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-03-01,4,1,0,0,4,1,5
ALTO BENI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,0,14,0,14,0,14
BATALLAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,2,1,0,0,2,1,3
CARACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,0,0,1,0,1,1
CARIPUYO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,2,0,0,0,2,2
CKOCHAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,0,6,6,6,6,12
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,5,5,0,0,5,5,10
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,1,41,2,41,3,44
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,1,0,1,1,2,1,3
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,0,5,6,5,6,11
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,8,29,0,0,8,29,37
EL VILLAR,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,1,3,0,0,1,3,4
IXIAMAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,1,0,0,1,1,1,2
JESUS DE MACHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,6,4,0,0,6,4,10
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,3,7,3,6,6,13,19
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,0,31,34,31,34,65
LURIBAY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,2,6,8,5,10,11,21
MECAPACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,4,2,0,0,4,2,6
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,11,15,0,0,11,15,26
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,2,0,0,0,2,0,2
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,1,1,3,6,4,7,11
PUERTO SILES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,2,0,0,0,2,0,2
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,5,7,0,1,5,8,13
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,6,5,3,5,9,10,19
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,6,1,1,0,7,1,8
SAN MATIAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,7,0,0,0,7,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,4,9,0,0,4,9,13
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,2,0,5,6,7,6,13
TOMAVE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,0,2,4,2,4,6
TOMINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,1,0,0,3,1,3,4
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,8,6,1,0,9,6,15
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,7,6,0,0,7,6,13
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,0,0,1,0,1,1
VILLA SERRANO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,10,0,0,0,10,10
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-04-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,5,0,0,0,5,0,5
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,2,1,0,0,2,1,3
COLQUECHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,0,2,3,2,3,5
COLQUENCHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,3,0,0,0,3,0,3
COTAGAITA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,39,153,0,1,39,154,193
INQUISIVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,6,7,0,1,6,8,14
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,0,1,1,1,1,2
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,4,2,0,0,4,2,6
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,1,1,0,0,1,1,2
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,3,2,0,0,3,2,5
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,1,1,2,0,3,1,4
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,4,4,0,0,4,4,8
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,2,2,4,2,6,8
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,8,8,27,75,35,83,118
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,16,7,0,0,16,7,23
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,1,0,0,0,1,1
VILLA RIVERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,3,9,0,0,3,9,12
WARNES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-05-01,2,0,0,0,2,0,2
BAURES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,0,1,0,0,0,1,1
BOLPEBRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,0,0,0,1,0,1,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,0,2,0,0,0,2,2
COLQUENCHA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,26,30,8,48,34,78,112
INQUISIVI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,1,1,0,0,1,1,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,9,9,20,18,29,27,56
MONTEAGUDO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,5,1,0,0,5,1,6
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,0,0,3,5,3,5,8
PUNATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,1,4,0,0,1,4,5
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,2,1,1,2,3,3,6
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,2,13,0,0,2,13,15
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,1,3,0,0,1,3,4
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-06-01,2,3,0,0,2,3,5
ACHOCALLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,3,0,0,1,3,4
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,0,0,0,1,0,1
CARIPUYO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,0,0,0,1,0,1
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,1,0,0,1,1,2
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,4,0,0,1,4,5
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,0,4,2,4,2,6
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,30,23,0,0,30,23,53
EL PUENTE(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,0,1,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,47,12,0,0,47,12,59
MACHACAMARCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,5,3,0,0,5,3,8
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,3,0,0,0,3,3
POCONA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,1,0,0,1,1,2
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,6,0,0,0,6,6
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,6,13,0,0,6,13,19
SAN MATIAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,3,0,0,1,3,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,2,21,0,0,2,21,23
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,3,1,1,1,4,5
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,7,16,0,0,7,16,23
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,1,0,0,1,1,2
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,1,0,0,1,1,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-07-01,1,1,0,0,1,1,2
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,1,1,0,0,1,1,2
CARIPUYO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,2,8,0,0,2,8,10
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,2,4,0,0,2,4,6
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,132,175,0,5,132,180,312
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,7,5,1,1,8,6,14
MONTEAGUDO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,0,4,0,0,0,4,4
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,0,1,0,1,0,2,2
SAN JAVIER(STC),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,0,4,0,0,0,4,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,3,11,0,0,3,11,14
SANTUARIO DE QUILLACAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,0,2,0,0,0,2,2
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,3,2,34,135,37,137,174
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,0,2,0,0,0,2,2
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-08-01,3,3,0,0,3,3,6
ANDAMARCA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,1,0,0,0,1,0,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,2,0,0,0,2,0,2
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,1,1,0,0,1,1,2
CHUA COCANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2019-09-01,3,4,0,0,3,4,7
