,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,0,0,1,0,1,1
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,7,0,14,0,21,21
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,79,0,0,0,79,79
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,0,0,1,0,1,1
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,0,0,4,0,4,4
SAN BUENA VENTURA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,0,0,11,0,11,11
SANTIAGO DE HUARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,0,0,3,0,3,3
SIPE SIPE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,4,0,0,0,4,4
TEOPONTE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,1,0,1,0,2,2
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,0,0,3,0,3,3
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,2,0,0,0,2,2
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,2,0,3,0,5,5
YAMPARAEZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,0,0,2,0,2,2
YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-01-01,0,0,0,2,0,2,2
APOLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,18,0,18,18
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,13,0,0,0,13,13
BELLA FLOR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,1,0,1,1
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,1,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,1,0,1,1
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,2,0,8,0,10,10
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,24,0,1,0,25,25
COPACABANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,3,0,3,3
COTAGAITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,2,0,2,2
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,9,0,5,0,14,14
EL PUENTE(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,3,0,3,3
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,3,0,3,3
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,3,0,3,3
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,5,0,5,5
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,4,0,4,4
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,3,0,9,0,12,12
MACHARETI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,4,0,3,0,7,7
MAGDALENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,3,0,3,3
MOJOCOYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,3,0,3,3
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,6,0,6,6
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,1,0,2,0,3,3
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,9,0,4,0,13,13
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,3,0,3,3
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,75,0,75,75
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,75,0,75,75
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,2,0,3,0,5,5
SAN JAVIER(BNI),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,2,0,2,2
SAN JOAQUIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,59,0,0,0,59,59
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,11,0,11,11
SAN PEDRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,12,0,12,12
SAN PEDRO DE TIQUINA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,1,0,1,1
SAN PEDRO(PND),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,4,0,46,0,50,50
SOPACHUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,12,0,12,12
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,56,0,56,56
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,9,0,9,9
TOLATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,12,0,12,12
TORO TORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,5,0,5,5
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,1,0,7,0,8,8
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,1,0,7,0,8,8
UNCIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,5,0,5,5
VITICHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,3,0,0,0,3,3
YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-02-01,0,0,0,3,0,3,3
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,3,0,3,3
ARAMPAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,6,0,6,6
ARBIETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
AZURDUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,6,0,6,6
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,4,0,4,4
"CAIZA ""D""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,1,0,2,2
CARAPARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,0,0,1,1
CHIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,9,0,9,9
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,4,0,4,4
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,18,0,18,18
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,34,0,44,0,78,78
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,2,0,3,0,5,5
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,2,0,0,0,2,2
COLLANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,4,0,4,4
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,5,0,5,5
COPACABANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
CORIPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,7,0,7,7
COTAGAITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,4,0,0,0,4,4
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,13,0,52,0,65,65
EL PUENTE(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,3,0,1,0,4,4
HUACARETA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,15,0,15,15
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,0,0,1,1
INQUISIVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,4,0,4,4
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,20,0,53,0,73,73
LORETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
MACHARETI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,4,0,5,5
MOCOMOCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
MOROCHATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,3,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,11,0,4,0,15,15
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
PADCAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
PAMPA GRANDE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,7,0,7,7
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,0,0,1,1
PATACAMAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,333,0,333,333
POCONA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,1,0,2,2
POOPO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,10,0,0,0,10,10
PORVENIR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,3,0,18,0,21,21
PUERTO GONZALO MORENO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,3,0,3,3
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,9,0,9,9
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,7,0,7,7
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,2,0,10,0,12,12
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,64,0,64,64
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,20,0,20,20
SALINAS DE GARCI MENDOZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,9,0,3,0,12,12
SAN BUENA VENTURA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
SAN JAVIER(BNI),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,13,0,13,13
SAN JUAN DE YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,7,0,7,7
SANTA ANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,3,0,1,0,4,4
SANTIAGO DE CALLAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
SANTIAGO DE HUATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
SOPACHUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
TACOPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
TAHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,1,0,1,0,2,2
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,2,0,2,0,4,4
URIONDO (A. CONCEPCION),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,3,0,40,0,43,43
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-03-01,0,0,0,2,0,2,2
ALTO BENI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
ANCORAIMES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,3,0,3,3
ARAMPAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,5,0,5,5
BAURES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,2,0,0,0,2,2
BELLA FLOR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,3,0,3,3
CAIROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,7,0,11,0,18,18
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,6,0,6,6
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,3,0,6,0,9,9
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,3,0,45,0,48,48
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,10,0,0,0,10,10
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,13,0,13,13
COLQUENCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,20,0,65,0,85,85
ESCOMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,3,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
INGAVI (HUMAITA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,4,0,0,0,4,4
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,23,0,62,0,85,85
LLICA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,2,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,1,0,1,0,2,2
NAZACARA DE PACAJES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,1,0,0,0,1,1
PALCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,3,0,3,3
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,2,0,4,0,6,6
PATACAMAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,2,0,0,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,2,0,4,0,6,6
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,1,0,0,0,1,1
SAMAIPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,2,0,2,2
SANTIAGO DE CALLAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,2,0,2,2
SICA SICA (VILLA AROMA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,5,0,5,5
TARATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,29,0,29,29
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,2,0,2,2
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,1,0,6,0,7,7
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,7,0,7,7
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2019-04-01,0,0,0,37,0,37,37
