,group,variable,month,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CABEZAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,1,6,1,7,8
CALAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
CAMARGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,2,4,2,6,8
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,7,9,1,1,8,10,18
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,3,7,3,9,12
CARACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,3,3,0,0,3,3,6
CARAPARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
CARIPUYO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,2,0,5,5
CHARAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,1,0,2,2
CHAYANTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
CHIMORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,3,3,2,5,5,10
CHUMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,1,0,2,2
CKOCHAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,3,2,0,0,3,2,5
CLIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,3,3,1,7,4,10,14
COBIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,4,14,2,0,6,14,20
COCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,5,2,19,2,24,26
COCHABAMBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,73,150,5,21,78,171,249
COLCAPIRHUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,11,10,18,11,29,40
"COLCHA ""K""",otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,2,0,2,2
COLOMI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,4,0,0,2,4,6
COLPA BELGICA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
COLQUECHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
COLQUIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,0,1,3,2,3,5
CORIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
COTOCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,16,0,4,2,20,22
CUATRO CAÑADAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,8,15,8,16,24
CUEVO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
CULPINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
EL ALTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,42,295,47,70,89,365,454
EL PUENTE(TJA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,183,113,55,22,238,135,373
EL VILLAR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,2,1,0,2,2,4
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,144,165,2,1,146,166,312
ESCOMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,7,0,0,0,7,7
FILADELFIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,1,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,1,0,3,3
GUANAY,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,3,7,0,0,3,7,10
GUAYARAMERIN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,2,1,0,2,2,4
HUACARETA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,4,4,2,2,6,6,12
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,2,0,0,2,2,4
HUARINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,0,1,0,1
HUATAJATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,4,0,0,2,4,6
HUMANATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,1,0,2,2
INQUISIVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
IXIAMAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,0,0,0,2,0,2
JESUS DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,1,6,1,7,8
LA ASUNTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,1,0,1,2,2,4
LA GUARDIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,51,57,302,362,353,419,772
LA PAZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,19,150,69,35,88,185,273
LAGUNILLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,5,2,0,0,5,2,7
LAJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,6,0,0,2,6,8
LLALLAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,27,13,27,17,44
LORETO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
MACHARETI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,5,1,1,0,6,1,7
MAGDALENA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,3,3,1,0,4,3,7
MAIRANA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
MAPIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,3,0,0,1,3,4
MIZQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,1,4,1,8,9
MOCOMOCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,3,0,3,3
MONTEAGUDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,7,6,0,4,7,10,17
MONTERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,31,0,6,0,37,37
MORO MORO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,1,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,0,1,0,2,0,2
OKINAWA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
OMEREQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,3,1,2,1,5,6
ORURO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,12,27,1,4,13,31,44
PADILLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,2,2,0,3,2,5
PAILON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,6,5,8,4,14,9,23
PALCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
PAMPA GRANDE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,3,7,3,7,10
PASORAPA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,3,0,3,4,6,4,10
PELECHUCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,6,0,6,6
POCONA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
PORONGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,7,2,0,9,7,11,18
PORTACHUELO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,0,1,1,2
PORVENIR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,18,13,5,14,23,37
PUCARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,1,0,1,1,2
PUERTO VILLARROEL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,3,16,3,6,6,22,28
PUNATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,1,1,1,2,2,4
QUILLACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,6,14,60,35,66,49,115
QUIME,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,1,1,2,3
RIBERALTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,12,0,0,0,12,12
ROBORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
RURRENABAQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,5,17,1,11,6,28,34
SACACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,0,0,0,2,0,2
SAMAIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,3,10,0,1,3,11,14
SAN ANDRES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,1,2,1,3,4
SAN ANDRES DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,11,0,12,12
SAN BENITO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,1,1,1,2
SAN CARLOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,5,16,0,0,5,16,21
SAN IGNACIO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,2,1,1,2,3,5
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,8,21,0,2,8,23,31
SAN JAVIER(BNI),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,6,4,6,4,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,2,4,3,5,5,10
SAN JUAN DE YAPACANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,0,5,7,6,7,13
SAN JULIAN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,3,5,12,7,15,22
SAN LORENZO(TJA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
SAN LUCAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,6,0,1,1,7,8
SAN PEDRO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,6,17,6,17,23
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,160,266,7,46,167,312,479
SANTA ROSA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,2,1,1,3,3,6
SANTIAGO DE HUATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,3,0,0,2,3,5
SHINAOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,9,1,8,3,17,20
SIPE SIPE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,5,14,0,6,5,20,25
SOPACHUY,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
SORACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,0,0,3,3
SORATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,3,0,5,0,8,8
SUCRE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,25,33,6,15,31,48,79
TAPACARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,5,0,1,0,6,6
TARABUCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,1,13,1,17,18
TARACO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,0,0,0,1,0,1
TARATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,32,1,1,3,33,36
TARIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,9,13,2,6,11,19,30
TARVITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,5,9,0,10,5,15
TIAHUANACU,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,0,0,4,4
TIQUIPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,2,8,2,12,14
TIRAQUE (CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,3,1,3,4
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,1,0,3,3
TOLATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,2,0,4,4
TOMINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,1,0,3,3
TOTORA(CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,2,0,0,0,2,2
TRIGAL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,4,21,0,8,4,29,33
TUPIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,0,13,0,17,17
URUBICHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,2,0,2,2
VALLEGRANDE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,5,0,0,0,5,5
VIACHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,5,0,3,0,8,8
VILA VILA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,0,6,0,6,6
VILLA CHARCAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,1,5,1,5,6
VILLA MONTES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,12,1,1,0,13,1,14
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,0,2,3,2,3,5
VILLA RIVERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,1,0,2,2
VILLA SERRANO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,2,5,1,1,3,6,9
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,2,0,0,1,2,3
VILLAZON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,15,0,0,1,15,16
VINTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,4,1,4,1,8,9
WARNES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,8,25,28,10,36,35,71
YACUIBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,8,3,0,3,8,6,14
YANACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,7,7,13,12,20,19,39
YOTALA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,0,1,0,1,0,2,2
ZUDAÑEZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-01-01,1,1,0,4,1,5,6
ACACIO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,1,4,10,4,11,15
ACHOCALLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,3,0,0,0,3,3
AIQUILE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,5,0,3,6,8,6,14
ALTO BENI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,1,0,0,0,1,1
ANCORAIMES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,2,1,0,1,2,3
ANDAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,1,0,1,0,1
ANZALDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,0,1,0,1,1
ARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,19,0,2,0,21,21
ARBIETO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,3,5,7,5,10,15
ARQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,2,3,1,0,3,3,6
ASCENCION DE GUARAYOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,13,0,1,0,14,14
ATOCHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,0,1,0,1,1
AUCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,1,0,1,0,1
AYATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,3,0,0,0,3,3
AYO AYO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,0,3,0,3,3
BAURES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,4,0,0,0,4,4
BELEN DE ANDAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,1,1,1,1,2
BELLA FLOR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,1,0,0,0,1,1
BETANZOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,1,4,1,4,5
BOLIVAR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,0,5,0,5,5
BOLPEBRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,1,1,0,0,1,1,2
BUENA VISTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,1,13,12,39,13,52,65
CABEZAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,1,0,21,32,22,32,54
CAMARGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,5,0,2,0,7,7
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,0,2,0,2,2
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,4,2,59,2,63,4,67
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,6,10,33,10,39,49
CARACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,1,0,1,5,2,5,7
CARANAVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,1,1,0,4,1,5,6
CARAPARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,5,4,0,0,5,4,9
CARIPUYO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,5,0,5,0,5
CHACARILLA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,0,0,10,0,10,10
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,1,10,1,10,2,12
CHARAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,1,4,3,4,4,8,12
CHIMORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,3,1,0,1,3,4
CHIPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,2,1,2,6,4,7,11
CHOQUE COTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2019-02-01,0,2,0,0,0,2,2
