,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,16,0,44,1,7,0,0,0,69
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,4,0,20,2,6,1,0,0,34
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,1,2,1,0,0,0,0,7
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,1,0,0,0,0,0,1
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,2,0,1,0,1,0,0,0,6
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,7,0,25,0,3,0,0,0,37
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,6,4,20,1,1,0,0,0,32
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,1,0,5,1,1,0,0,0,9
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,5,0,3,1,0,0,10
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,5,0,6,0,2,0,0,0,13
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,3,1,0,1,0,0,0,5
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,8,0,10,0,0,0,0,0,18
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,6,0,22,1,3,0,0,0,32
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,2,0,2,0,0,0,5
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,3,0,30,0,78,0,15,0,0,0,126
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,8,0,29,0,3,0,0,0,42
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,5,0,0,0,0,0,5
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,7,0,23,0,3,0,0,0,34
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,3,0,20,1,55,4,7,0,0,0,90
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,5,2,24,2,2,0,0,0,35
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,0,6,2,0,0,0,0,11
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,6,0,4,0,3,0,0,0,13
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,1,0,0,0,0,0,1
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,2,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,7,0,43,3,8,1,0,0,64
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,3,0,1,0,0,0,5
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,4,0,13,0,33,0,7,0,0,0,57
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,1,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,13,2,3,1,0,0,20
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,9,0,18,0,4,0,0,0,32
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,1,0,1,0,0,0,3
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,0,0,1,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,9,0,13,0,3,0,0,0,26
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,1,1,0,1,0,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,2,0,14,2,1,0,0,0,20
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,5,2,7,1,4,0,0,0,19
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,10,0,20,0,8,0,0,0,38
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,4,0,37,3,76,4,11,3,0,0,138
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,0,6,2,3,1,0,0,15
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,29,0,315,1,1138,2,341,0,1,0,1827
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,1,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,18,0,87,1,13,0,0,0,121
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,4,0,16,2,2,0,0,0,24
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,0,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,6,0,25,0,3,0,0,0,35
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,6,0,11,0,2,0,0,0,19
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,1,6,1,16,4,5,1,0,0,34
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,4,0,0,0,0,0,5
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,5,1,14,4,0,3,0,0,27
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,1,0,0,0,0,0,2
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,15,0,32,0,2,0,0,0,49
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,1,1,0,0,1,0,0,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,9,1,28,3,1,0,0,0,43
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,9,2,0,0,0,0,13
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,6,0,17,0,3,0,0,0,26
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,4,1,0,0,0,0,6
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,6,0,9,1,3,0,0,0,19
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,1,1,3,1,0,0,7
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,7,0,11,1,3,0,0,0,22
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,3,0,34,1,92,0,8,0,0,0,138
CRUZ DE MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,3,0,1,0,0,0,4
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,20,2,33,2,1,0,0,0,59
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,1,1,0,1,0,0,0,3
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,3,0,0,0,0,0,4
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,0,12,4,2,0,0,0,21
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,2,0,2,1,0,0,6
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,2,0,0,0,0,0,2
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,3,0,0,0,0,0,3
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,10,1,267,34,1323,85,263,16,0,0,1999
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,3,1,0,0,0,0,5
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,0,9,0,2,0,0,0,14
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,16,0,2,0,0,0,18
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,13,0,30,0,53,0,8,0,0,0,104
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,2,0,0,0,0,0,3
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,10,0,26,1,4,0,0,0,41
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,15,1,46,2,4,0,0,0,69
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,5,0,2,0,0,0,8
ESMERALDA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,2,0,0,0,0,0,3
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,6,0,1,0,0,0,7
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,0,1,0,0,0,0,0,4
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,1,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,5,0,0,0,0,0,6
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,0,0,4,0,0,0,0,0,6
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,12,0,21,0,2,0,0,0,35
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,2,0,6,2,0,0,0,0,11
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,7,0,14,1,1,0,0,0,23
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,4,0,2,3,1,0,0,0,10
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,7,0,32,14,63,0,16,1,0,0,133
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,13,1,7,0,2,0,0,0,23
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,4,1,5,1,1,1,0,0,13
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,1,4,3,0,0,0,0,9
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,2,0,1,0,0,0,4
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,6,0,38,0,2,0,0,0,46
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,2,0,3,0,1,0,0,0,8
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,3,0,0,0,0,0,4
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,1,0,1,0,0,0,3
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,4,0,0,0,0,0,5
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,3,1,1,0,0,0,5
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,4,0,2,0,0,0,6
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,0,9,0,3,0,0,0,15
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,2,8,6,4,1,0,0,22
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,0,0,0,0,0,0,1
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,1,5,1,4,0,0,0,14
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,10,2,13,0,3,0,0,0,28
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,10,0,13,0,1,0,0,0,26
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,5,0,10,0,0,0,0,0,15
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,15,0,64,3,9,0,0,0,92
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,6,0,57,0,108,0,22,0,0,0,193
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,11,0,188,0,1339,0,219,0,0,0,1757
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,0,7,0,1,0,0,0,11
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,15,0,15,1,3,1,0,0,36
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,2,2,0,0,0,0,5
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,0,0,0,0,0,0,2
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,17,0,47,1,8,1,0,0,75
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,1,0,1,0,0,0,3
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,1,0,4,0,0,0,0,0,6
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,0,6,0,1,0,0,0,10
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,4,0,1,0,0,0,5
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,4,0,5,0,1,0,0,0,11
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,2,0,17,0,1,0,0,0,21
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,6,0,16,0,1,0,0,0,24
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,1,0,1,0,0,0,0,2
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,6,0,23,0,0,1,0,0,31
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,3,1,16,0,4,1,0,0,26
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,14,0,26,0,2,1,0,0,43
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,5,0,12,0,1,0,0,0,19
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,0,1,2,0,2,1,0,0,8
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,4,0,1,0,0,0,7
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,15,0,34,2,12,0,0,0,65
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,3,0,51,3,142,6,22,0,0,0,227
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,2,3,0,0,0,0,0,0,0,5
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,1,2,0,4,0,0,0,10
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,4,0,1,0,0,0,7
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,0,0,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,2,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,10,0,3,1,0,0,14
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,5,0,16,0,2,0,0,0,23
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,12,0,1,0,0,0,14
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,3,1,110,5,537,8,130,0,1,0,795
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,4,0,16,0,4,0,0,0,25
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,4,0,10,0,0,1,0,0,15
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,6,0,8,0,48,0,9,0,0,0,71
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,10,1,20,0,1,0,0,0,33
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,3,0,18,0,30,0,9,2,0,0,62
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,2,0,4,0,1,0,0,0,8
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,3,0,2,0,2,0,0,0,8
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,1,4,0,3,0,0,0,9
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,1,0,1,0,0,0,0,0,3
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,10,0,9,0,4,0,0,0,23
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,4,0,1,0,0,0,7
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,13,0,0,0,0,0,15
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,1,8,2,2,2,0,0,16
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,2,1,3,0,3,0,0,0,10
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,4,0,3,0,1,0,0,0,9
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,6,0,2,0,0,0,10
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,5,0,20,0,0,0,0,0,26
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,9,2,2,1,0,0,16
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,4,0,2,0,0,0,0,0,8
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,13,0,11,0,26,0,0,0,0,0,50
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,3,0,5,0,1,0,0,0,11
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,1,0,0,0,0,0,1
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,7,0,97,17,632,5,385,1,0,0,1144
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,2,3,3,2,0,0,0,11
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,2,0,0,0,0,0,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,11,0,22,4,6,0,0,0,43
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,3,0,0,0,0,0,3
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,3,0,2,1,1,0,0,0,7
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,9,0,8,0,0,0,0,0,17
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,2,0,1,0,0,0,5
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,2,0,42,0,5,0,0,0,49
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,5,0,8,0,1,0,0,0,16
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,6,0,19,0,3,0,0,0,28
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,2,0,40,0,74,0,9,0,1,0,126
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,5,0,9,3,2,0,0,0,19
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,9,0,37,0,6,0,0,0,52
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,0,0,1,0,3,1,0,0,0,0,5
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2015-01-01,1,0,36,10,250,2,23,0,0,0,322
