,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
CALAMARCA,consultas prenatales,repetidas,2015-01-01,0,0,15,1,38,3,10,1,0,0,68
CAMARGO,consultas prenatales,repetidas,2015-01-01,0,0,21,1,65,4,12,1,0,0,104
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2015-01-01,0,0,1,1,8,4,1,0,0,0,15
CAMIRI,consultas prenatales,repetidas,2015-01-01,4,0,48,3,167,42,43,0,0,0,307
CAPINOTA,consultas prenatales,repetidas,2015-01-01,3,0,36,0,133,1,28,1,0,0,202
CAQUIAVIRI,consultas prenatales,repetidas,2015-01-01,0,0,7,0,25,0,3,0,0,0,35
CARACOLLO,consultas prenatales,repetidas,2015-01-01,1,0,30,1,68,3,2,0,0,0,105
CARANAVI,consultas prenatales,repetidas,2015-01-01,0,0,108,1,249,2,44,0,0,0,404
CARAPARI,consultas prenatales,repetidas,2015-01-01,0,0,23,1,69,6,7,1,0,0,107
CARIPUYO,consultas prenatales,repetidas,2015-01-01,0,0,3,3,9,11,4,4,0,0,34
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2015-01-01,0,0,10,0,23,0,4,0,0,0,37
CATACORA,consultas prenatales,repetidas,2015-01-01,0,0,0,0,2,0,0,0,0,0,2
CHACARILLA,consultas prenatales,repetidas,2015-01-01,0,0,0,0,3,0,0,0,0,0,3
CHALLAPATA,consultas prenatales,repetidas,2015-01-01,5,0,55,4,155,14,18,6,4,0,261
CHAQUI,consultas prenatales,repetidas,2015-01-01,0,0,9,2,22,4,4,2,0,0,43
CHARAGUA,consultas prenatales,repetidas,2015-01-01,4,0,40,1,130,2,15,0,0,0,192
CHARAÑA,consultas prenatales,repetidas,2015-01-01,0,0,1,0,8,1,3,0,0,0,13
CHAYANTA,consultas prenatales,repetidas,2015-01-01,2,0,10,6,40,9,5,3,0,0,75
CHIMORE,consultas prenatales,repetidas,2015-01-01,0,0,31,0,72,0,10,0,0,0,113
CHIPAYA,consultas prenatales,repetidas,2015-01-01,0,0,3,0,4,0,4,0,0,0,11
CHOQUE COTA,consultas prenatales,repetidas,2015-01-01,0,0,0,0,2,0,0,0,0,0,2
CHUA COCANI,consultas prenatales,repetidas,2015-01-01,0,0,1,0,4,0,0,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2015-01-01,0,0,26,1,112,0,29,0,0,0,168
CHUMA,consultas prenatales,repetidas,2015-01-01,0,0,3,1,8,1,1,2,0,0,16
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2015-01-01,0,0,4,0,13,1,8,0,0,0,26
CKOCHAS,consultas prenatales,repetidas,2015-01-01,1,0,5,2,23,5,13,1,0,0,50
CLIZA,consultas prenatales,repetidas,2015-01-01,5,0,28,0,101,0,28,0,0,0,162
COBIJA,consultas prenatales,repetidas,2015-01-01,13,0,156,19,404,9,54,0,0,0,655
COCAPATA,consultas prenatales,repetidas,2015-01-01,0,0,7,1,13,6,9,4,0,0,40
COCHABAMBA,consultas prenatales,repetidas,2015-01-01,61,0,851,5,4680,15,1163,3,0,0,6778
COIPASA,consultas prenatales,repetidas,2015-01-01,0,0,0,0,2,0,0,0,0,0,2
COLCAPIRHUA,consultas prenatales,repetidas,2015-01-01,2,0,57,0,416,1,39,0,0,0,515
"COLCHA ""K""",consultas prenatales,repetidas,2015-01-01,0,0,15,1,45,1,6,0,0,0,68
COLLANA,consultas prenatales,repetidas,2015-01-01,0,0,2,0,2,0,1,0,0,0,5
COLOMI,consultas prenatales,repetidas,2015-01-01,6,0,28,0,86,1,7,0,0,0,128
COLPA BELGICA,consultas prenatales,repetidas,2015-01-01,0,0,13,0,34,0,4,0,0,0,51
COLQUECHACA,consultas prenatales,repetidas,2015-01-01,1,0,33,4,83,20,27,7,0,0,175
COLQUENCHA,consultas prenatales,repetidas,2015-01-01,0,0,15,1,42,1,4,0,0,0,63
COLQUIRI,consultas prenatales,repetidas,2015-01-01,0,0,11,0,41,10,7,5,0,0,74
COMANCHE,consultas prenatales,repetidas,2015-01-01,0,0,2,0,5,0,4,0,0,0,11
COMARAPA,consultas prenatales,repetidas,2015-01-01,2,0,35,0,95,0,15,0,0,0,147
COMBAYA,consultas prenatales,repetidas,2015-01-01,0,0,0,0,2,2,1,0,0,0,5
CONCEPCION,consultas prenatales,repetidas,2015-01-01,2,0,39,2,86,5,13,0,0,0,147
COPACABANA,consultas prenatales,repetidas,2015-01-01,0,0,7,0,47,2,0,0,0,0,56
CORIPATA,consultas prenatales,repetidas,2015-01-01,0,0,22,0,82,0,13,0,0,0,117
CORO CORO,consultas prenatales,repetidas,2015-01-01,0,0,3,1,12,1,6,1,0,0,24
COROICO,consultas prenatales,repetidas,2015-01-01,0,0,36,0,84,4,20,3,0,0,147
CORQUE,consultas prenatales,repetidas,2015-01-01,0,1,6,2,11,3,3,1,0,0,27
COTAGAITA,consultas prenatales,repetidas,2015-01-01,2,0,21,3,59,2,13,3,0,0,103
COTOCA,consultas prenatales,repetidas,2015-01-01,11,0,111,0,269,0,31,0,0,0,422
CRUZ DE MACHACAMARCA,consultas prenatales,repetidas,2015-01-01,0,0,0,0,0,0,1,0,0,0,1
CUATRO CAÑADAS,consultas prenatales,repetidas,2015-01-01,2,0,39,1,79,2,17,0,0,0,140
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2015-01-01,0,0,3,0,5,0,0,0,0,0,8
CUEVO,consultas prenatales,repetidas,2015-01-01,0,0,9,1,6,3,1,0,0,0,20
CULPINA,consultas prenatales,repetidas,2015-01-01,1,1,29,3,54,5,12,4,0,0,109
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2015-01-01,0,0,10,0,16,0,4,0,0,0,30
CURVA,consultas prenatales,repetidas,2015-01-01,0,0,0,0,4,0,0,0,0,0,4
DESAGUADERO,consultas prenatales,repetidas,2015-01-01,0,0,10,0,21,1,1,0,0,0,33
EL ALTO,consultas prenatales,repetidas,2015-01-01,17,1,882,67,4520,339,705,33,1,0,6565
EL CHORO,consultas prenatales,repetidas,2015-01-01,0,1,1,3,9,9,4,2,0,0,29
EL PUENTE(STC),consultas prenatales,repetidas,2015-01-01,0,0,14,0,35,0,6,0,0,0,55
EL PUENTE(TJA),consultas prenatales,repetidas,2015-01-01,1,0,11,1,42,4,7,2,0,0,68
EL TORNO,consultas prenatales,repetidas,2015-01-01,36,0,99,0,248,1,44,0,0,0,428
EL VILLAR,consultas prenatales,repetidas,2015-01-01,0,0,8,2,12,0,3,0,0,0,25
ENTRE RIOS TRJ,consultas prenatales,repetidas,2015-01-01,1,0,43,2,91,6,21,3,0,0,167
ENTRE RIOS CBBA,consultas prenatales,repetidas,2015-01-01,6,0,87,1,168,0,24,0,0,0,286
ESCOMA,consultas prenatales,repetidas,2015-01-01,0,0,7,0,24,0,1,0,0,0,32
ESMERALDA,consultas prenatales,repetidas,2015-01-01,0,0,1,0,1,0,0,0,0,0,2
EUCALIPTUS,consultas prenatales,repetidas,2015-01-01,0,0,5,0,21,0,5,0,0,0,31
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2015-01-01,0,0,2,0,7,0,0,0,0,0,9
EXALTACION,consultas prenatales,repetidas,2015-01-01,0,0,3,0,6,0,1,0,0,0,10
FERNANDEZ ALONSO,consultas prenatales,repetidas,2015-01-01,0,0,22,0,64,2,16,0,0,0,104
FILADELFIA,consultas prenatales,repetidas,2015-01-01,4,0,10,0,16,0,1,0,0,0,31
GENERAL SAAVEDRA,consultas prenatales,repetidas,2015-01-01,2,0,31,0,45,0,6,0,0,0,84
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2015-01-01,0,0,9,0,22,2,4,0,0,0,37
GUANAY,consultas prenatales,repetidas,2015-01-01,3,0,31,0,80,4,13,2,0,0,133
GUAQUI,consultas prenatales,repetidas,2015-01-01,0,0,4,0,18,2,3,1,0,0,28
GUAYARAMERIN,consultas prenatales,repetidas,2015-01-01,15,0,151,100,234,7,28,1,0,0,536
GUTIERREZ,consultas prenatales,repetidas,2015-01-01,1,0,9,1,35,8,5,2,0,0,61
HUACARETA,consultas prenatales,repetidas,2015-01-01,1,0,8,1,20,1,7,1,0,0,39
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2015-01-01,0,0,1,2,9,4,2,0,0,0,18
HUACHACALLA,consultas prenatales,repetidas,2015-01-01,0,0,2,0,10,0,4,0,0,0,16
HUANUNI,consultas prenatales,repetidas,2015-01-01,2,0,34,0,162,0,21,0,0,0,219
HUARACAJE,consultas prenatales,repetidas,2015-01-01,0,0,5,0,12,0,1,0,0,0,18
HUARINA,consultas prenatales,repetidas,2015-01-01,0,0,1,0,9,1,3,0,0,0,14
HUATAJATA,consultas prenatales,repetidas,2015-01-01,0,0,3,0,9,0,4,0,0,0,16
HUAYLLAMARCA,consultas prenatales,repetidas,2015-01-01,0,0,6,0,9,1,0,0,0,0,16
HUMANATA,consultas prenatales,repetidas,2015-01-01,0,0,5,0,4,1,0,1,0,0,11
ICHOCA,consultas prenatales,repetidas,2015-01-01,0,0,2,0,10,1,1,1,0,0,15
ICLA,consultas prenatales,repetidas,2015-01-01,0,0,4,2,14,4,6,3,0,0,33
INCAHUASI,consultas prenatales,repetidas,2015-01-01,1,0,9,21,11,11,2,7,0,0,62
INGAVI (HUMAITA),consultas prenatales,repetidas,2015-01-01,0,0,5,3,3,0,0,0,0,0,11
INQUISIVI,consultas prenatales,repetidas,2015-01-01,0,0,10,2,13,4,6,2,0,0,37
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2015-01-01,0,0,24,2,75,5,7,0,0,0,113
IXIAMAS,consultas prenatales,repetidas,2015-01-01,1,0,13,0,37,1,3,0,0,0,55
JESUS DE MACHACA,consultas prenatales,repetidas,2015-01-01,0,0,13,0,34,0,12,0,0,0,59
LA ASUNTA,consultas prenatales,repetidas,2015-01-01,6,0,72,3,196,9,36,2,0,0,324
LA GUARDIA,consultas prenatales,repetidas,2015-01-01,10,0,138,0,354,8,58,0,0,0,568
LA PAZ,consultas prenatales,repetidas,2015-01-01,45,0,672,0,5734,0,968,0,3,0,7422
LAGUNILLAS,consultas prenatales,repetidas,2015-01-01,1,0,11,3,22,5,4,1,0,0,47
LAJA,consultas prenatales,repetidas,2015-01-01,0,0,23,0,54,1,3,1,0,0,82
LAS CARRERAS,consultas prenatales,repetidas,2015-01-01,1,0,8,2,15,2,3,0,0,0,31
LICOMA PAMPA,consultas prenatales,repetidas,2015-01-01,0,0,4,0,8,0,3,0,0,0,15
LLALLAGUA,consultas prenatales,repetidas,2015-01-01,0,0,72,1,193,1,35,2,0,0,304
LLICA,consultas prenatales,repetidas,2015-01-01,0,0,4,3,18,1,0,0,0,0,26
LORETO,consultas prenatales,repetidas,2015-01-01,0,0,1,0,2,0,1,0,0,0,4
LURIBAY,consultas prenatales,repetidas,2015-01-01,0,0,6,1,18,0,5,1,0,1,32
MACHACAMARCA,consultas prenatales,repetidas,2015-01-01,0,0,4,0,13,0,0,0,0,0,17
MACHARETI,consultas prenatales,repetidas,2015-01-01,1,0,22,0,19,3,5,0,0,0,50
MAGDALENA,consultas prenatales,repetidas,2015-01-01,2,0,21,0,69,1,8,0,0,0,101
MAIRANA,consultas prenatales,repetidas,2015-01-01,3,0,22,0,62,3,9,0,0,0,99
MALLA,consultas prenatales,repetidas,2015-01-01,0,0,1,0,1,1,0,2,0,0,5
MAPIRI,consultas prenatales,repetidas,2015-01-01,0,0,21,0,92,3,16,1,0,0,133
MECAPACA,consultas prenatales,repetidas,2015-01-01,0,0,5,1,27,4,1,0,0,0,38
MINEROS,consultas prenatales,repetidas,2015-01-01,7,1,46,0,99,1,12,0,0,0,166
MIZQUE,consultas prenatales,repetidas,2015-01-01,3,0,23,0,60,2,11,0,0,0,99
MOCOMOCO,consultas prenatales,repetidas,2015-01-01,0,0,9,0,24,4,8,1,0,0,46
MOJINETE,consultas prenatales,repetidas,2015-01-01,0,0,1,0,0,1,0,0,0,0,2
MOJOCOYA,consultas prenatales,repetidas,2015-01-01,1,0,6,3,23,3,7,0,0,0,43
MONTEAGUDO,consultas prenatales,repetidas,2015-01-01,1,0,58,1,135,1,33,0,1,0,230
MONTERO,consultas prenatales,repetidas,2015-01-01,4,0,182,4,535,9,82,0,0,0,816
MORO MORO,consultas prenatales,repetidas,2015-01-01,2,3,4,1,0,0,0,0,0,0,10
MOROCHATA,consultas prenatales,repetidas,2015-01-01,1,0,11,0,21,6,13,0,0,0,52
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2015-01-01,0,0,2,0,5,1,1,0,0,0,9
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2015-01-01,0,0,1,0,9,2,0,0,0,0,12
OCURI,consultas prenatales,repetidas,2015-01-01,0,0,6,1,29,7,10,3,1,0,57
OKINAWA,consultas prenatales,repetidas,2015-01-01,2,0,36,0,61,0,8,0,0,0,107
OMEREQUE,consultas prenatales,repetidas,2015-01-01,0,0,6,1,14,1,1,0,0,0,23
ORURO,consultas prenatales,repetidas,2015-01-01,3,0,365,7,2209,13,355,1,3,0,2956
PADCAYA,consultas prenatales,repetidas,2015-01-01,1,0,24,1,69,3,7,0,0,0,105
PADILLA,consultas prenatales,repetidas,2015-01-01,1,0,12,2,30,7,7,0,0,0,59
PAILON,consultas prenatales,repetidas,2015-01-01,3,0,11,0,52,3,1,1,0,0,71
PALCA,consultas prenatales,repetidas,2015-01-01,1,0,18,1,61,1,7,1,0,0,90
PALOS BLANCOS,consultas prenatales,repetidas,2015-01-01,4,0,59,0,132,0,24,0,0,0,219
PAMPA AULLAGAS,consultas prenatales,repetidas,2015-01-01,0,0,5,0,11,0,3,1,0,0,20
PAMPA GRANDE,consultas prenatales,repetidas,2015-01-01,0,0,15,0,38,0,5,0,0,0,58
PAPEL PAMPA,consultas prenatales,repetidas,2015-01-01,0,0,3,0,13,11,3,0,0,0,30
PASORAPA,consultas prenatales,repetidas,2015-01-01,0,0,0,0,1,2,0,1,0,0,4
PATACAMAYA,consultas prenatales,repetidas,2015-01-01,0,0,21,0,55,1,8,1,0,0,86
PAZÑA,consultas prenatales,repetidas,2015-01-01,0,0,1,1,5,2,2,0,0,0,11
PELECHUCO,consultas prenatales,repetidas,2015-01-01,1,0,7,1,18,1,2,0,0,0,30
POCOATA,consultas prenatales,repetidas,2015-01-01,0,0,12,1,27,19,9,7,0,0,75
POCONA,consultas prenatales,repetidas,2015-01-01,2,0,8,0,29,2,2,0,0,0,43
POJO (CBBA),consultas prenatales,repetidas,2015-01-01,0,0,17,1,20,0,8,0,0,0,46
POOPO,consultas prenatales,repetidas,2015-01-01,0,0,6,0,19,0,1,0,0,0,26
PORCO,consultas prenatales,repetidas,2015-01-01,1,0,24,0,54,0,6,0,0,0,85
POROMA,consultas prenatales,repetidas,2015-01-01,0,0,8,19,19,15,10,2,0,0,73
PORONGO,consultas prenatales,repetidas,2015-01-01,1,0,14,0,28,4,1,0,0,0,48
PORTACHUELO,consultas prenatales,repetidas,2015-01-01,0,0,67,0,108,0,45,0,0,0,220
PORVENIR,consultas prenatales,repetidas,2015-01-01,2,0,14,0,22,0,4,0,0,0,42
POSTRER VALLE,consultas prenatales,repetidas,2015-01-01,0,0,1,0,3,0,0,0,0,0,4
POTOSI,consultas prenatales,repetidas,2015-01-01,4,0,337,5,1152,8,145,5,0,0,1656
PRESTO,consultas prenatales,repetidas,2015-01-01,1,1,4,1,13,8,5,10,0,0,43
PUCARA,consultas prenatales,repetidas,2015-01-01,0,0,0,1,2,0,0,0,0,0,3
PUCARANI,consultas prenatales,repetidas,2015-01-01,0,0,31,2,80,19,11,0,0,0,143
PUERTO ACOSTA,consultas prenatales,repetidas,2015-01-01,0,0,9,5,8,6,0,1,0,0,29
PUERTO CARABUCO,consultas prenatales,repetidas,2015-01-01,0,0,4,0,14,6,7,0,0,0,31
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2015-01-01,0,0,13,0,25,0,4,1,0,0,43
PUERTO PEREZ,consultas prenatales,repetidas,2015-01-01,0,0,7,2,10,6,0,1,0,0,26
PUERTO QUIJARRO,consultas prenatales,repetidas,2015-01-01,0,0,10,0,57,0,5,0,0,0,72
PUERTO RICO,consultas prenatales,repetidas,2015-01-01,2,0,15,3,28,0,5,0,0,0,53
PUERTO SILES,consultas prenatales,repetidas,2015-01-01,2,0,1,0,2,0,0,0,0,0,5
PUERTO SUAREZ,consultas prenatales,repetidas,2015-01-01,0,0,20,0,68,0,13,0,0,0,101
PUERTO VILLARROEL,consultas prenatales,repetidas,2015-01-01,7,0,131,0,300,0,36,0,1,0,475
PUNA,consultas prenatales,repetidas,2015-01-01,0,0,11,1,62,2,8,1,0,0,85
PUNATA,consultas prenatales,repetidas,2015-01-01,2,0,37,1,192,4,43,0,0,0,279
QUIABAYA,consultas prenatales,repetidas,2015-01-01,0,0,3,0,5,0,0,0,0,0,8
QUILLACOLLO,consultas prenatales,repetidas,2015-01-01,0,0,75,17,854,40,69,3,0,0,1058
QUIME,consultas prenatales,repetidas,2015-01-01,2,0,14,0,38,0,1,0,0,0,55
QUIRUSILLAS,consultas prenatales,repetidas,2015-01-01,0,0,3,0,5,0,0,0,0,0,8
RAVELO,consultas prenatales,repetidas,2015-01-01,0,0,6,0,22,4,8,3,0,0,43
REYES,consultas prenatales,repetidas,2015-01-01,2,0,17,0,55,2,8,0,0,0,84
RIBERALTA,consultas prenatales,repetidas,2015-01-01,35,0,255,1,659,17,73,0,0,0,1040
ROBORE,consultas prenatales,repetidas,2015-01-01,2,0,23,0,111,0,11,0,0,0,147
RURRENABAQUE,consultas prenatales,repetidas,2015-01-01,1,0,45,0,117,0,19,0,0,0,182
SABAYA,consultas prenatales,repetidas,2015-01-01,0,0,1,0,12,0,0,0,0,0,13
SACABA,consultas prenatales,repetidas,2015-01-01,6,0,243,2,866,4,169,2,0,0,1292
SACABAMBA,consultas prenatales,repetidas,2015-01-01,0,0,3,0,4,1,5,0,0,0,13
SACACA,consultas prenatales,repetidas,2015-01-01,1,0,15,1,61,14,11,1,0,0,104
SAIPINA,consultas prenatales,repetidas,2015-01-01,0,0,14,3,35,0,5,0,0,0,57
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2015-01-01,2,0,9,5,15,10,2,1,0,0,44
SAMAIPATA,consultas prenatales,repetidas,2015-01-01,1,0,10,0,29,0,3,0,0,0,43
SAN AGUSTIN,consultas prenatales,repetidas,2015-01-01,1,0,1,0,1,0,1,0,0,0,4
SAN ANDRES,consultas prenatales,repetidas,2015-01-01,1,0,14,0,32,0,5,0,0,0,52
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2015-01-01,0,0,2,1,3,4,3,1,0,0,14
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2015-01-01,0,0,1,0,6,0,0,0,0,0,7
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2015-01-01,0,0,5,5,17,5,1,3,0,0,36
SAN BENITO,consultas prenatales,repetidas,2015-01-01,1,0,17,1,46,0,11,1,0,0,77
SAN BORJA,consultas prenatales,repetidas,2015-01-01,8,0,72,0,122,1,37,0,0,0,240
SAN BUENA VENTURA,consultas prenatales,repetidas,2015-01-01,6,0,13,0,45,0,12,0,0,0,76
SAN CARLOS,consultas prenatales,repetidas,2015-01-01,1,0,51,0,99,0,12,0,0,0,163
SAN IGNACIO,consultas prenatales,repetidas,2015-01-01,2,0,32,0,106,0,19,0,0,0,159
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2015-01-01,5,1,102,3,240,16,30,1,0,0,398
SAN JAVIER(BNI),consultas prenatales,repetidas,2015-01-01,0,0,0,0,3,0,0,0,0,0,3
SAN JAVIER(STC),consultas prenatales,repetidas,2015-01-01,6,0,36,0,73,0,10,0,0,0,125
SAN JOAQUIN,consultas prenatales,repetidas,2015-01-01,5,0,15,0,24,0,5,0,0,0,49
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2015-01-01,3,0,30,0,113,0,12,0,0,0,158
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2015-01-01,1,0,14,0,33,1,1,0,0,0,50
SAN JULIAN,consultas prenatales,repetidas,2015-01-01,1,4,69,1,166,1,14,2,0,0,258
SAN LORENZO(PND),consultas prenatales,repetidas,2015-01-01,1,0,3,0,15,0,1,0,0,0,20
SAN LORENZO(TJA),consultas prenatales,repetidas,2015-01-01,2,1,5,1,16,1,3,0,0,0,29
SAN LUCAS,consultas prenatales,repetidas,2015-01-01,1,0,36,18,72,41,19,19,0,0,206
SAN MATIAS,consultas prenatales,repetidas,2015-01-01,3,0,20,0,57,0,5,0,0,0,85
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2015-01-01,3,0,15,0,47,0,5,1,0,0,71
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2015-01-01,0,0,2,0,0,1,0,0,0,0,3
SAN PEDRO,consultas prenatales,repetidas,2015-01-01,1,0,23,0,60,0,17,0,0,0,101
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2015-01-01,0,0,14,1,35,10,13,3,0,0,76
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2015-01-01,0,0,6,1,10,1,1,1,0,0,20
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2015-01-01,0,0,1,0,2,0,1,0,0,0,4
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2015-01-01,0,0,2,0,4,1,0,0,0,0,7
SAN PEDRO(PND),consultas prenatales,repetidas,2015-01-01,0,1,0,0,2,0,0,0,0,0,3
SAN RAFAEL,consultas prenatales,repetidas,2015-01-01,1,0,4,0,29,0,5,0,0,0,39
SAN RAMON BENI,consultas prenatales,repetidas,2015-01-01,3,0,8,0,29,0,0,0,0,0,40
SAN RAMON SCZ,consultas prenatales,repetidas,2015-01-01,2,0,15,0,60,0,0,0,0,0,77
SANTA ANA,consultas prenatales,repetidas,2015-01-01,2,0,40,0,119,1,17,0,0,0,179
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2015-01-01,178,15,2168,13,7749,24,1183,1,13,0,11344
SANTA ROSA,consultas prenatales,repetidas,2015-01-01,2,0,11,0,26,0,1,0,0,0,40
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2015-01-01,4,0,22,0,50,1,8,0,0,0,85
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2015-01-01,0,0,3,0,1,1,1,0,0,0,6
SANTIAGO DE HUARI,consultas prenatales,repetidas,2015-01-01,2,1,10,0,30,3,1,2,0,0,49
SANTIAGO DE HUATA,consultas prenatales,repetidas,2015-01-01,0,0,7,0,13,0,6,0,0,0,26
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2015-01-01,0,0,6,0,6,0,3,0,0,0,15
SANTIVAÑES,consultas prenatales,repetidas,2015-01-01,0,0,8,0,22,0,3,0,0,0,33
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2015-01-01,0,0,3,1,6,2,2,0,0,0,14
