,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,0,0,4,2,4,2
ORURO,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,1,0,0,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,2,1,4,2,6,3
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,1,0,1,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,1,0,3,1,4,1
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,0,1,2,2,2,3
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,1,0,0,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,3,0,2,0,5,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,3,0,0,0,3,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,6,0,2,0,8,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,1,0,1,1,2,1
TIPUANI,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,1,0,0,0,1,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,3,2,0,0,3,2
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,0,0,1,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,8,7,13,5,21,12
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2024-01-01,1,0,1,0,2,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,4,0,4,0,8,0
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,1,0,1,0,2,0
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,1,0,1,0,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,2,4,0,4,2,8
CAPINOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,1,0,1,0,2
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,7,1,0,0,7,1
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,2,0,0,0,2,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,0,2,0,2,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,3,1,0,1,3,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,0,1,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,1,0,0,0,1,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,2,2,1,2,3
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,5,0,0,0,5,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,1,0,0,0,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,3,0,3,0,6,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,3,5,2,1,5,6
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,1,0,0,0,1,0
ORURO,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,0,1,0,1,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,3,1,0,0,3,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,0,1,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,10,1,4,0,14,1
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,3,1,3,1,6,2
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,0,1,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,4,0,2,0,6,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,2,0,3,0,5,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,6,2,1,0,7,2
SAN JAVIER(STC),leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,3,0,0,0,3,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,1,1,0,0,1,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,1,0,1,0,2,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,2,0,0,0,2,0
TIPUANI,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,0,0,1,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,1,3,2,3,3,6
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2024-02-01,1,0,0,0,1,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,4,0,0,1,4
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,0,1,0,2,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,2,0,0,0,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,0,0,0,1,0
CAPINOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,0,0,1,0,1
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,3,3,7,1,10,4
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,3,1,2,0,5,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,0,0,0,1,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,9,2,6,0,15,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,0,0,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,7,0,12,0,19,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,1,0,1,1,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,0,0,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,1,5,1,6,2
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,4,0,0,0,4,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,0,0,1,0,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,0,2,0,2,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,10,8,4,7,14,15
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,0,1,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,0,1,0,2,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,2,1,4,1,6,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,6,0,0,0,6,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,1,0,1,0,2
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,7,2,6,2,13,4
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,0,1,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,0,3,0,3,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,1,1,0,2,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,3,2,6,3,9,5
SAN JAVIER(STC),leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,0,3,0,4,0
SANTA ANA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,0,0,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,1,0,2,0,3,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,0,2,0,2,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,16,7,5,4,21,11
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2024-03-01,0,0,1,0,1,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,0,1,4,1,4
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,0,0,2,0,2
BETANZOS,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,0,0,1,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,0,1,0,1,0
"CAIZA ""D""",leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,0,0,1,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,6,8,1,4,7,12
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,5,0,3,1,8,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,1,1,1,1,2
CHUMA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,1,0,2,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,4,2,7,5,11,7
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,0,1,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,3,0,4,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,1,2,2,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,0,1,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,1,0,2,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,1,5,0,6,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,2,0,1,1,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,3,5,10,5,13,10
ORURO,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,0,0,1,0
PADCAYA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,0,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,1,0,1,0,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,2,2,3,1,5,3
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,5,0,7,0,12,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,0,1,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,5,4,5,4,10,8
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,1,0,0,1,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,1,0,0,1,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,0,0,1,0,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,2,1,3,0,5,1
SAN JAVIER(STC),leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,0,1,0,1,0
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,1,1,2,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,1,1,0,2,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,2,0,0,0,2,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,2,0,0,0,2,0
VILLA RIVERO,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,8,4,17,5,25,9
VILLA VACA GUZMAN (MUYUPAMPA),leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,0,1,0,0,0,1
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,2,0,0,1,2
YAPACANI,leishmaniasis,tratamientos de leishmania cutanea,2024-04-01,1,1,0,0,1,1
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,3,0,0,2,3,2
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,1,0,2,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,1,0,0,0,1
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,4,4,7,3,11,7
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,1,5,0,5,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,1,0,0,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,7,0,6,0,13,0
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,1,0,2,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,1,0,0,0,1
COLCAPIRHUA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,13,0,0,0,13,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,0,0,1,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,1,0,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,1,2,0,2,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,0,0,1,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,4,3,4,2,8,5
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,0,0,1,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,9,4,12,7,21,11
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,0,0,1,0
MIZQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,0,0,1,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,0,2,0,2,0
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,6,3,2,1,8,4
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,0,4,0,4,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,0,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,4,4,3,4,7,8
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,2,1,2,1,4
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,0,1,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,1,0,0,0,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,2,1,3,1
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,1,0,0,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,2,0,1,0,3,0
VILLA RIVERO,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,0,1,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,5,2,4,3,9,5
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,0,0,2,0,2
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2024-05-01,0,1,0,0,0,1
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,2,0,2,0,4,0
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,1,1,0,1,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,1,1,1,2,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,2,0,1,0,3
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,5,2,0,0,5,2
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,5,3,5,3,10,6
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,1,0,2,0,3
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,3,3,0,1,3,4
CHUMA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,1,0,1,0,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,4,2,4,1,8,3
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,0,2,0,3,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,2,2,1,2,3,4
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,8,0,3,0,11,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,2,1,0,0,2,1
GRAL. J.J. PEREZ (CHARAZANI),leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,1,0,0,0,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,0,1,0,1,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,0,0,0,1,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,0,2,0,3,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,15,9,8,6,23,15
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,0,1,0,1,0
MIZQUE,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,0,1,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,0,2,0,3,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,1,0,0,0,1
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,2,1,6,2,8,3
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,0,1,0,2,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,0,1,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,14,2,7,0,21,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,0,0,1,0,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,0,0,0,1,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,2,0,0,1,2,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,3,0,1,0,4
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,0,1,0,2,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,0,1,0,1,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,0,0,0,1,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,0,1,0,1,0,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,4,4,3,2,7,6
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2024-06-01,1,0,1,0,2,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,0,1,1,1,1,2
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,3,0,3,0,6,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,0,2,1,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,2,1,3,1,5,2
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,8,6,1,1,9,7
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,1,1,0,2,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,5,4,3,1,8,5
CHUMA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,0,0,1,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,6,3,8,4,14,7
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,0,1,1,1
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,2,0,0,0,2,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,1,0,0,1,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,0,0,1,1,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,1,1,2,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,6,0,7,0,13,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,2,4,1,4,3,8
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,0,1,0,1,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,1,2,0,3,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,15,9,11,6,26,15
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,0,1,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,4,0,0,1,4
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,0,0,0,1,0,1
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,3,2,3,3,6,5
PUERTO CARABUCO,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,0,0,1,0
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,0,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,2,0,0,1,2
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,1,0,2,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,8,1,9,1,17,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,0,0,1,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,0,2,1,0,1,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,1,0,2,0
SAN JAVIER(STC),leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,2,0,1,0,3,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,0,0,0,2,0,2
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,0,1,1,0,1,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,2,0,2,0,4,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,2,1,0,0,2,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2024-07-01,5,1,6,1,11,2
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,0,0,1,0,1,0
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,0,0,1,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,0,0,1,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,1,1,0,2,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,0,0,1,0,1,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,3,0,0,0,3,0
CAPINOTA,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,1,0,1,0,2,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2024-08-01,3,6,4,2,7,8
