municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
COMARAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,186,186
COMBAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,22,22
COPACABANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,48,48
CORIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,118,118
CORO CORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,7,7
COROICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,2,2
CORQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,26,26
COTAGAITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,233,233
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,4,4
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,17,17
CUEVO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,20,20
CULPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,283,283
CURVA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,18,18
DESAGUADERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,22,22
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,363,363
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,64,64
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,57,57
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,139,139
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,43,43
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,50,50
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,300,300
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,371,371
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,53,53
ESMERALDA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,4,4
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,53,53
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,25,25
EXALTACION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,117,117
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,87,87
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,41,41
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,42,42
GUANAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,26,26
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,56,56
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,3,3
GUTIERREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,138,138
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,35,35
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,8,8
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,122,122
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,7,7
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,46,46
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,47,47
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,56,56
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,104,104
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,183,183
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,22,22
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,114,114
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,51,51
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,51,51
LA GUARDIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,64,64
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,609,609
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,2,2
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,10,10
LAJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,148,148
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,33,33
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,23,23
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,56,56
LORETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,3,3
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,33,33
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,48,48
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,41,41
MAGDALENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,6,6
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,131,131
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,34,34
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,89,89
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,11,11
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,396,396
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,149,149
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,12,12
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,96,96
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,399,399
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,206,206
MORO MORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,6,6
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,171,171
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,22,22
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,257,257
OMEREQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,7,7
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,2735,2735
PADCAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,29,29
PADILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,167,167
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,38,38
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,114,114
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,162,162
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,41,41
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,76,76
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,34,34
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,22,22
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,78,78
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,32,32
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,297,297
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,140,140
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,104,104
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,41,41
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,133,133
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,190,190
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,11,11
PORTACHUELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,73,73
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,3,3
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,2507,2507
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,127,127
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,13,13
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,75,75
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,105,105
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,106,106
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,62,62
PUERTO RICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,4,4
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,357,357
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,291,291
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,175,175
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,695,695
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,97,97
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,200,200
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,296,296
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,155,155
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,14,14
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,29,29
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,1554,1554
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,55,55
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,284,284
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,77,77
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,158,158
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,13,13
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,35,35
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,10,10
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,134,134
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,38,38
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,2,2
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,761,761
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,43,43
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,40,40
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,15,15
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,596,596
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,10,10
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,75,75
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,487,487
SAN MATIAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,87,87
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,18,18
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,133,133
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,461,461
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,46,46
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,52,52
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,7,7
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,4,4
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,89,89
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,14,14
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,1677,1677
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,194,194
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,50,50
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,37,37
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,39,39
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,60,60
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,63,63
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,95,95
SENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,55,55
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,57,57
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,60,60
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,61,61
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,106,106
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,126,126
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,28,28
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,3003,3003
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,10,10
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,16,16
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,136,136
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,128,128
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,15,15
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,373,373
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,25,25
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,54,54
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,142,142
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,1891,1891
TARVITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,203,203
TEOPONTE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,42,42
TIAWANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,135,135
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,86,86
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,84,84
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,266,266
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,45,45
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,4,4
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,60,60
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,4,4
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,95,95
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,33,33
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,149,149
TOMINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,128,128
TORO TORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,150,150
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,228,228
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,51,51
TRIGAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,4,4
TRINIDAD,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,396,396
TUPIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,941,941
TURCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,21,21
UMALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,25,25
UNCIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,228,228
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,126,126
URUBICHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,69,69
UYUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,265,265
VACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,133,133
VALLEGRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,165,165
VIACHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,239,239
VILA VILA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,32,32
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,36,36
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,130,130
VILLA SERRANO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,167,167
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,940,940
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2015-01-01,103,103
