municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
COLQUIRI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,40,40
COMANCHE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,5,5
COMARAPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,35,35
COMBAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,7,7
CONCEPCION,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,28,28
COPACABANA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,26,26
CORIPATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,30,30
CORO CORO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,14,14
COROICO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
CORQUE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,9,9
COTAGAITA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,26,26
COTOCA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,84,84
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,49,49
CUEVO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,12,12
CULPINA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,48,48
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,13,13
CURVA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,3,3
DESAGUADERO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,13,13
EL ALTO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,1660,1660
EL CHORO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
EL PUENTE(STC),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,22,22
EL PUENTE(TJA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,17,17
EL TORNO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,103,103
EL VILLAR,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,8,8
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,36,36
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,38,38
EUCALIPTUS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,11,11
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,2,2
EXALTACION,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,5,5
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,39,39
FILADELFIA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,8,8
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,12,12
GUAQUI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,11,11
GUAYARAMERIN,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,151,151
GUTIERREZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,28,28
HUACARETA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,19,19
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,5,5
HUACHACALLA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,2,2
HUANUNI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,37,37
HUARACAJE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
ICHOCA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,1,1
ICLA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,16,16
INCAHUASI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,65,65
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,2,2
INQUISIVI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,21,21
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,29,29
IXIAMAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,16,16
JESUS DE MACHACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,22,22
LA ASUNTA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,84,84
LA GUARDIA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,48,48
LA PAZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,1716,1716
LA RIVERA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,1,1
LAGUNILLAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,8,8
LAJA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,26,26
LAS CARRERAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,10,10
LICOMA PAMPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,4,4
LLALLAGUA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,59,59
LLICA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,5,5
LORETO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,8,8
LURIBAY,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,14,14
MACHARETI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,11,11
MAGDALENA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,15,15
MAIRANA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,22,22
MALLA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
MAPIRI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,35,35
MECAPACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,17,17
MINEROS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,36,36
MIZQUE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,44,44
MOCOMOCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,16,16
MOJINETE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,2,2
MOJOCOYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,14,14
MONTEAGUDO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,69,69
MONTERO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,231,231
MORO MORO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,3,3
MOROCHATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,51,51
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,3,3
NAZACARA DE PACAJES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,2,2
OCURI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,25,25
OKINAWA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,43,43
OMEREQUE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,14,14
ORURO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,328,328
PADCAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,33,33
PADILLA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,31,31
PAILON,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,54,54
PALCA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,7,7
PALOS BLANCOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,54,54
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,3,3
PAMPA GRANDE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,18,18
PAPEL PAMPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
PASORAPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
PATACAMAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,84,84
PAZÑA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
PELECHUCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,11,11
POCOATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,26,26
POCONA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,11,11
POJO (CBBA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,34,34
POOPO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,5,5
PORCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,13,13
POROMA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,16,16
PORONGO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,16,16
PORTACHUELO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,32,32
PORVENIR,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,19,19
POSTRER VALLE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,3,3
POTOSI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,323,323
PRESTO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,11,11
PUCARA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,2,2
PUCARANI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,38,38
PUERTO ACOSTA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,25,25
PUERTO CARABUCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,19,19
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,10,10
PUERTO PEREZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,9,9
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,29,29
PUERTO RICO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,12,12
PUERTO SILES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,3,3
PUERTO SUAREZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,12,12
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,199,199
PUNA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,32,32
PUNATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,48,48
QUIABAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,4,4
QUILLACOLLO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,255,255
QUIME,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,12,12
QUIRUSILLAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,1,1
RAVELO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,20,20
REYES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,11,11
RIBERALTA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,266,266
ROBORE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,25,25
RURRENABAQUE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,29,29
SABAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,3,3
SACABA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,339,339
SACABAMBA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,9,9
SACACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,25,25
SAIPINA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,11,11
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,18,18
SAMAIPATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,8,8
SAN AGUSTIN,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,1,1
SAN ANDRES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,19,19
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,3,3
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,12,12
SAN BENITO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,23,23
SAN BORJA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,111,111
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,34,34
SAN CARLOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,50,50
SAN IGNACIO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,64,64
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,97,97
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,5,5
SAN JAVIER(STC),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,51,51
SAN JOAQUIN,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,12,12
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,46,46
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,27,27
SAN JULIAN,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,84,84
SAN LORENZO(PND),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,16,16
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,45,45
SAN LUCAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,94,94
SAN MATIAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,29,29
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,28,28
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
SAN PEDRO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,24,24
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,24,24
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,7,7
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,8,8
SAN PEDRO(PND),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,1,1
SAN RAFAEL,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,3,3
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,27,27
SANTA ANA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,52,52
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,1969,1969
SANTA ROSA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,17,17
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,37,37
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,9,9
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,16,16
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,1,1
SANTIVAÑES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,8,8
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,6,6
SAPAHAQUI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,14,14
SENA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,20,20
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,36,36
SICAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,2,2
SIPE SIPE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,46,46
SOPACHUY,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,18,18
SORACACHI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,2,2
SORATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,8,8
SUCRE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,804,804
TACACOMA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,17,17
TACOBAMBA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,15,15
TACOPAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,18,18
TAPACARI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,69,69
TARABUCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,25,25
TARACO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,4,4
TARATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,11,11
TARIJA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,220,220
TARVITA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,28,28
TEOPONTE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,16,16
TIAWANACU,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2009-01-01,14,14
