,group,variable,month,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS FALCIPARUM,DE 5 AÑOS Y MÁS FALCIPARUM,TOTALES,TOTALES,TOTALES
COBIJA,malaria,de 5 anos y mas,2017-02-01,5,2,0,0,5,2,7
CONCEPCION,malaria,de 5 anos y mas,2017-02-01,13,9,0,0,13,9,22
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2017-02-01,1,1,0,0,1,1,2
FILADELFIA,malaria,de 5 anos y mas,2017-02-01,3,0,0,0,3,0,3
GUAYARAMERIN,malaria,de 5 anos y mas,2017-02-01,1,7,0,0,1,7,8
INGAVI (HUMAITA),malaria,de 5 anos y mas,2017-02-01,1,0,0,0,1,0,1
IXIAMAS,malaria,de 5 anos y mas,2017-02-01,8,3,0,0,8,3,11
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-02-01,17,4,0,0,17,4,21
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2017-02-01,1,0,0,0,1,0,1
PORVENIR,malaria,de 5 anos y mas,2017-02-01,3,2,0,0,3,2,5
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-02-01,6,5,0,0,6,5,11
PUERTO RICO,malaria,de 5 anos y mas,2017-02-01,5,3,0,0,5,3,8
RIBERALTA,malaria,de 5 anos y mas,2017-02-01,78,49,0,0,78,49,127
SAIPINA,malaria,de 5 anos y mas,2017-02-01,12,32,0,0,12,32,44
SAN BORJA,malaria,de 5 anos y mas,2017-02-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-02-01,19,9,0,0,19,9,28
SAN MATIAS,malaria,de 5 anos y mas,2017-02-01,47,14,0,0,47,14,61
SANTA ROSA,malaria,de 5 anos y mas,2017-02-01,3,3,0,0,3,3,6
SENA,malaria,de 5 anos y mas,2017-02-01,22,6,0,0,22,6,28
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2017-02-01,1,0,0,0,1,0,1
WARNES,malaria,de 5 anos y mas,2017-02-01,1,0,0,0,1,0,1
BELLA FLOR,malaria,de 5 anos y mas,2017-03-01,4,0,0,0,4,0,4
CARANAVI,malaria,de 5 anos y mas,2017-03-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2017-03-01,7,3,0,0,7,3,10
CONCEPCION,malaria,de 5 anos y mas,2017-03-01,20,26,0,0,20,26,46
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2017-03-01,0,3,0,0,0,3,3
FILADELFIA,malaria,de 5 anos y mas,2017-03-01,2,1,0,0,2,1,3
GUAYARAMERIN,malaria,de 5 anos y mas,2017-03-01,3,2,0,0,3,2,5
IXIAMAS,malaria,de 5 anos y mas,2017-03-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-03-01,8,5,0,0,8,5,13
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2017-03-01,1,0,0,0,1,0,1
PORVENIR,malaria,de 5 anos y mas,2017-03-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-03-01,6,2,0,0,6,2,8
PUERTO RICO,malaria,de 5 anos y mas,2017-03-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 5 anos y mas,2017-03-01,120,63,0,0,120,63,183
SAIPINA,malaria,de 5 anos y mas,2017-03-01,31,87,0,0,31,87,118
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-03-01,19,19,0,0,19,19,38
SAN MATIAS,malaria,de 5 anos y mas,2017-03-01,12,24,0,0,12,24,36
SAN PEDRO(PND),malaria,de 5 anos y mas,2017-03-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2017-03-01,2,0,0,0,2,0,2
SENA,malaria,de 5 anos y mas,2017-03-01,30,11,0,0,30,11,41
BELLA FLOR,malaria,de 5 anos y mas,2017-04-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2017-04-01,8,0,0,0,8,0,8
ENTRE RIOS TRJ,malaria,de 5 anos y mas,2017-04-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2017-04-01,2,2,0,0,2,2,4
GUAYARAMERIN,malaria,de 5 anos y mas,2017-04-01,9,9,0,0,9,9,18
IXIAMAS,malaria,de 5 anos y mas,2017-04-01,1,1,0,0,1,1,2
MONTEAGUDO,malaria,de 5 anos y mas,2017-04-01,3,3,0,0,3,3,6
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-04-01,10,2,0,0,10,2,12
PORVENIR,malaria,de 5 anos y mas,2017-04-01,3,0,0,0,3,0,3
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-04-01,4,2,0,0,4,2,6
PUERTO RICO,malaria,de 5 anos y mas,2017-04-01,6,2,0,0,6,2,8
REYES,malaria,de 5 anos y mas,2017-04-01,2,3,0,0,2,3,5
RIBERALTA,malaria,de 5 anos y mas,2017-04-01,96,39,1,0,97,39,136
SAIPINA,malaria,de 5 anos y mas,2017-04-01,8,25,0,0,8,25,33
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-04-01,13,14,0,0,13,14,27
SAN MATIAS,malaria,de 5 anos y mas,2017-04-01,52,50,0,0,52,50,102
SANTA ROSA,malaria,de 5 anos y mas,2017-04-01,1,1,0,0,1,1,2
SENA,malaria,de 5 anos y mas,2017-04-01,20,9,0,0,20,9,29
BELLA FLOR,malaria,de 5 anos y mas,2017-05-01,1,2,0,0,1,2,3
COBIJA,malaria,de 5 anos y mas,2017-05-01,2,0,0,0,2,0,2
CONCEPCION,malaria,de 5 anos y mas,2017-05-01,10,11,0,0,10,11,21
CULPINA,malaria,de 5 anos y mas,2017-05-01,31,42,0,0,31,42,73
ENTRE RIOS TRJ,malaria,de 5 anos y mas,2017-05-01,18,15,0,0,18,15,33
FILADELFIA,malaria,de 5 anos y mas,2017-05-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2017-05-01,5,5,0,0,5,5,10
IXIAMAS,malaria,de 5 anos y mas,2017-05-01,2,0,0,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-05-01,24,17,0,0,24,17,41
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2017-05-01,0,1,0,0,0,1,1
PORVENIR,malaria,de 5 anos y mas,2017-05-01,4,0,0,0,4,0,4
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-05-01,3,5,0,0,3,5,8
PUERTO RICO,malaria,de 5 anos y mas,2017-05-01,7,1,0,0,7,1,8
REYES,malaria,de 5 anos y mas,2017-05-01,2,1,0,0,2,1,3
RIBERALTA,malaria,de 5 anos y mas,2017-05-01,68,36,0,0,68,36,104
SAIPINA,malaria,de 5 anos y mas,2017-05-01,54,104,0,0,54,104,158
SAN BORJA,malaria,de 5 anos y mas,2017-05-01,1,0,0,0,1,0,1
SAN MATIAS,malaria,de 5 anos y mas,2017-05-01,29,34,0,0,29,34,63
SAN PEDRO(PND),malaria,de 5 anos y mas,2017-05-01,0,1,0,0,0,1,1
SENA,malaria,de 5 anos y mas,2017-05-01,17,10,0,0,17,10,27
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2017-05-01,3,1,0,0,3,1,4
BELLA FLOR,malaria,de 5 anos y mas,2017-06-01,11,0,0,0,11,0,11
COBIJA,malaria,de 5 anos y mas,2017-06-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2017-06-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2017-06-01,11,1,0,0,11,1,12
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-06-01,11,4,0,0,11,4,15
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2017-06-01,3,2,0,0,3,2,5
PORVENIR,malaria,de 5 anos y mas,2017-06-01,7,1,0,0,7,1,8
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-06-01,3,1,0,0,3,1,4
PUERTO RICO,malaria,de 5 anos y mas,2017-06-01,11,8,0,0,11,8,19
RIBERALTA,malaria,de 5 anos y mas,2017-06-01,94,42,0,0,94,42,136
SAIPINA,malaria,de 5 anos y mas,2017-06-01,51,71,0,0,51,71,122
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-06-01,3,1,0,0,3,1,4
SANTA ROSA,malaria,de 5 anos y mas,2017-06-01,1,0,0,0,1,0,1
BAURES,malaria,de 5 anos y mas,2017-07-01,2,3,0,0,2,3,5
BELLA FLOR,malaria,de 5 anos y mas,2017-07-01,4,1,0,0,4,1,5
COBIJA,malaria,de 5 anos y mas,2017-07-01,2,0,0,0,2,0,2
CONCEPCION,malaria,de 5 anos y mas,2017-07-01,23,11,0,0,23,11,34
CULPINA,malaria,de 5 anos y mas,2017-07-01,25,25,0,0,25,25,50
FILADELFIA,malaria,de 5 anos y mas,2017-07-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2017-07-01,7,6,0,0,7,6,13
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-07-01,6,6,0,0,6,6,12
POROMA,malaria,de 5 anos y mas,2017-07-01,1,1,0,0,1,1,2
PORVENIR,malaria,de 5 anos y mas,2017-07-01,4,6,0,0,4,6,10
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-07-01,2,0,0,0,2,0,2
PUERTO RICO,malaria,de 5 anos y mas,2017-07-01,6,6,0,0,6,6,12
REYES,malaria,de 5 anos y mas,2017-07-01,6,2,0,0,6,2,8
RIBERALTA,malaria,de 5 anos y mas,2017-07-01,83,45,0,0,83,45,128
RURRENABAQUE,malaria,de 5 anos y mas,2017-07-01,2,1,0,0,2,1,3
SAIPINA,malaria,de 5 anos y mas,2017-07-01,33,83,0,0,33,83,116
SAN BORJA,malaria,de 5 anos y mas,2017-07-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-07-01,10,8,0,0,10,8,18
SAN MATIAS,malaria,de 5 anos y mas,2017-07-01,19,25,0,0,19,25,44
SAN PEDRO(PND),malaria,de 5 anos y mas,2017-07-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2017-07-01,1,0,0,0,1,0,1
SENA,malaria,de 5 anos y mas,2017-07-01,5,11,0,0,5,11,16
SHINAOTA,malaria,de 5 anos y mas,2017-07-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2017-08-01,2,0,0,0,2,0,2
CONCEPCION,malaria,de 5 anos y mas,2017-08-01,25,12,0,0,25,12,37
CULPINA,malaria,de 5 anos y mas,2017-08-01,64,48,0,0,64,48,112
GUAYARAMERIN,malaria,de 5 anos y mas,2017-08-01,5,2,0,0,5,2,7
MAGDALENA,malaria,de 5 anos y mas,2017-08-01,3,0,0,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-08-01,6,6,0,0,6,6,12
PORVENIR,malaria,de 5 anos y mas,2017-08-01,3,1,0,0,3,1,4
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-08-01,3,1,0,0,3,1,4
PUERTO RICO,malaria,de 5 anos y mas,2017-08-01,6,3,0,0,6,3,9
REYES,malaria,de 5 anos y mas,2017-08-01,3,1,0,0,3,1,4
RIBERALTA,malaria,de 5 anos y mas,2017-08-01,86,38,0,0,86,38,124
SAIPINA,malaria,de 5 anos y mas,2017-08-01,26,67,0,0,26,67,93
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-08-01,10,10,0,0,10,10,20
SAN MATIAS,malaria,de 5 anos y mas,2017-08-01,78,25,0,0,78,25,103
SENA,malaria,de 5 anos y mas,2017-08-01,11,5,0,0,11,5,16
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2017-08-01,0,1,0,0,0,1,1
CARANAVI,malaria,de 5 anos y mas,2017-09-01,2,0,0,0,2,0,2
COBIJA,malaria,de 5 anos y mas,2017-09-01,2,0,0,0,2,0,2
CONCEPCION,malaria,de 5 anos y mas,2017-09-01,24,15,0,0,24,15,39
CULPINA,malaria,de 5 anos y mas,2017-09-01,20,21,0,0,20,21,41
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2017-09-01,3,0,0,0,3,0,3
GUAYARAMERIN,malaria,de 5 anos y mas,2017-09-01,13,6,0,0,13,6,19
INGAVI (HUMAITA),malaria,de 5 anos y mas,2017-09-01,2,1,0,0,2,1,3
MAPIRI,malaria,de 5 anos y mas,2017-09-01,1,0,0,0,1,0,1
MONTEAGUDO,malaria,de 5 anos y mas,2017-09-01,2,6,0,0,2,6,8
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-09-01,11,3,0,0,11,3,14
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2017-09-01,0,1,0,0,0,1,1
POROMA,malaria,de 5 anos y mas,2017-09-01,4,16,0,0,4,16,20
PORVENIR,malaria,de 5 anos y mas,2017-09-01,2,1,0,0,2,1,3
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-09-01,1,0,0,0,1,0,1
PUERTO RICO,malaria,de 5 anos y mas,2017-09-01,4,3,0,0,4,3,7
REYES,malaria,de 5 anos y mas,2017-09-01,2,3,0,0,2,3,5
RIBERALTA,malaria,de 5 anos y mas,2017-09-01,60,25,0,0,60,25,85
SAIPINA,malaria,de 5 anos y mas,2017-09-01,28,54,0,0,28,54,82
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-09-01,26,0,0,0,26,0,26
SAN LUCAS,malaria,de 5 anos y mas,2017-09-01,0,3,0,0,0,3,3
SAN MATIAS,malaria,de 5 anos y mas,2017-09-01,17,3,0,0,17,3,20
SANTA ROSA,malaria,de 5 anos y mas,2017-09-01,2,0,0,0,2,0,2
SENA,malaria,de 5 anos y mas,2017-09-01,9,8,0,0,9,8,17
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2017-09-01,1,0,0,0,1,0,1
BELLA FLOR,malaria,de 5 anos y mas,2017-10-01,3,0,0,0,3,0,3
COBIJA,malaria,de 5 anos y mas,2017-10-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,malaria,de 5 anos y mas,2017-10-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2017-10-01,2,0,0,0,2,0,2
GUAYARAMERIN,malaria,de 5 anos y mas,2017-10-01,10,3,0,0,10,3,13
HUACARETA,malaria,de 5 anos y mas,2017-10-01,2,0,0,0,2,0,2
IXIAMAS,malaria,de 5 anos y mas,2017-10-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-10-01,4,5,0,0,4,5,9
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2017-10-01,5,6,0,0,5,6,11
PORVENIR,malaria,de 5 anos y mas,2017-10-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-10-01,2,0,0,0,2,0,2
PUERTO RICO,malaria,de 5 anos y mas,2017-10-01,11,1,0,0,11,1,12
REYES,malaria,de 5 anos y mas,2017-10-01,1,0,0,0,1,0,1
RIBERALTA,malaria,de 5 anos y mas,2017-10-01,71,40,0,0,71,40,111
SAIPINA,malaria,de 5 anos y mas,2017-10-01,31,43,0,0,31,43,74
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-10-01,17,7,0,0,17,7,24
SAN MATIAS,malaria,de 5 anos y mas,2017-10-01,10,10,0,0,10,10,20
SENA,malaria,de 5 anos y mas,2017-10-01,5,3,0,0,5,3,8
YACUIBA,malaria,de 5 anos y mas,2017-10-01,1,5,0,0,1,5,6
BELLA FLOR,malaria,de 5 anos y mas,2017-11-01,3,0,0,0,3,0,3
COBIJA,malaria,de 5 anos y mas,2017-11-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2017-11-01,2,1,0,0,2,1,3
GUAYARAMERIN,malaria,de 5 anos y mas,2017-11-01,7,1,0,0,7,1,8
IXIAMAS,malaria,de 5 anos y mas,2017-11-01,1,0,0,0,1,0,1
LA PAZ,malaria,de 5 anos y mas,2017-11-01,0,0,0,0,0,0,0
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-11-01,5,1,0,0,5,1,6
PORVENIR,malaria,de 5 anos y mas,2017-11-01,4,1,0,0,4,1,5
PUERTO RICO,malaria,de 5 anos y mas,2017-11-01,6,6,0,0,6,6,12
REYES,malaria,de 5 anos y mas,2017-11-01,1,1,1,0,2,1,3
RIBERALTA,malaria,de 5 anos y mas,2017-11-01,80,26,0,0,80,26,106
SAIPINA,malaria,de 5 anos y mas,2017-11-01,39,51,0,0,39,51,90
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-11-01,2,1,0,0,2,1,3
SANTA ROSA,malaria,de 5 anos y mas,2017-11-01,5,6,0,0,5,6,11
SENA,malaria,de 5 anos y mas,2017-11-01,4,3,0,0,4,3,7
SUCRE,malaria,de 5 anos y mas,2017-11-01,2,2,0,0,2,2,4
YACUIBA,malaria,de 5 anos y mas,2017-11-01,0,3,0,0,0,3,3
FILADELFIA,malaria,de 5 anos y mas,2017-12-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2017-12-01,11,3,0,0,11,3,14
HUACARETA,malaria,de 5 anos y mas,2017-12-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),malaria,de 5 anos y mas,2017-12-01,2,0,0,0,2,0,2
LA PAZ,malaria,de 5 anos y mas,2017-12-01,0,0,0,0,0,0,0
MONTEAGUDO,malaria,de 5 anos y mas,2017-12-01,2,0,0,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2017-12-01,3,2,0,0,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2017-12-01,6,5,0,0,6,5,11
PORVENIR,malaria,de 5 anos y mas,2017-12-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2017-12-01,4,0,0,0,4,0,4
PUERTO RICO,malaria,de 5 anos y mas,2017-12-01,5,1,0,0,5,1,6
REYES,malaria,de 5 anos y mas,2017-12-01,1,2,0,0,1,2,3
RIBERALTA,malaria,de 5 anos y mas,2017-12-01,126,45,2,0,128,45,173
SAIPINA,malaria,de 5 anos y mas,2017-12-01,23,44,0,0,23,44,67
SAN LORENZO(PND),malaria,de 5 anos y mas,2017-12-01,2,0,0,0,2,0,2
SANTA ROSA,malaria,de 5 anos y mas,2017-12-01,2,3,0,0,2,3,5
SENA,malaria,de 5 anos y mas,2017-12-01,12,3,0,0,12,3,15
YACUIBA,malaria,de 5 anos y mas,2017-12-01,1,1,0,0,1,1,2
YOTALA,malaria,de 5 anos y mas,2017-12-01,1,2,0,0,1,2,3
