,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,1,1,1,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1377,1807,1377,1807,3184
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,2,1,2,3
LAS CARRERAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,6,1,6,7
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,3,8,3,8,11
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,2,0,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,4,2,4,2,6
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,2,0,2,2
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,0,1,0,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,7,1,7,8
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,4,11,4,11,15
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,41,37,41,37,78
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,2,0,2,0,2
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,11,60,11,60,71
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,4,12,4,12,16
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,0,1,0,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,2,3,2,3,5
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,0,1,0,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,6,0,6,6
POCOATA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,0,1,0,1
POCONA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,0,1,0,1
POOPO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,2,3,2,3,5
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,8,0,8,8
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,7,16,7,16,23
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,4,6,4,6,10
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,7,10,7,10,17
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,43,1,43,44
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,9,0,9,9
QUIME,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,2,0,2,2
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,2,0,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,3,92,3,92,95
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,7,4,7,4,11
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,3,0,3,3
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,3,0,3,3
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,4,10,4,10,14
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,2,3,2,3,5
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,6,14,6,14,20
SAN JAVIER(BNI),internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,30,0,30,0,30
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,1,0,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,3,5,3,5,8
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,7,0,7,0,7
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,4,0,4,4
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,1,0,1,1
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,1,0,1,1
SAN RAMON BENI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,2,2,2,2,4
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,179,367,179,367,546
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,8,6,8,6,14
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,3,0,3,3
SENA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,9,0,9,0,9
SIPE SIPE,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,10,0,10,10
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,3,0,3,3
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,44,84,44,84,128
TACACOMA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,2,0,2,2
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,3,10,3,10,13
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,52,61,52,61,113
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,5,0,5,5
TIPUANI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,2,0,2,0,2
TOLATA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,1,0,1,1
TOTORA(ORR),internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,17,41,17,41,58
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,4,10,4,10,14
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,3,5,3,5,8
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,6,1,6,7
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,15,0,15,15
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,0,1,0,1,1
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,4,37,4,37,41
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,16,16,16,16,32
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,5,5,5,5,10
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,10,5,10,5,15
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,7,4,7,4,11
YAMPARAEZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,1,5,1,5,6
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2010-01-01,18,10,18,10,28
ACACIO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,9,0,9,9
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,3,0,3,3
ALTO BENI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,2,1,2,3
ANTEQUERA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,3,7,3,7,10
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
AYATA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,10,1,10,11
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,1,1,1,2
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,10,1,10,11
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,3,1,3,4
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,1,2,1,3
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,7,0,7,7
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,2,1,2,3
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,1,2,1,3
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,2,0,2,2
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,15,20,15,20,35
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,6,10,6,10,16
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,0,1,0,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,0,1,0,1
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,2,0,2,2
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,17,62,17,62,79
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,37,288,37,288,325
COLQUECHACA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,0,2,0,2
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,5,9,5,9,14
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,0,1,0,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,4,2,4,6
COTAGAITA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,3,1,3,4
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,6,1,6,7
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,2,0,2,2
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,18,93,18,93,111
ENTRE RIOS CBBA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,0,2,0,2
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,9,1,9,10
EUCALIPTUS,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,5,1,5,6
FILADELFIA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,10,1,10,11
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,5,46,5,46,51
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,0,1,0,1
HUAYLLAMARCA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,1,1,1,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,3,1,3,1,4
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1195,1465,1195,1465,2660
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,6,1,6,7
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,5,2,5,2,7
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,1,1,1,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,5,6,5,6,11
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,12,16,12,16,28
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,31,63,31,63,94
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,3,0,3,3
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,44,90,44,90,134
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,7,11,7,11,18
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
PASORAPA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,2,0,2,2
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,0,1,0,1
PORONGO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,4,1,4,5
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,6,15,6,15,21
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,9,4,9,4,13
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,10,1,10,11
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,4,7,4,7,11
PUNA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,0,1,0,1
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,37,2,37,39
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,8,10,8,10,18
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,2,1,2,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,11,72,11,72,83
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,9,2,9,2,11
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,6,1,6,7
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,1,1,1,2
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,2,1,2,3
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,6,2,6,8
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,6,0,6,6
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,5,25,5,25,30
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,7,2,7,2,9
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,10,0,10,0,10
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,2,0,2,2
SAN RAMON BENI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,2,1,2,3
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,269,286,269,286,555
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,5,3,5,3,8
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,0,2,0,2
SHINAOTA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,0,2,0,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,15,42,15,42,57
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,3,6,3,6,9
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,47,38,47,38,85
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,9,0,9,9
TIPUANI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,2,2,2,4
TOLATA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,1,1,1,2
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,2,0,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,17,39,17,39,56
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,9,26,9,26,35
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,5,2,5,7
VACAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,8,1,8,9
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,10,0,10,10
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,1,26,1,26,27
VILLA RIVERO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,7,8,7,8,15
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,1,0,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,3,0,3,3
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,2,1,2,1,3
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,5,1,5,1,6
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2010-02-01,0,34,0,34,34
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,1,0,1,1
ALTO BENI,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,2,10,2,10,12
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,4,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,2,0,2,2
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,5,9,5,9,14
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,1,1,1,2
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,6,6,6,6,12
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,4,1,4,5
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,4,1,4,5
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,11,11,11,11,22
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,2,25,2,25,27
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,2,1,2,3
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,2,2,2,2,4
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,0,1,0,1
CKOCHAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,2,0,2,0,2
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,27,94,27,94,121
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,37,253,37,253,290
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,5,11,5,11,16
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,0,1,0,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,17,1,17,18
COTAGAITA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,3,3,3,3,6
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,2,16,2,16,18
CUEVO,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,2,0,2,2
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,2,0,2,2
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,13,146,13,146,159
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,2,2,2,2,4
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,3,9,3,9,12
EUCALIPTUS,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,13,1,13,14
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,3,0,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,5,40,5,40,45
HUACARETA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,2,0,2,2
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,10,0,10,0,10
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,1,1,1,2
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,2,5,2,5,7
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,3364,3315,3364,3315,6679
LAS CARRERAS,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,1,0,1,1
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,1,5,1,5,6
MACHACAMARCA,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,2,0,2,2
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2010-03-01,0,3,0,3,3
