municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,10,10
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,12,12
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,7,7
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,13,13
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,16,16
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,18,18
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,10,10
COLLANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,24,24
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,16,16
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
GUAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
HUARINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,7,7
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,11,11
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,7,7
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,7,7
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,17,17
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,12,12
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
MALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
MECAPACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,7,7
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,11,11
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,16,16
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
PORONGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,11,11
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,14,14
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,11,11
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,7,7
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,18,18
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,17,17
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,3,3
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,12,12
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
TACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
TACACOMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,23,23
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,17,17
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,12,12
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,8,8
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,10,10
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,7,7
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,5,5
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,2,2
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,6,6
YUNGUYO DE LITORAL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-01-01,4,4
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,16,16
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
ALTO BENI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,4,4
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,10,10
ANTEQUERA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,3,3
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,9,9
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,6,6
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,7,7
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,15,15
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,10,10
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,6,6
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,5,5
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,8,8
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,8,8
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,2,2
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,10,10
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,9,9
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,3,3
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,4,4
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,3,3
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,7,7
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,5,5
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,4,4
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,8,8
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2013-02-01,9,9
