municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
CARAPARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
CHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,3,3
DESAGUADERO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,2,2
EXALTACION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,3,3
LA PAZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,3,3
MOCOMOCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,2,2
PORTACHUELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,3,3
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-03-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
AYATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,2,2
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
PADCAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,3,3
SHINAOTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-04-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
LLICA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-05-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,2,2
CORO CORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,2,2
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,2,2
PALCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-06-01,4,4
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,2,2
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
COMBAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,2,2
COROICO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,2,2
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
MALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,5,5
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,2,2
POCONA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-07-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
BOLPEBRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,5,5
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,2,2
HUARINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,2,2
LAJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,4,4
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-08-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,2,2
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
LLICA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,2,2
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,2,2
SENA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-09-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
ALTO BENI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,2,2
ANTEQUERA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,2,2
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
EL CHORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
GUAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,6,6
TACOBAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2013-10-01,2,2
