,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES
CHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,2,0,0,3
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,6,1,2,4,13
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,3,1,0,5
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,4,2,3,7,16
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,3,4,2,11
CLIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,3,2,4,5,14
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,119,137,28,21,305
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,9,4,3,4,20
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,3,0,0,5
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,8,5,0,1,14
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,3,5
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,2,0,0,4
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,1,3
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,1,0,0,3
COMBAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,2,2,6,10
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,1,0,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,2,0,0,4
CORO CORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,1,2
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,3,0,0,0,3
CORQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,1,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,13,14,3,3,33
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,1,3
CUEVO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,63,66,29,32,190
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,1,3,0,6
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,6,4,0,0,10
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,2,1,0,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,9,15,0,3,27
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,2,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,1,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,3,0,0,3
GUANAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,4,6,8,3,21
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,2,4
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,1,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,2,1,0,4
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,2,1,5
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,4,4,0,3,11
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,16,9,3,7,35
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,58,62,46,55,221
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,1,1
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,1,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,3,4,14,12,33
LLICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
LURIBAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
MACHARETI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
MALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,2,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,0,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,0,0,1,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,3,3,6,13
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,2,0,0,3
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,3,1,0,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,8,9,5,3,25
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,41,30,2,2,75
PADCAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,4,11,13,30
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,3,3,0,7
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,3,0,0,5
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,3,1,0,5
PAZÑA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,1,2
POCONA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,3,0,2,7
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,1,0,1,4
PORVENIR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,3,0,0,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,34,31,4,7,76
PRESTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,2,3
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,7,3,11
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,1,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,2,3
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,1,0,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,4,1,2,2,9
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,8,12,3,5,28
PUNA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,1,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,1,2,2,7
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,16,9,31,35,91
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,3,1,4,1,9
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,1,11,13,27
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,14,23,8,11,56
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,4,0,1,6
SABAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,23,13,18,12,66
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,2,3
SACACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,1,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,0,2
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,0,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,2,2,5
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,15,12,8,7,42
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,1,1,0,4
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,3,3,7,3,16
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,13,8,7,4,32
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,0,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,4,3,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,4,4,7,4,19
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,1,2,0,5
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,3,0,2,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,3,2,0,6
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,1,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,5,2,13,8,28
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,1,0,2
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,2,0,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,1,1,0,4
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,1,0,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,0,0,1,3
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,2,0,2
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,3,2,7
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,2,3
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,6,4,0,0,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,204,222,46,42,514
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,18,14,34
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,1,2
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,0,0,2,4
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,5,3,2,3,13
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,4,4,11,11,30
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,3,0,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,3,4
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,1,1,4
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,23,24,5,5,57
TACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,2,3
TACACOMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,3,2,5
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,1,1,3
TARABUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,0,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,20,17,13,6,56
TARVITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,1,1
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,1,0,2
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,1,3
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,6,1,9
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,15,10,3,5,33
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,2,1,1,4
TOCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,1,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,4,5,4,15
TOLEDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,0,1
TOMINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,4,1,1,0,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,0,0,1,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,13,14,0,0,27
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,6,2,0,1,9
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,3,0,0,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,4,5,2,1,12
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,1,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,1,1,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,5,6,0,1,12
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,10,1,0,13
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,26,29,16,21,92
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,0,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,3,0,1,1,5
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,3,5,2,7,17
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,26,17,1,3,47
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,9,12,4,4,29
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
YANACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,2,0,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,5,5,5,3,18
YOTALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2021-01-01,0,1,0,0,1
