,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,0,0,2
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,6,7,4,3,20
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,2,0,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,9,7,1,1,18
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,4,2,1,9,16
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,7,3,4,5,19
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,5,4,3,1,13
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,1,0,2
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,11,7,12,6,36
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,2,0,1,4
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,4,5,7,2,18
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,2,2,6
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,177,166,68,71,482
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,35,32,61,64,192
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,4,0,0,6
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,6,5,0,1,12
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,2,2,8,15
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,5,0,0,6
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,2,2,0,4
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,3,2,3,11
COMBAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,2,0,0,4
COPACABANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,1,2,0,5
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,2,0,0,2
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,4,11,15
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,9,4,0,0,13
CORQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,0,0,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,9,2,0,1,12
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,11,15,3,1,30
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,1,0,3
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
CUEVO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,0,0,2
CULPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,2,0,0,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,59,68,48,54,229
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,1,2,3,8
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,9,10,0,0,19
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,1,1,0,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,15,17,6,6,44
ESCOMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,2,1,2,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,2,3
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,3,0,0,3
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,5,2,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,14,25,14,12,65
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,2,4,7
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
HUARINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,0,0,0,2
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,0,4,1,7
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,1,0,0,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,1,0,3
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,1,2,5
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,5,3,1,2,11
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,32,25,3,8,68
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,59,61,24,37,181
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
LAJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,1,0,2
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,3,0,0,6
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,1,5,2,11
LLICA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,1,0,0,4
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,5,2,0,10
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
MACHARETI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,5,8,15
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,5,0,0,6
MALLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,3,2,3,11
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,8,4,2,2,16
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,7,8,10,28
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,6,0,0,8
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,5,1,0,1,7
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,12,14,3,6,35
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,2,0,0,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,3,0,4
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,1,1,1,5
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,43,41,3,6,93
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,2,0,0,5
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,5,8,7,6,26
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,6,2,1,12
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,5,0,0,7
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,1,0,0,3
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,3,1,0,5
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,2,5,4,11
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,2,0,0,3
POOPO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,1,2
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,2,3
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,1,1,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,1,3,1,7
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,46,48,5,12,111
PRESTO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
PUCARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,5,3,9
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,3,0,1,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,1,4,6
PUERTO PEREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,18,17,15,16,66
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,3,1,0,6
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,2,2,0,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,12,14,4,6,36
PUNA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,4,0,4,1,9
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,2,2,4,10
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,46,36,116,124,322
QUIME,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,0,0,0,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,0,2,2,7
REYES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,3,16,15,34
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,38,58,22,13,131
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,2,0,0,4
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,1,0,1,5
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,32,22,29,15,98
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,2,2,2,8
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,2,0,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,3,0,1,5
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,1,1,3
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,2,0,3
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,2,0,0,5
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,4,1,3,2,10
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,9,16,8,9,42
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,3,3,7
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,0,9,6,17
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,9,10,1,3,23
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,3,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,6,9,11,4,30
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,2,2,0,5
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,15,22,2,0,39
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,4,2,1,9
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,5,11,7,24
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,5,10,16
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,1,0,2
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,5,0,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,9,12,3,3,27
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,3,3,0,7
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,7,1,8
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,2,2,3,7
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,2,2,5
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,2,5,5,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,250,264,82,60,656
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,11,7,43,24,85
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,1,0,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,6,4,3,16
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,1,1,3
SENA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,6,2,2,12
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,8,9,4,7,28
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,0,0,2
SICAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,14,14,42,31,101
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,0,8,3,11
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,2,1,6,11
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,4,1,2,8
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,49,52,38,39,178
TACACHI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,1,0,2,3
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,9,1,1,14
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,0,0,0,2
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,3,4,9
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,1,2,3,9
TARABUCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,2,2,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,21,23,13,10,67
TARVITA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,2,1,4
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,2,1,0,3
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,1,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,1,2,4
TIPUANI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,3,4,14,4,25
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,13,6,5,11,35
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,2,0,3,6
TOCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,0,1,1,4
TOLATA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,2,3,6
TOLEDO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,2,1,0,5
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,2,0,1,5
TOMINA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,4,1,1,1,7
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,1,0,2,0,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,2,3,2,9
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,9,19,0,4,32
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,6,3,2,1,12
TURCO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,1,0,0,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,2,5,0,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,2,0,1,3
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,6,8,1,0,15
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,1,0,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,11,13,0,1,25
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,2,1,4,5,12
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,8,8,0,0,16
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp 2da. dosis,2021-01-01,0,4,1,1,6
