,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,0,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,2,6,0,0,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,0,1,2
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,1,0,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,5,3,0,0,8
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,28,10,0,1,39
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
MOJINETE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,4,0,4
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,2,0,0,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,3,3,0,0,6
OCURI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,2,1,5,2,10
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,14,5,1,0,20
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,8,13,3,1,25
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,3,0,0,4
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,2,0,0,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,1,2
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,6,5,2,1,14
PUCARA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,2,0,1,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,2,0,1,2,5
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,1,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,1,0,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,1,0,1,3
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,2,0,1,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,2,5,10,11,28
QUIME,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,0,1,1
RAVELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,2,2,1,0,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,3,2,3,1,9
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,2,1,0,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,4,5,2,1,12
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,13,3,1,1,18
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,2,3,2,8
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,3,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,3,12,8,23
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,1,0,2,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,6,4,2,3,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,3,7,11
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,2,0,0,0,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,4,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,61,61,17,13,152
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,2,3,1,7
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,3,0,2,2,7
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,3,2,5
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,1,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,5,3,1,5,14
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,5,0,1,1,7
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,3,2,0,0,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
TOLATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,2,0,0,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,4,7,0,0,11
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,3,1,3,8
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,2,0,0,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,0,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,0,4,1,5
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,6,5,1,4,16
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,1,2,4
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,1,0,0,5,6
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,8,8,0,1,17
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,2,2,1,1,6
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,0,1,1,0,2
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-01-01,3,2,0,0,5
ACACIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,5,2,2,1,10
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,3,2,2,9
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
BAURES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,2,1,3
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,1,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,3,5,8
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,3,0,1,6,10
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,1,0,2
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,13,13,7,6,39
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,1,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,2,3
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,2,1,3
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,1,1,1,5
COROICO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,3,1,0,4
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,4,3,0,1,8
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,14,30,15,11,70
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,3,0,0,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
ESCARA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,4,6,0,1,11
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,2,4,6,14
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,2,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,3,1,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,3,2,1,2,8
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,24,14,0,4,42
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,1,2
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,4,0,0,5
MOCOMOCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,1,0,2
MOJINETE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,3,4
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,6,3,4,2,15
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,2,1,0,4
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,2,1,1,5
ORURO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,8,10,0,1,19
PAILON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,1,27,24,53
PALCA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,0,0,0,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,1,0,0,2
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,3,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,6,9,1,0,16
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,2,3,2,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,5,4,2,1,12
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,2,1,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,4,2,8,5,19
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,5,9,4,3,21
SACABA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,5,4,2,4,15
SACACA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,0,9,4,15
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,3,3,2,3,11
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,16,7,24
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,2,7,1,10
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,3,0,0,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,4,4,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,4,0,5
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,1,0,0,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,59,42,18,17,136
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,5,1,1,4,11
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,0,0,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,1,0,1,3
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,5,7,1,0,13
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,5,3,3,1,12
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,1,1,1,5
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,6,2,0,0,8
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,1,2,4
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,5,1,0,8
VACAS,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,1,0,0,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,6,4,0,0,10
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,0,0,1,3
WARNES,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,8,7,5,3,23
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,2,2,0,1,5
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-02-01,3,0,0,0,3
ACACIO,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-03-01,0,0,0,4,4
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-03-01,1,1,0,1,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
