,group,variable,month,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS FUERA,PENTAVALENTE 3RA DOSIS FUERA,TOTALES
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,0,2,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,5,5,10
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,2,1,3,1,7
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,2,1,0,3
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,4,7,0,0,11
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,4,4,2,2,12
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,1,0,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,1,1,6,8
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,14,22,6,5,47
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,0,1,1
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,2,0,0,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,2,0,0,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,2,1,3
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,2,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,2,1,1,1,5
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,1,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,0,1,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,2,2,2,6
TIPUANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,1,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,2,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,1,0,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,1,0,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-01-01,0,0,0,1,1
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,2,2,4
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,4,2,1,7
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,1,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,3,5,7,6,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,1,1,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,1,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,11,8,0,0,19
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,3,4
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,2,0,0,3
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,13,4,17
POCONA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,2,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,3,4
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,4,1,5
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,2,1,1,4
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,4,1,5
QUIRUSILLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,1,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,2,1,1,5
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,4,0,0,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,6,3,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,7,4,11
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,8,18,6,4,36
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,2,3
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,2,1,0,0,3
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,2,0,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,2,3,1,1,7
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-02-01,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,2,2,0,0,4
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,3,0,0,3
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,3,1,4
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,1,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,1,1,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,6,4,0,1,11
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,2,0,0,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,3,1,0,0,4
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,8,3,6,4,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,2,0,0,2
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,4,6,0,0,10
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,0,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,3,5,0,0,8
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,1,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,3,2,2,1,8
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,2,1,0,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,3,1,5
QUIME,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,3,1,2,7
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,4,0,0,5
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,3,1,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,5,5,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,1,3,4,9
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,0,1,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,12,19,6,13,50
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,2,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,0,0,1
SICAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,2,0,1,1,4
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,2,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,0,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,1,0,0,2
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,2,2,5
TOCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,3,0,0,4
URUBICHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,1,1,0,0,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,0,0,0,2,2
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-03-01,4,1,0,2,7
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,2,0,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,1,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,0,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,0,1,1,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,1,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,3,0,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,2,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,1,0,0,1
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,4,9,3,0,16
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,1,0,1,2
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,1,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,3,1,1,1,6
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,0,0,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,3,15,6,9,33
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,1,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,1,0,1
HUACHACALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,1,2,3
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,3,0,1,5
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,12,8,0,0,20
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,0,1,1
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,1,0,0,1
MALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,0,0,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,2,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,2,0,0,4,6
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,4,3,3,3,13
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,0,2,1,4
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,0,0,0,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,3,1,1,1,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,1,1,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,3,1,4
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,1,0,0,1,2
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 3ra dosis,2021-04-01,4,1,2,5,12
