municipality,group,variable,month,N° de autoevaluciones para acreditación del establecimiento,TOTAL
ANCORAIMES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,6,6
APOLO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,7,7
AUCAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
AYATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,4,4
BATALLAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
CAIROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
CAJUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,3,3
CALACOTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,7,7
CALAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,4,4
CHACARILLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
CHARAÑA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
COLQUIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,6,6
CURVA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,10,10
ESCOMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,8,8
GUAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,3,3
HUARINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,4,4
HUMANATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,9,9
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,13,13
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,10,10
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
LAJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,7,7
LURIBAY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,6,6
MALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,4,4
MAPIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,10,10
PALCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
PATACAMAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
PELECHUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,7,7
POROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,9,9
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,3,3
QUIABAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
QUIME,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,3,3
SAN JULIAN,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,3,3
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,10,10
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
TACACOMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
TARACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,7,7
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,3,3
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,1,1
YACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,9,9
YANACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-03-01,5,5
BETANZOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,2,2
CHAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,10,10
GUAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,4,4
LURIBAY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
PUNA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-04-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,2,2
WARNES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
YUNCHARA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-05-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,18,18
ACHOCALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,7,7
ALTO BENI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,5,5
APOLO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,7,7
AUCAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
AYATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,4,4
BATALLAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,6,6
CAIROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,5,5
CAJUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,6,6
CALACOTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,7,7
CALAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,5,5
CARAPARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
CHARAÑA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,11,11
COLLANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
COLQUENCHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,5,5
COLQUIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
COMBAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
COROICO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,5,5
CURVA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,7,7
GUAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,10,10
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,12,12
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,4,4
LA ASUNTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,10,10
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
LAJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,7,7
LURIBAY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,10,10
MAGDALENA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,4,4
MAPIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,8,8
PALCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,8,8
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,6,6
PATACAMAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,5,5
PELECHUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,7,7
PUCARANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
QUIABAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
QUIME,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,6,6
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,7,7
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,5,5
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,3,3
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,6,6
SORATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
TACACOMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,4,4
TARACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,2,2
TIPUANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,6,6
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,4,4
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
YACO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,9,9
YACUIBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-06-01,5,5
BAURES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,12,12
INQUISIVI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,5,5
MAGDALENA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,5,5
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,5,5
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-07-01,2,2
ACHOCALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2021-08-01,1,1
