municipality,group,variable,month,Nº de certificados únicos para casos de violencia (Ley 348),TOTAL
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,20,20
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,6,6
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-05-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,4,4
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,2,2
IXIAMAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,8,8
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,1,1
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-06-01,3,3
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
BOLPEBRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,2,2
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,2,2
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,10,10
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,3,3
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-07-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,8,8
COLQUENCHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,6,6
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,2,2
PALCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,3,3
POCONA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,4,4
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,3,3
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-08-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,3,3
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,3,3
CKOCHAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,4,4
CORO CORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,7,7
MOCOMOCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,2,2
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,3,3
ORURO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,2,2
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,10,10
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,8,8
SAN PEDRO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,9,9
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,20,20
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,3,3
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,5,5
TUPIZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-09-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,2,2
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,3,3
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,23,23
EL VILLAR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
GUTIERREZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,2,2
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,8,8
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,4,4
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,5,5
OMEREQUE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,3,3
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,8,8
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,10,10
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,5,5
TOMINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,5,5
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,2,2
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-10-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,8,8
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,4,4
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,3,3
COPACABANA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
GUTIERREZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,3,3
HUARINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
LURIBAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
MALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,14,14
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
PORVENIR,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,2,2
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,5,5
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,10,10
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2021-11-01,1,1
