municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,6,6
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,17,17
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,48,48
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,772,772
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,20,20
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,14,14
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,112,112
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,12,12
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,26,26
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,68,68
ESCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,8,8
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,14,14
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,17,17
HUACHACALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,128,128
HUARACAJE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
HUARINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,8,8
ICHOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,39,39
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
INQUISIVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,44,44
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,33,33
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,30,30
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,85,85
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,8,8
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,76,76
LLICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,20,20
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,5,5
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,5,5
MAGDALENA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
MAIRANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
MALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,6,6
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,7,7
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,22,22
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,10,10
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,31,31
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,19,19
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,79,79
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,6,6
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,20,20
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,15,15
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,302,302
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,16,16
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,8,8
PAILON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,49,49
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,12,12
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,8,8
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,12,12
PELECHUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,14,14
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,73,73
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,37,37
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,5,5
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,61,61
PORTACHUELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,68,68
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,32,32
PUCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,8,8
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,19,19
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,8,8
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,102,102
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,21,21
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,52,52
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,30,30
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,101,101
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,121,121
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,7,7
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,29,29
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,65,65
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,5,5
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,11,11
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,23,23
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,109,109
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,24,24
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,21,21
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,29,29
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,115,115
SAMAIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,121,121
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,5,5
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,11,11
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,40,40
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,20,20
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,3,3
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,32,32
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,10,10
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,72,72
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,14,14
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,20,20
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,25,25
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,83,83
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,10,10
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,106,106
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,22,22
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,553,553
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,7,7
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,43,43
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,39,39
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,17,17
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,9,9
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,33,33
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,43,43
SICAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,6,6
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,97,97
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,5,5
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,48,48
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,65,65
TACACOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,15,15
TACOBAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,40,40
TAHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,8,8
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,70,70
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,37,37
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,58,58
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,4,4
TIAHUANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,9,9
TIPUANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,69,69
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,79,79
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,34,34
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,2,2
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,30,30
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,22,22
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,16,16
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,5,5
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,163,163
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,20,20
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,21,21
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,17,17
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,41,41
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,67,67
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,7,7
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,17,17
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,30,30
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,8,8
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,92,92
VILA VILA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,10,10
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,17,17
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,9,9
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,15,15
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,20,20
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,111,111
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,11,11
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,42,42
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,83,83
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,12,12
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,33,33
YACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,12,12
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,61,61
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,44,44
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,11,11
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,170,170
YOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,48,48
YUNCHARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,24,24
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-01-01,35,35
ACACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,26,26
ACHOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,52,52
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,59,59
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,15,15
ALTO BENI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,5,5
ANCORAIMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,28,28
ANTEQUERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,31,31
APOLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,10,10
ARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,24,24
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2021-02-01,9,9
