municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,11,11
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,20,20
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,4,4
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,3,3
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
TARVITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,6,6
TURCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,2,2
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,3,3
VACAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,3,3
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,5,5
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,7,7
YACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,6,6
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-01-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,9,9
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,9,9
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,5,5
ARQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,18,18
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,30,30
CAIROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,9,9
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,6,6
CAPINOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,6,6
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,6,6
COLLANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
COLOMI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
COTAGAITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,5,5
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,32,32
EL CHORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
FILADELFIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
HUACHACALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,8,8
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,23,23
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
LLICA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,7,7
MACHACAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,8,8
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,8,8
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,7,7
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,10,10
PORCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,5,5
PUNATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,8,8
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,5,5
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,8,8
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,25,25
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
SENA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
TARVITA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,3,3
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
TIAHUANACU,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
TURCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,5,5
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,4,4
YACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,6,6
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,10,10
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,8,8
AIQUILE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,5,5
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,4,4
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,4,4
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,27,27
CAIROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,8,8
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,9,9
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,6,6
CAMIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,4,4
CATACORA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,8,8
COLLANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,3,3
COLOMI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,2,2
COLQUIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,3,3
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,2,2
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,6,6
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,36,36
EL CHORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
ESCARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2021-03-01,4,4
