municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,435,435
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,46,46
CARIPUYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,15,15
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,28,28
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,324,324
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,109,109
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,54,54
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,17,17
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,191,191
CHIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,43,43
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,317,317
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,40,40
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,86,86
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,67,67
COBIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,26,26
COCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,36,36
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,91,91
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,161,161
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,15,15
COLLANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,35,35
COLOMI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,30,30
COLPA BELGICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,30,30
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,47,47
COLQUENCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,45,45
COMANCHE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,13,13
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,643,643
COMBAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,203,203
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,59,59
CORIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,30,30
CORO CORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,20,20
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,99,99
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,42,42
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,772,772
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,28,28
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,3,3
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,23,23
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,58,58
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,205,205
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,42,42
CURVA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,37,37
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,1355,1355
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,47,47
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,40,40
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,229,229
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,19,19
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,315,315
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,417,417
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,24,24
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,48,48
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,39,39
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,103,103
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,15,15
GUANAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,6,6
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,230,230
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,88,88
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,126,126
HUARACAJE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,22,22
HUARINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,110,110
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,95,95
HUMANATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,6,6
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,212,212
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,347,347
INQUISIVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,23,23
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,30,30
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,5,5
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,103,103
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,20,20
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,21,21
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,145,145
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,70,70
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,35,35
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,76,76
LLICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,75,75
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,97,97
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,342,342
MAGDALENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,80,80
MAIRANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,79,79
MALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,83,83
MECAPACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,12,12
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,62,62
MIZQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,201,201
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,235,235
MOJINETE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,56,56
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,168,168
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,231,231
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,413,413
MOROCHATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,20,20
OCURI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,7,7
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,320,320
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,316,316
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,239,239
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,85,85
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,259,259
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,117,117
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,217,217
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,49,49
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,22,22
PASORAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,30,30
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,19,19
PELECHUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,50,50
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,273,273
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,170,170
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,83,83
POOPO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,5,5
PORCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,73,73
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,463,463
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,32,32
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,621,621
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,235,235
PUCARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,27,27
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,154,154
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,69,69
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,100,100
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,284,284
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,182,182
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,320,320
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,20,20
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,125,125
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,149,149
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,426,426
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,537,537
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,106,106
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,110,110
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,36,36
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,316,316
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,37,37
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,369,369
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,46,46
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,75,75
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,201,201
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,163,163
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,85,85
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,120,120
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,431,431
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,20,20
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,10,10
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,3,3
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,90,90
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,10,10
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,85,85
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,126,126
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,5,5
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,384,384
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,283,283
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,85,85
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,5,5
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,55,55
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,50,50
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,262,262
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,21,21
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,454,454
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,29,29
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,96,96
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,8,8
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,105,105
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,77,77
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,17,17
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,74,74
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,260,260
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,24,24
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,677,677
SANTA ROSA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,10,10
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,5,5
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,15,15
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,188,188
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,95,95
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,69,69
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,75,75
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,173,173
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,82,82
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,52,52
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,161,161
SICAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,69,69
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,407,407
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,147,147
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,202,202
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,326,326
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,15785,15785
TACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,25,25
TACACOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,14,14
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,43,43
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,56,56
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,104,104
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,237,237
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,4,4
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,89,89
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,774,774
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,338,338
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,5,5
TIAHUANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,120,120
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,34,34
TIPUANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,141,141
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,139,139
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,70,70
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,190,190
TODOS SANTOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,8,8
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,404,404
TOMAVE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,26,26
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,301,301
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,180,180
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,72,72
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,56,56
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,159,159
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,483,483
TURCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,3,3
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,16,16
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,276,276
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,68,68
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,32,32
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,137,137
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,112,112
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,177,177
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,83,83
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,103,103
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,196,196
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,458,458
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,301,301
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,35,35
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,272,272
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,281,281
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,48,48
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,25,25
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,224,224
YACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,127,127
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,479,479
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,292,292
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,80,80
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,1018,1018
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,287,287
YUNCHARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,66,66
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-01-01,272,272
ACACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-02-01,23,23
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-02-01,305,305
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2021-02-01,26,26
