municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,2,2
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,11,11
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,19,19
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,24,24
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,4,4
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,7,7
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,3,3
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-04-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,6,6
BOLPEBRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,7,7
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,8,8
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,45,45
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,16,16
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,10,10
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,11,11
TACOPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,6,6
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,5,5
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-05-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,17,17
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,2,2
ICLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,12,12
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,4,4
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,3,3
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,4,4
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,24,24
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,5,5
PRESTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,3,3
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,33,33
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,21,21
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,27,27
TACACOMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,2,2
TARABUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,7,7
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,2,2
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,10,10
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,6,6
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-06-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,4,4
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,54,54
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,26,26
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,11,11
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,10,10
PUNA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,2,2
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,3,3
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,40,40
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,22,22
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,3,3
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,3,3
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-07-01,65,65
ACHACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,4,4
CAJUATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,4,4
COBIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,31,31
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,101,101
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,3,3
MAGDALENA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,8,8
MALLA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,10,10
PUNA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,3,3
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2021-08-01,1,1
