,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,20,17,8,6,28,23,51
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,1,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,4,2,2,0,6,2,8
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,3,0,0,1,3,4
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,0,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,4,0,0,1,4,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,0,1,1,1,1,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,2,1,0,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,2,7,0,0,2,7,9
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,1,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,0,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,27,39,0,0,27,39,66
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,1,1,0,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,1,0,0,0,1,1
MOJINETE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,2,0,0,0,2,2
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,6,2,1,1,7,3,10
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,3,0,0,0,3,0,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,0,0,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,3,4,2,1,5,5,10
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,4,1,0,2,4,3,7
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,2,4,1,4,3,7
PUNA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,2,0,0,0,2,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,12,6,5,3,17,9,26
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,6,12,0,0,6,12,18
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,3,3,0,2,3,5,8
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,3,1,0,0,3,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,0,0,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,2,3,2,4,4,8
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,50,76,0,0,50,76,126
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,2,0,0,0,2,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,3,2,0,0,3,2,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,4,0,0,1,4,5
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,11,12,6,1,17,13,30
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,6,4,0,0,6,4,10
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,3,1,2,1,5,2,7
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,2,5,0,1,2,6,8
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,0,1,1,1,1,2
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,2,1,0,1,2,2,4
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,8,6,0,0,8,6,14
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,4,2,0,0,4,2,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,0,0,1,1,1,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,12,10,0,0,12,10,22
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,13,2,0,1,13,3,16
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,0,1,5,2,5,3,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,9,6,0,0,9,6,15
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,6,7,0,0,6,7,13
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-01-01,1,5,0,1,1,6,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,1,0,1,4,2,4,6
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,1,0,4,1,5,1,6
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,1,2,0,0,1,2,3
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,5,7,16,16,21,23,44
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,1,1,1,1,2,2,4
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,6,6,3,6,9,12,21
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,6,9,6,9,15
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,5,5,1,4,6,9,15
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,7,7,7,7,14
COLLANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,1,0,0,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,4,2,2,3,6,5,11
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,8,1,8,1,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,2,4,2,4,6
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,1,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,3,0,0,0,3,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,13,16,0,0,13,16,29
MOJINETE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,1,2,1,2,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,2,8,0,0,2,8,10
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,1,0,1,4,2,4,6
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,2,1,0,0,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,1,1,0,0,1,1,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,9,3,0,1,9,4,13
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,2,2,0,0,2,2,4
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,4,2,3,2,7,9
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,2,1,0,0,2,1,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,4,8,4,8,12
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,2,2,2,2,4
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,3,0,0,0,3,0,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,3,3,0,0,3,3,6
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,0,2,0,2,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,1,3,0,0,1,3,4
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,2,0,0,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,0,0,0,2,0,2,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,4,4,0,0,4,4,8
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-02-01,4,2,0,0,4,2,6
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-03-01,0,0,1,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-03-01,0,1,0,0,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-03-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-03-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-03-01,41,8,0,0,41,8,49
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-04-01,17,0,0,0,17,0,17
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-04-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-04-01,0,0,8,4,8,4,12
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-04-01,4,3,0,0,4,3,7
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-04-01,1,2,0,0,1,2,3
ACACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,0,2,0,2,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,22,16,11,7,33,23,56
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,13,25,22,26,35,51,86
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,13,10,14,14,27,24,51
ALALAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,1,3,10,2,11,5,16
ALCALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,7,9,2,2,9,11,20
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,19,21,6,7,25,28,53
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,14,19,0,0,14,19,33
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,4,1,8,4,12,5,17
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,2,2,8,8,10,10,20
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,4,4,18,19,22,23,45
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,0,2,0,2,2
ARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,25,21,9,12,34,33,67
ARBIETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,32,24,59,45,91,69,160
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,24,30,41,43,65,73,138
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,100,102,3,1,103,103,206
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,2,3,10,4,12,7,19
AYO AYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,1,5,10,2,11,7,18
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,23,24,31,38,54,62,116
AZURDUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,37,46,42,35,79,81,160
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,1,0,0,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,9,10,0,0,9,10,19
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,2,0,2,0,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,1,2,7,2,8,10
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,2,1,2,1,4,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,107,101,14,22,121,123,244
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,17,14,17,13,34,27,61
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,4,2,2,1,6,3,9
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,4,3,2,4,6,7,13
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,19,14,0,6,19,20,39
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,18,23,19,20,37,43,80
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,41,26,34,47,75,73,148
CAIROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,8,11,13,17,21,28,49
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,22,30,29,26,51,56,107
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,1,0,1,0,1
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,2,2,7,6,9,8,17
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,21,17,0,0,21,17,38
CAMARGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,23,23,14,10,37,33,70
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,1,2,5,5,6,7,13
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,46,44,7,4,53,48,101
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,12,9,6,10,18,19,37
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,21,23,4,2,25,25,50
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,15,12,25,17,40,29,69
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,52,61,17,18,69,79,148
CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,1,0,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,7,6,8,8,15,14,29
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,2,5,4,0,6,5,11
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,3,5,18,14,21,19,40
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,6,5,6,5,11
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,7,4,3,4,10,8,18
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,73,81,61,58,134,139,273
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,39,27,13,7,52,34,86
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,5,7,15,20,20,27,47
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,5,5,2,2,7,7,14
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,47,33,19,22,66,55,121
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,51,42,21,31,72,73,145
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,0,1,0,1,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,1,3,5,2,6,5,11
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,3,3,2,0,5,3,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,10,11,6,9,16,20,36
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,3,7,3,2,6,9,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,80,26,23,25,103,51,154
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,1,5,0,1,1,6,7
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,31,48,23,30,54,78,132
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,101,97,39,53,140,150,290
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,46,36,79,82,125,118,243
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,1183,1218,113,91,1296,1309,2605
COIPASA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,4,2,4,2,6
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,40,50,14,15,54,65,119
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,16,15,5,4,21,19,40
COLLANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,6,13,2,3,8,16,24
COLOMI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,41,45,1,3,42,48,90
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,2,3,0,0,2,3,5
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,9,11,0,0,9,11,20
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,38,31,3,1,41,32,73
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,2,0,0,0,2,0,2
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,3,3,0,0,3,3,6
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,53,46,1,9,54,55,109
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,66,54,28,29,94,83,177
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,3,6,7,3,10,9,19
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,45,24,9,13,54,37,91
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,13,10,13,15,26,25,51
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,32,13,14,8,46,21,67
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,11,12,10,10,21,22,43
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,56,41,42,42,98,83,181
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,137,119,11,15,148,134,282
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,1,2,1,2,3
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,47,25,15,3,62,28,90
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,3,2,7,8,10,10,20
CUEVO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,11,15,16,12,27,27,54
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,22,19,10,5,32,24,56
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,16,22,16,22,38
CURVA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,0,0,1,1,1,1,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,12,12,1,0,13,12,25
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,1003,1018,385,435,1388,1453,2841
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,8,4,6,7,14,11,25
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,36,32,12,11,48,43,91
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,137,153,24,14,161,167,328
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2017-05-01,11,11,18,13,29,24,53
