,group,variable,month,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
ARBIETO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,10,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
ARQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,24
ATOCHA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
AUCAPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
AYATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
AYO AYO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
AZURDUY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
BATALLAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,15,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
BAURES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BELLA FLOR,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
BERMEJO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,39
BETANZOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,10,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27
BOLIVAR,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BOLPEBRA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,24
CABEZAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,18,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,31
CAIROMA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,12,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
"CAIZA ""D""",vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
CAJUATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,13
CALACOTO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CALAMARCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
CAMARGO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CAMIRI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,15,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28
CAPINOTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,12,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
CAQUIAVIRI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
CARACOLLO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,11,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
CARANAVI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,25,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,56
CARAPARI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
CARIPUYO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
CATACORA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHACARILLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHALLAPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,16,15,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,43
CHAQUI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHARAGUA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,19,11,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,55
CHARAÑA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
CHAYANTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
CHIMORE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,12,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30
CHIPAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHOQUE COTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CHUMA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
CKOCHAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
CLIZA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,15,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30
COBIJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,15,21,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,51
COCAPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,12,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,23
COCHABAMBA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,342,344,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,353,704
COLCAPIRHUA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39
"COLCHA ""K""",vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
COLLANA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLOMI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
COLPA BELGICA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COLQUECHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,11,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
COLQUENCHA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
COLQUIRI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COMANCHE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COMARAPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
COMBAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
CONCEPCION,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,14,19,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,41
CORIPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
CORO CORO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
COROICO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,26
CORQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
COTAGAITA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
COTOCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,36,30,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,79
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
CULPINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CURVA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
DESAGUADERO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
EL ALTO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,415,406,129,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,558,1102
EL CHORO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EL PUENTE(STC),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
EL TORNO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,24,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,42
EL VILLAR,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,36,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,68
ESCARA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ESCOMA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
EUCALIPTUS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
EXALTACION,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
FILADELFIA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
GIA-TIM,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,8,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
GUANAY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,10,7,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,34
GUAQUI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
GUAYARAMERIN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,27,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,47
GUTIERREZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
HUACARAJE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUACARETA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
HUACHACALLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
HUARINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
HUATAJATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ICHOCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ICLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
INCAHUASI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
INQUISIVI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,7,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
IXIAMAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
LA ASUNTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,35,26,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,66
LA GUARDIA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,51
LA PAZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,344,347,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,361,717
LAGUNILLAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
LAJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24
LAS CARRERAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LLALLAGUA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-01-01,9,10,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,57
