,group,variable,month,PENTAVALENTE 5TA DOSIS < A 1 AÑO - D,PENTAVALENTE 5TA DOSIS < A 1 AÑO - D,PENTAVALENTE 5TA DOSIS < A 1 AÑO - F,PENTAVALENTE 5TA DOSIS < A 1 AÑO - F,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 5TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 5TA DOSIS 2 AÑOS - D,PENTAVALENTE 5TA DOSIS 2 AÑOS - D,PENTAVALENTE 5TA DOSIS 2 AÑOS - F,PENTAVALENTE 5TA DOSIS 2 AÑOS - F,PENTAVALENTE 5TA DOSIS 3 AÑOS - D,PENTAVALENTE 5TA DOSIS 3 AÑOS - D,PENTAVALENTE 5TA DOSIS 3 AÑOS - F,PENTAVALENTE 5TA DOSIS 3 AÑOS - F,PENTAVALENTE 5TA DOSIS 4 AÑOS - D,PENTAVALENTE 5TA DOSIS 4 AÑOS - D,PENTAVALENTE 5TA DOSIS 4 AÑOS - F,PENTAVALENTE 5TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
ARANI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,2,5
ARBIETO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,2,14,9,23
ARQUE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,2,3,10,13
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,7,4,32,27,59
ATOCHA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,2,7,7,14
AUCAPATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
AYATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,7,3,10
AYO AYO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,2,10,9,19
AZURDUY,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,8,3,11
BATALLAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,6,7,13
BAURES,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
BELEN DE URMIRI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BELLA FLOR,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3
BERMEJO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,0,11,8,19
BETANZOS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,9,9,15,24
BOLIVAR,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
BOLPEBRA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BOYUIBE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,5,13,16,29
CABEZAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,5,13,12,25
CAIROMA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,6,7
"CAIZA ""D""",vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,5,7,6,13
CAJUATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,5,5,10
CALACOTO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CALAMARCA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,4
CAMARGO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,2,8,4,12
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,1,5
CAMIRI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,3,2,15,25,40
CAPINOTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,6,12,18,25,43
CAQUIAVIRI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,6,4,10
CARACOLLO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,9,12,21
CARANAVI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,1,2,18,18,36
CARAPARI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,2,8,9,17
CARIPUYO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,2,6,8
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,5,4,9
CHALLAPATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,3,8,14,18,32
CHAQUI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,5
CHARAGUA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,8,13,14,27
CHARAÑA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CHAYANTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,3,5,8
CHIMORE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,10,12,21,33
CHUA COCANI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,4,5,9
CHUMA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
CKOCHAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,6,4,10
CLIZA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,4,16,11,27
COBIJA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,3,5,7,22,29
COCAPATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,2,9,6,15
COCHABAMBA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,308,28,29,307,337,644
COIPASA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
COLCAPIRHUA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,12,4,25,31,56
"COLCHA ""K""",vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,5
COLLANA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
COLOMI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,4,2,10,21,31
COLPA BELGICA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,6,3,9
COLQUECHACA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,4,8
COLQUENCHA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,9,2,11
COLQUIRI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,1,6,7,13
COMARAPA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,6,12
COMBAYA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CONCEPCION,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,6,14,14,28
CORIPATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,4,12,9,21
CORO CORO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,1,8,2,10
COROICO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,6,8
CORQUE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,2,6
COTAGAITA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,3,11,10,21
COTOCA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,46,8,3,66,49,115
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,4,18,16,34
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
CUEVO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,6,3,9
CULPINA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,5,3,8
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CURVA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
DESAGUADERO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,5,7
EL ALTO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,283,109,104,410,387,797
EL CHORO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,4
EL PUENTE(STC),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,1,7,7,14
EL PUENTE(TJA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,8,11
EL TORNO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,1,1,43,41,84
EL VILLAR,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,6,2,18,10,28
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,7,8,38,32,70
ESCOMA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,5
EUCALIPTUS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,5
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14,13,16,16,32
FILADELFIA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,6,2,8
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,11,9,20
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,5,10,15
GUANAY,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,14,13,21,34
GUAQUI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
GUAYARAMERIN,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,4,16,11,27
GUTIERREZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,3,4
HUACARAJE,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
HUACARETA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,1,4,6,10
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,5
HUACHACALLA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
HUANUNI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,2,9,5,14
HUARINA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,6,2,8
HUATAJATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
HUMANATA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3
ICHOCA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,4
ICLA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3
INCAHUASI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,7,8,15
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
INQUISIVI,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,5,11,8,19
IXIAMAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,5,2,7
JESUS DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,4,5,9
LA ASUNTA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,3,4,21,30,51
LA GUARDIA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,80,5,3,75,83,158
LA PAZ,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,367,18,9,434,376,810
LA RIVERA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LAGUNILLAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,2,6
LAJA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,2,11,11,22
LAS CARRERAS,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
LICOMA PAMPA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LLALLAGUA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,27,25,36,61
LLICA,vacunacion en menores  de 5 anos,pentavalente 5ta dosis,2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
