,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,0,4,3,7,3,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,2,2,2,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,9,9,4,3,13,12,25
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,7,2,3,4,10,14
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,13,6,4,5,17,11,28
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,1,2,1,2,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,22,19,1,5,23,24,47
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,16,11,6,16,22,27,49
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,0,2,2,3,2,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,4,3,2,6,6,12
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,11,8,5,14,16,30
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,14,15,24,23,38,38,76
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,5,0,0,8,5,13
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,3,4,5,8,8,16
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,12,11,1,0,13,11,24
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,2,3,2,4,6
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,7,3,4,9,11,20
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,11,5,2,2,13,7,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,5,1,0,0,5,1,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,26,26,0,2,26,28,54
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,9,11,0,1,9,12,21
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,5,4,0,0,5,4,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,5,0,2,6,7,13
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,39,26,5,1,44,27,71
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,5,2,9,10,14,12,26
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,5,2,4,5,9,14
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,3,6,5,7,8,15
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,3,0,1,0,4,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,12,17,4,4,16,21,37
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,2,1,2,5,4,9
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,15,8,6,4,21,12,33
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,1,1,1,2,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,2,1,3,3,5,8
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,21,20,9,9,30,29,59
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,1,0,0,1,1,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,1,0,0,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,1,2,2,3,3,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,7,7,1,4,8,11,19
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,2,5,1,11,3,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,5,2,5,2,7
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,2,3,1,5,3,8
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,4,4,4,5,8,13
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,21,17,22,22,43,39,82
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,5,9,11,15,16,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,517,527,10,17,527,544,1071
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,39,35,1,4,40,39,79
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,7,1,2,9,9,18
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,1,1,1,2,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,10,4,4,12,14,26
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,1,4,3,6,4,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,13,8,10,11,23,19,42
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,13,5,4,4,17,9,26
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,5,7,4,11,9,20
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,12,7,2,3,14,10,24
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,2,1,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,14,17,13,9,27,26,53
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,1,7,7,11,8,19
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,13,3,4,11,17,28
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,2,2,4,4,6,10
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,11,8,3,0,14,8,22
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,5,3,0,0,5,3,8
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,7,10,0,1,7,11,18
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,34,34,5,8,39,42,81
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,16,11,1,0,17,11,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,4,2,4,2,6
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,1,0,1,1,2
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,4,8,6,10,10,20
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,0,0,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,0,2,0,2,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,1,1,1,3,2,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,360,387,134,127,494,514,1008
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,2,0,2,2,4,6
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,9,0,0,6,9,15
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,0,2,3,3,3,6
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,39,47,2,1,41,48,89
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,1,1,1,4,2,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,15,8,4,6,19,14,33
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,36,40,1,0,37,40,77
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,4,0,4,0,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,1,1,1,2,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,0,5,10,6,10,16
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,5,8,5,9,14
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,13,15,2,3,15,18,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,4,3,1,7,5,12
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,7,4,6,6,13,19
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,2,0,0,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,24,32,19,21,43,53,96
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,6,0,3,6,9,15
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,5,0,3,1,8,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,2,2,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,7,13,9,9,16,22,38
HUARINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,5,3,1,2,6,5,11
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,3,0,0,4,3,7
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,0,0,7,1,7,8
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,1,1,1,4,2,6
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,4,0,0,1,4,5
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,2,1,5,7,7,14
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,3,3,4,9,7,16
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,2,4,2,7,4,11
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,4,3,1,6,5,11
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,7,2,5,8,12,20
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,21,29,4,6,25,35,60
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,70,77,0,2,70,79,149
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,261,281,12,15,273,296,569
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,2,0,0,1,2,3
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,0,2,2,4,2,6
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,7,0,0,4,7,11
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,0,0,0,1,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,7,8,9,13,16,21,37
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,1,0,0,3,1,4
LORETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,6,2,1,6,7,13
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,1,1,1,9,2,11
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,2,0,0,1,2,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,2,4,5,6,7,13
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,5,4,7,10,12,22
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,0,0,0,2,0,2
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,0,3,2,5,2,7
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,2,0,0,3,2,5
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,13,5,0,1,13,6,19
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,18,14,1,0,19,14,33
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,13,8,3,8,16,16,32
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,4,6,4,7,11
MOJINETE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,0,0,0,2,0,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,5,0,0,2,5,7
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,15,14,1,0,16,14,30
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,77,75,2,2,79,77,156
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,1,0,0,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,3,0,0,3,3,6
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,2,0,0,0,2,2
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,5,1,8,9,13,22
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,3,4,4,5,7,12
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,11,9,11,10,21
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,218,220,2,2,220,222,442
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,5,1,2,9,7,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,5,0,0,0,5,0,5
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,18,18,13,20,31,38,69
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,14,7,15,4,29,11,40
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,9,15,10,8,19,23,42
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,0,0,0,1,1
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,1,0,0,2,1,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,3,4,3,4,7
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,14,10,5,3,19,13,32
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,2,0,1,4,3,7
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,4,0,0,8,4,12
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,5,13,13,16,18,34
POCONA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,1,11,6,13,7,20
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,10,11,0,0,10,11,21
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,1,0,1,2,2,4
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,1,6,5,12,6,18
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,5,6,7,3,12,9,21
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,1,8,9,11,10,21
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,14,18,8,4,22,22,44
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,1,1,1,2,3
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,1,0,0,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,162,163,23,7,185,170,355
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,2,1,1,4,3,7
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,11,13,10,9,21,22,43
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,3,0,2,4,5,9
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,9,8,6,3,15,11,26
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,3,1,1,3,4,7
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,0,2,0,3,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,1,0,0,1,1,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,3,6,3,9,6,15
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,0,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,36,38,5,7,41,45,86
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,3,5,13,6,16,22
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,23,17,15,8,38,25,63
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,0,4,1,5,1,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,56,41,85,99,141,140,281
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,4,1,1,4,5,5,10
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,1,5,4,7,5,12
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,9,2,8,5,17,7,24
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,2,10,17,16,19,35
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,45,41,41,49,86,90,176
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,5,9,12,6,17,15,32
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,2,0,1,2,3,5
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,93,99,13,15,106,114,220
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,1,2,1,3,2,5
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,9,5,10,8,19,13,32
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,1,4,3,7,4,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,6,8,4,1,10,9,19
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,10,2,1,10,11,21
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,2,5,3,8,5,13
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,2,6,1,2,3,8,11
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,17,19,7,4,24,23,47
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,1,4,5,1,6,5,11
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,5,7,13,5,18,12,30
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,12,8,7,4,19,12,31
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,65,60,11,17,76,77,153
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,15,24,0,0,15,24,39
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,8,4,0,0,8,4,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,12,8,17,18,29,26,55
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,3,2,0,0,3,2,5
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2021-01-01,32,39,9,8,41,47,88
