municipality,group,variable,month,Curaciones y/o suturas,TOTAL
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,6,6
CAMIRI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,381,381
CAPINOTA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,149,149
CAQUIAVIRI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,84,84
CARACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,145,145
CARANAVI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,564,564
CARAPARI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,87,87
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,13,13
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,140,140
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,19,19
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,10,10
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,411,411
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,61,61
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,134,134
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,7,7
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,77,77
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,143,143
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,3,3
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,2,2
CHUA COCANI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,33,33
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,110,110
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,102,102
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,109,109
CKOCHAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,45,45
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,342,342
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,1718,1718
COCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,31,31
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,16648,16648
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,9,9
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,2261,2261
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,52,52
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,36,36
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,232,232
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,229,229
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,56,56
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,158,158
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,290,290
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,23,23
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,290,290
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,24,24
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,1188,1188
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,97,97
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,128,128
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,26,26
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,387,387
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,46,46
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,278,278
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,1437,1437
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,12,12
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,228,228
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,5,5
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,20,20
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,114,114
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,23,23
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,25,25
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,57,57
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,15680,15680
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,19,19
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,116,116
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,70,70
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,3565,3565
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,60,60
ENTRE RIOS TRJ,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,114,114
ENTRE RIOS CBBA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,606,606
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,15,15
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,12,12
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,27,27
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,3,3
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,18,18
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,88,88
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,38,38
GAIOC JATUN AYLLU YURA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,51,51
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,149,149
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,40,40
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,115,115
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,63,63
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,1849,1849
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,54,54
HUACARAJE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,106,106
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,68,68
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,20,20
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,51,51
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,573,573
HUARINA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,64,64
HUATAJATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,24,24
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,32,32
HUMANATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,18,18
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,10,10
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,65,65
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,71,71
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,7,7
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,76,76
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,89,89
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,97,97
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,61,61
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,235,235
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,3239,3239
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,33119,33119
LA RIVERA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,10,10
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,91,91
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,80,80
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,67,67
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,22,22
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,1560,1560
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,22,22
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,21,21
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,76,76
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,35,35
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,58,58
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,270,270
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,437,437
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,11,11
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,121,121
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,92,92
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,256,256
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,392,392
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,69,69
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,4,4
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,49,49
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,326,326
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,3937,3937
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,52,52
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,21,21
NAZACARA DE PACAJES,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,6,6
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,58,58
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,165,165
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,56,56
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,10680,10680
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,173,173
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,150,150
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,317,317
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,107,107
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,340,340
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,11,11
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,118,118
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,26,26
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,14,14
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,201,201
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,21,21
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,38,38
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,94,94
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,50,50
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,78,78
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,111,111
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,118,118
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,53,53
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,226,226
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,353,353
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,51,51
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,27,27
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,5785,5785
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,42,42
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,7,7
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,183,183
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,64,64
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,60,60
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,34,34
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,35,35
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,136,136
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,13,13
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,11,11
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,316,316
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,747,747
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,119,119
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,1237,1237
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,36,36
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,1255,1255
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,69,69
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,44,44
RAQAYPAMPA(ETA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,49,49
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,40,40
REYES,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,175,175
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,8712,8712
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,431,431
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,320,320
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,60,60
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,2893,2893
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,9,9
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,63,63
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,176,176
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,36,36
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,130,130
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,9,9
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,103,103
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,16,16
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,5,5
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,13,13
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,17,17
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,820,820
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,176,176
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,361,361
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,414,414
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,1527,1527
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,18,18
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,156,156
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,197,197
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,461,461
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,164,164
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,422,422
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,20,20
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,228,228
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,283,283
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,231,231
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,121,121
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,23,23
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,350,350
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,70,70
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,45,45
SAN PEDRO DE MACHA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,53,53
SAN PEDRO DE QUEMES,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,14,14
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,42,42
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,15,15
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,81,81
SAN RAMON BENI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,93,93
SAN RAMON SCZ,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,47,47
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,656,656
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,791468,791468
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,299,299
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,373,373
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,19,19
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,57,57
SANTIAGO DE HUATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,46,46
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,28,28
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,96,96
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,7,7
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,47,47
SENA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,47,47
SHINAOTA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,306,306
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,123,123
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,20,20
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,428,428
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,58,58
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,34,34
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,155,155
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,8554,8554
TACACHI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,5,5
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,58,58
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,33,33
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,10,10
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,6,6
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,78,78
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,6892,6892
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,50,50
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,133,133
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,10295,10295
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,57,57
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,59,59
TIAHUANACU,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,70,70
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,84,84
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,73,73
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,666,666
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,70,70
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,24,24
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,44,44
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,1,1
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,23,23
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,30,30
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,51,51
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,95,95
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,40,40
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,50,50
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,16,16
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,8,8
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,9235,9235
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,827,827
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,35,35
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,53,53
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,336,336
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,143,143
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,66,66
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,938,938
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,40,40
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,513,513
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,664,664
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,14,14
VILLA CHARCAS,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,53,53
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2023-01-01,760,760
