municipality,group,variable,month,Tratamientos iniciados con esquema ll,TOTAL
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,8,8
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
PALCA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,3,3
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,3,3
PUNATA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
SAN ANTONIO DE ESMORUCO,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
SAN BENITO,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,2,2
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,17,17
SOPACHUY,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,5,5
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,2,2
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
YOCALLA,tuberculosis,tratamientos iniciados con esquema ll,2005-04-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,3,3
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,2,2
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,2,2
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,3,3
MACHARETI,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,2,2
MOROCHATA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
POOPO,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
RAVELO,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
ROBORE,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
SAN ANTONIO DE LOMERIO,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,2,2
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,13,13
SENA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,3,3
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
VITICHI,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
YUNCHARA,tuberculosis,tratamientos iniciados con esquema ll,2005-05-01,1,1
ACHACACHI,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,2,2
ATOCHA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,2,2
CARAPARI,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,5,5
COLOMI,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,11,11
MAPIRI,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,2,2
PADCAYA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,5,5
PUERTO ACOSTA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
ROBORE,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
SAN ANTONIO DE ESMORUCO,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
SAN IGNACIO,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,4,4
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,27,27
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
TARATA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,2,2
TORO TORO,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2005-06-01,2,2
CAMATAQUI (C. VILLA ABECIA),tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,6,6
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,2,2
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,2,2
GUANAY,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,25,25
LICOMA PAMPA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,3,3
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,5,5
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
PUNA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,2,2
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,2,2
SAN ANTONIO DE ESMORUCO,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,10,10
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,2,2
TIAWANACU,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,4,4
VINTO,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2005-07-01,1,1
ARANI,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
ARBIETO,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
ATOCHA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,2,2
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,3,3
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,2,2
CHIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,14,14
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,2,2
CONCEPCION,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
COROICO,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,2,2
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,2,2
INCAHUASI,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,3,3
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,5,5
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
LAS CARRERAS,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,3,3
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,7,7
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,2,2
ROBORE,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
SAN ANTONIO DE ESMORUCO,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
SAN BUENA VENTURA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,16,16
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,2,2
TACACOMA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
TAPACARI,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,3,3
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
URUBICHA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
VITICHI,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2005-08-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema ll,2005-09-01,1,1
