,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,2,0,2,2
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,3,0,3,3
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,186,345,186,345,531
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,9,1,9,10
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,4,1,4,5
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,3,0,3,3
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,5,0,5,5
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,5,7,5,7,12
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,13,18,13,18,31
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,47,163,47,163,210
OKINAWA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,3,18,3,18,21
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,24,140,24,140,164
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,9,19,9,19,28
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,4,1,4,5
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,3,4,3,4,7
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,3,0,3,3
POCONA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,2,0,2,2
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
POROMA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,5,0,5,0,5
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,2,1,2,3
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,28,46,28,46,74
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,6,15,6,15,21
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,4,12,4,12,16
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,2,0,2,2
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,2,16,2,16,18
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,3,1,3,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,8,12,8,12,20
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,5,0,5,5
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,4,16,4,16,20
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,2,13,2,13,15
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,4,0,4,4
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,4,1,4,1,5
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,2,3,2,3,5
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,3,5,3,5,8
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,7,23,7,23,30
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,3,7,3,7,10
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,0,1,0,1
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,2,2,2,2,4
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,3,1,3,4
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,2,0,2,2
SAN RAMON BENI,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,76,140,76,140,216
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,6,7,6,7,13
SENA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,11,21,11,21,32
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,33,55,33,55,88
TAPACARI,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,0,1,0,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,2,1,2,1,3
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,88,149,88,149,237
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,10,1,10,11
TIPUANI,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,7,0,7,0,7
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,25,88,25,88,113
UNCIA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,29,87,29,87,116
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,6,0,6,6
VACAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,6,1,6,7
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,5,14,5,14,19
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,6,25,6,25,31
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,0,1,0,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,3,12,3,12,15
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,2,1,2,1,3
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,1,29,1,29,30
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,4,4,4,4,8
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2013-01-01,3,5,3,5,8
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,11,3,11,14
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,0,1,0,1
ALALAY,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,7,17,7,17,24
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,6,2,6,8
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,0,1,0,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,1,2,1,3
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,12,3,12,3,15
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,1,1,1,2
CARACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,9,31,9,31,40
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,5,2,5,7
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,4,20,4,20,24
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,7,3,7,3,10
CKOCHAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,22,41,22,41,63
COCAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,28,275,28,275,303
"COLCHA ""K""",internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,2,1,2,3
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,8,0,8,8
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,6,8,6,8,14
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
CUEVO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,0,2,0,2
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,10,0,10,10
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,66,311,66,311,377
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,10,15,10,15,25
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,6,0,6,6
FILADELFIA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,0,1,0,1
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,0,1,0,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,36,3,36,39
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,2,2,2,4
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,0,1,0,1
HUARINA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
ICLA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,1,1,1,2
INQUISIVI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,1,1,1,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,292,451,292,451,743
LAS CARRERAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,4,0,4,4
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,5,19,5,19,24
MACHACAMARCA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,1,1,1,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,3,1,3,4
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,7,0,7,7
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,12,15,12,15,27
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,27,100,27,100,127
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,3,0,3,3
OKINAWA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,16,3,16,19
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,58,28,58,28,86
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,9,15,9,15,24
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,1,3,1,4
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,3,1,3,4
PASORAPA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,0,2,0,2
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,4,0,4,4
POCOATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,0,1,0,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,5,3,5,8
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,12,2,12,14
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,15,2,15,17
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,23,3,23,26
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,4,34,4,34,38
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,5,0,5,5
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,5,94,5,94,99
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,10,25,10,25,35
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,11,1,11,12
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,4,2,4,6
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,8,3,8,11
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,5,2,5,7
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,9,31,9,31,40
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,2,1,2,3
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,1,1,1,2
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,1,2,1,3
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
SAN RAMON BENI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,75,166,75,166,241
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,3,2,3,5
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,2,2,2,4
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,19,61,19,61,80
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,7,1,7,8
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,111,161,111,161,272
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,4,1,4,1,5
TIPUANI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,2,0,2,2
TOLEDO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,1,1,1,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,65,112,65,112,177
UNCIA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,34,64,34,64,98
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,5,3,5,8
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,2,2,2,4
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,3,0,3,3
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,10,24,10,24,34
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,25,3,25,28
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,1,2,1,2,3
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,3,10,3,10,13
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,3,2,3,5
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,2,9,2,9,11
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,7,2,7,2,9
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,5,7,5,7,12
YOTALA,internaciones,ingresos referidos de otros establecimientos de salud,2013-02-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,1,10,1,10,11
ALCALA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,8,10,8,10,18
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,1,1,1,1,2
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,2,2,2,2,4
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,2,8,2,8,10
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
CAJUATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,5,18,5,18,23
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,6,9,6,9,15
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,1,4,1,4,5
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,5,12,5,12,17
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,2,3,2,3,5
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,2,4,2,4,6
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,57,123,57,123,180
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,19,250,19,250,269
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,7,0,7,7
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,1,4,1,4,5
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,4,9,4,9,13
COTAGAITA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
CUEVO,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,6,0,6,6
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,66,275,66,275,341
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,13,10,13,10,23
EL VILLAR,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,2,2,2,2,4
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,3,0,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,4,36,4,36,40
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,1,1,1,1,2
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,1,1,1,1,2
ICLA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,2,0,2,2
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
IXIAMAS,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,3,3,3,3,6
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,409,710,409,710,1119
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,12,0,12,12
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,3,0,3,3
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,7,3,7,3,10
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,1,7,1,7,8
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,8,18,8,18,26
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,42,145,42,145,187
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,3,17,3,17,20
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,100,86,100,86,186
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,10,25,10,25,35
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,3,4,3,4,7
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,2,8,2,8,10
PASORAPA,internaciones,ingresos referidos de otros establecimientos de salud,2013-03-01,3,2,3,2,5
