,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,2,0,0,0,0,0,3
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,6,0,5,0,1,0,0,0,13
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,5,0,18,1,2,0,0,0,27
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,3,2,0,1,0,0,7
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,2,0,0,1,0,0,6
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,5,0,0,0,0,0,8
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,1,0,0,0,2
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,6,0,1,0,0,0,9
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,24,3,3,0,0,0,33
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,4,0,6,0,3,0,0,0,13
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,2,0,1,1,0,0,5
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,4,0,1,0,0,0,6
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,2,0,14,0,2,0,0,0,19
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,4,0,0,0,0,0,4
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,1,1,0,1,0,0,0,4
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,2,0,2,0,0,0,6
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,5,1,11,0,1,0,0,0,18
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,6,0,34,4,3,1,0,0,48
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,0,1,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,2,1,0,0,0,0,0,3
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,6,0,11,2,2,0,0,0,22
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,1,0,0,0,0,2
CHUA COCANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,1,0,2,0,0,0,4
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,1,2,1,0,1,0,0,6
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,0,1,0,0,0,0,3
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,1,0,0,0,3
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,5,0,21,0,7,1,0,0,34
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,1,0,0,0,0,0,4
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,99,4,589,21,144,0,0,0,858
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,4,1,25,4,4,1,0,0,39
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,3,0,3,0,0,0,6
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,7,0,1,0,0,0,8
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,7,0,5,0,0,0,13
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,0,0,2,0,0,0,4
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,2,2,0,0,0,0,0,5
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,1,0,0,0,2
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,4,1,5,0,1,0,0,0,12
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,4,0,7,0,0,3,0,0,14
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,4,1,0,0,0,0,6
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,6,0,3,0,2,0,0,0,12
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,4,0,0,1,0,0,6
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,1,0,1,0,0,0,5
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,6,2,0,0,0,0,10
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,14,3,38,6,3,0,0,0,64
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,7,0,1,0,0,0,10
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,2,1,1,0,0,0,0,4
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,0,1,0,0,0,0,1
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,0,0,0,0,0,0,2
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,1,0,0,0,0,2
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,4,0,1,0,0,0,5
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,1,57,17,405,58,93,12,0,0,643
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,1,1,0,0,0,3
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,1,0,0,0,0,0,2
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,6,0,6,2,2,0,0,0,16
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,0,0,0,0,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,2,0,1,0,0,0,4
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,10,1,13,0,1,0,0,0,25
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,0,0,0,0,0,1
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,1,0,0,0,2
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,0,0,1,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,4,1,1,0,0,0,8
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,0,0,0,0,0,1
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,5,1,0,0,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,1,0,0,0,0,3
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,2,0,0,0,0,0,3
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,13,0,35,0,5,0,0,0,54
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,1,4,1,1,0,0,0,7
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,1,0,1,0,0,0,0,0,3
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,4,0,1,0,0,0,7
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,0,0,1,0,0,0,3
HUATAJATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,0,0,0,0,0,1
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,1,0,0,0,0,2
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,3,0,1,0,0,0,5
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,1,0,0,0,0,0,2
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,1,1,0,0,4
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,3,1,0,0,0,0,5
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,3,0,1,0,0,0,7
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,1,0,0,0,3
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,7,0,11,0,2,0,0,0,20
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,11,1,32,1,7,0,0,0,53
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,51,0,677,19,186,0,0,0,934
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,4,0,1,0,0,0,6
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,0,0,0,1,0,0,1
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,5,0,6,0,6,0,0,0,17
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,0,0,1,0,0,0,0,0,2
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,3,0,2,0,0,0,5
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,0,0,1,0,0,0,1
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,7,0,0,0,0,0,8
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,1,0,0,0,0,0,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,0,0,5,0,1,0,0,0,7
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,5,0,1,0,0,0,9
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,3,1,7,2,1,0,0,0,15
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,4,0,3,0,2,0,0,0,9
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,4,1,1,0,0,0,6
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,2,0,2,0,0,0,0,0,5
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,14,3,33,8,10,5,0,0,73
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,2,0,0,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,3,0,0,1,0,0,4
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,3,1,1,0,0,0,8
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,2,0,25,4,156,7,65,0,0,0,259
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,3,0,0,0,0,0,4
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,20,0,2,0,0,0,25
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,2,0,7,0,0,1,0,0,11
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,6,0,5,1,1,0,0,0,13
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,0,0,0,0,0,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,2,0,0,0,0,0,5
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,14,0,0,0,0,0,16
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,0,0,0,0,0,1
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,3,1,1,1,0,0,8
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,1,0,1,0,0,0,4
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,2,0,2,0,0,0,5
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,3,0,0,0,0,0,4
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,1,3,0,1,1,0,0,6
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,5,0,3,0,1,0,0,0,9
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,0,0,0,0,0,1
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,28,5,136,2,75,1,0,0,247
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,0,1,0,2,0,0,3
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,10,1,1,0,0,0,14
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,1,0,0,2
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,0,0,1,1,0,0,2
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,1,1,0,0,0,3
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,23,0,17,0,3,0,0,0,44
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,1,0,1,0,0,0,4
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,15,0,0,0,0,0,17
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,12,0,39,0,5,0,0,0,56
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,4,0,1,0,0,0,7
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,4,0,15,3,2,0,0,0,25
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,1,0,1,0,0,0,3
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,32,0,111,3,19,1,0,0,166
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,1,0,0,0,0,2
RAQAYPAMPA(ETA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,1,0,0,0,3
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,0,1,0,0,3
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,2,0,5,0,4,0,1,1,0,0,13
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,13,0,36,0,7,0,0,0,57
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,1,1,0,1,0,0,4
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,2,3,9,0,6,0,2,0,0,0,22
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,16,4,50,10,17,1,0,0,98
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,1,0,0,0,0,0,3
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,5,0,1,1,0,0,10
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,2,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,1,0,1,1,0,0,0,3
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,2,0,0,0,0,3
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,3,0,1,0,0,0,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,1,1,0,1,0,0,0,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,1,0,0,0,0,0,2
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,2,0,1,0,0,0,3
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,4,3,39,0,4,0,0,0,50
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,2,0,0,1,1,0,0,0,4
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,3,0,5,0,2,0,0,0,10
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,3,0,3,1,2,0,0,0,10
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,16,2,20,1,4,0,0,0,44
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,2,0,0,0,0,0,3
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,0,0,15,0,1,0,0,0,16
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,1,0,0,0,1,0,0,0,2
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,0,0,4,0,15,0,3,1,0,0,23
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2019-01-01,1,0,1,0,0,0,0,0,0,0,2
