,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,4,1,1,0,0,0,7
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,5,2,1,0,0,0,8
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,12,0,3,0,0,0,15
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,1,0,1,0,0,0,4
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,9,1,1,0,0,0,15
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,0,4,0,3,0,0,0,10
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,17,0,47,0,6,0,0,0,70
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,8,0,8,0,6,0,0,0,22
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,1,5,0,1,0,0,0,8
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,14,0,0,0,0,0,18
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,18,0,59,0,11,0,0,0,88
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,10,0,6,0,0,0,20
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,0,1,1,0,0,0,6
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,5,0,2,0,0,0,11
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,7,0,25,0,3,0,0,0,35
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,7,0,0,0,0,0,9
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,9,0,18,3,3,1,0,0,35
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,2,7,3,4,2,0,0,21
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,8,1,21,0,3,0,0,0,33
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,7,0,5,0,4,0,0,0,17
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,3,0,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,3,3,1,0,0,0,7
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,6,1,6,4,0,3,0,0,20
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,30,0,2,0,0,0,33
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,2,0,30,0,109,1,19,0,0,0,161
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,5,1,9,4,2,2,0,0,23
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,104,1,836,14,199,0,1,0,1155
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,10,0,42,0,12,0,0,0,64
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,10,0,0,0,0,0,10
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,2,0,0,0,0,0,3
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,6,0,17,0,2,0,0,0,26
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,1,0,4,0,1,0,0,0,7
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,7,2,30,2,4,1,0,0,47
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,12,0,0,0,0,0,13
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,3,3,3,1,0,0,11
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,1,0,0,0,0,0,3
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,5,0,19,0,3,0,0,0,27
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,9,1,14,2,3,4,0,0,33
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,5,0,0,0,0,0,6
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,3,0,0,0,0,0,3
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,1,0,0,0,2
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,9,0,4,0,0,0,14
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,1,2,0,0,0,4
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,8,0,8,0,1,0,0,0,17
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,22,0,89,0,11,0,0,0,123
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,8,0,41,2,3,0,0,0,54
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,1,0,0,0,0,0,2
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,3,0,0,0,0,0,4
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,1,9,3,2,0,0,0,19
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,4,0,0,1,0,0,6
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,1,0,0,0,0,2
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,5,0,7,0,2,0,0,0,14
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,4,0,123,34,848,183,173,30,0,0,1395
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,7,0,8,0,3,0,0,0,18
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,1,4,0,0,0,0,0,9
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,3,0,21,2,72,3,10,0,0,0,111
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,1,3,0,0,0,0,0,4
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,9,1,8,3,1,0,0,0,23
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,14,0,26,0,9,0,0,0,49
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,1,0,2,0,0,0,4
ESMERALDA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,0,1,0,0,0,0,1
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,2,0,2,0,0,0,4
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,4,0,0,0,0,0,4
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,13,1,0,0,0,0,18
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,4,0,0,0,0,0,8
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,6,0,12,0,3,0,0,0,21
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,5,0,1,0,0,0,7
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,13,1,30,1,5,0,0,0,50
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,1,0,1,0,0,0,3
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,2,0,15,0,56,0,7,0,0,0,80
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,1,0,6,0,1,0,0,0,9
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,2,7,0,1,0,0,0,11
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,1,2,1,0,0,0,5
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,15,0,1,0,0,0,20
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,2,0,0,0,0,0,4
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,3,1,0,0,0,0,4
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,0,0,1,0,0,0,2
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,3,0,0,0,0,0,5
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,2,0,0,0,0,0,4
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,4,1,0,0,0,0,5
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,1,2,0,1,0,0,6
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,1,0,0,0,0,0,2
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,3,1,2,0,0,0,6
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,12,1,2,0,0,0,16
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,13,0,0,0,0,0,15
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,7,0,1,0,0,0,10
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,13,0,39,0,3,0,0,0,55
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,40,0,118,0,19,0,0,0,178
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,97,5,587,0,133,0,0,0,822
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,14,0,0,0,0,0,16
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,0,1,1,0,0,0,0,0,3
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,0,0,0,0,0,0,2
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,10,1,45,0,7,0,0,0,63
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,1,0,1,0,0,0,6
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,1,1,0,1,0,0,0,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,4,0,0,0,0,0,4
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,5,0,0,0,0,0,5
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,1,0,0,0,0,0,2
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,0,19,0,3,0,0,0,25
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,7,0,4,0,0,0,15
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,1,0,0,0,0,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,11,0,35,0,1,0,0,0,48
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,6,0,2,0,0,0,8
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,14,0,16,2,2,0,0,0,35
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,10,0,20,0,6,0,0,0,36
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,0,3,0,1,0,0,0,7
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,3,0,2,0,0,0,7
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,6,0,20,1,2,0,0,0,29
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,43,3,196,7,47,2,0,0,298
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,2,2,0,0,0,0,6
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,0,3,0,2,0,0,0,8
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,1,0,4,0,1,0,0,0,7
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,0,0,0,0,0,0,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,9,2,1,0,0,0,13
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,5,0,8,0,0,0,0,0,13
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,1,0,1,0,0,0,3
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,56,28,342,12,80,1,1,0,521
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,13,0,1,0,0,0,15
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,3,0,14,0,1,0,0,0,19
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,0,19,0,3,0,0,0,25
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,12,0,3,0,0,0,19
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,2,0,11,0,18,0,4,0,0,0,35
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,5,0,0,0,0,0,6
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,0,3,0,0,0,0,0,6
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,1,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,9,1,21,0,2,0,0,0,33
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,0,0,0,1,0,0,3
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,2,6,1,2,6,0,0,19
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,12,0,3,0,0,0,19
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,5,0,0,0,0,0,6
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,6,0,10,0,2,0,0,0,18
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,5,0,7,3,2,3,0,0,20
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,15,1,1,1,0,0,20
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,0,7,0,2,0,0,0,12
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,0,2,0,0,0,0,0,5
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,4,0,62,6,281,13,51,1,0,0,418
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,2,0,3,1,0,0,6
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,15,1,0,0,0,0,17
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,4,0,2,0,0,0,7
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,6,3,2,0,0,0,12
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,1,4,0,0,0,0,0,5
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,23,0,1,0,4,0,0,0,28
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,9,0,2,0,0,0,12
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,2,0,0,0,0,0,3
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,0,4,0,21,0,0,0,0,0,26
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,20,0,77,0,5,0,0,0,102
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,3,10,1,0,1,0,0,16
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,8,0,38,0,4,0,0,0,50
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,2,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,1,24,4,111,13,26,3,0,0,182
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,0,1,0,0,0,0,2
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,0,2,0,1,0,0,0,4
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,5,1,4,0,0,11
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,2,0,9,1,0,0,0,0,12
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,11,0,70,0,174,2,22,0,0,0,279
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,5,0,12,1,1,0,0,0,19
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,1,3,17,2,6,0,2,0,0,0,31
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,33,3,105,10,24,2,0,0,177
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,0,0,0,3,0,0,0,6
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,3,2,6,1,1,0,0,0,13
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,4,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,3,1,0,2,0,0,6
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,4,0,6,0,4,0,0,0,14
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,7,0,6,0,1,0,0,0,14
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2019-01-01,0,0,1,1,7,1,0,0,0,0,10
