,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES,TOTALES
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,1,0,1,0,2,0,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,4,2,0,0,4,2,6
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,1,0,1,1,2,1,3
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,1,0,1,1,2,1,3
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,3,0,3,0,6,0,6
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,1,0,1,0,2,0,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,2,2,0,1,2,3,5
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,0,0,0,1,0,1,1
TARIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,1,0,1,0,2,0,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-01-01,9,3,2,4,11,7,18
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,1,0,1,0,2,0,2
AZURDUY,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,0,0,0,1,0,1,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,2,0,3,0,5,0,5
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,1,0,1,0,2,0,2
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,0,0,0,1,0,1,1
CAPINOTA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,1,0,1,0,2,0,2
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,3,1,0,0,3,1,4
CARAPARI,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,1,0,0,0,1,0,1
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,3,0,2,0,5,0,5
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,4,1,5,1,9,2,11
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,3,1,1,1,4,2,6
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,2,1,0,0,2,1,3
COLOMI,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,0,0,0,1,0,1,1
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,0,0,1,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,0,0,1,1,1,1,2
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,7,0,7,1,14,1,15
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,5,0,1,0,6,0,6
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,2,0,0,0,2,0,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,2,0,2,1,4,1,5
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,2,3,0,4,2,7,9
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,5,4,0,0,5,4,9
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,1,0,0,0,1,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,10,1,0,0,10,1,11
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,5,1,1,1,6,2,8
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,3,4,5,2,8,6,14
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,0,2,0,1,0,3,3
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,0,0,2,0,2,0,2
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,0,0,1,1,1,1,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,1,0,1,0,2,0,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-02-01,4,3,7,2,11,5,16
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,2,0,2,0,4,0,4
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,0,0,0,1,0,1,1
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,2,2,1,0,3,2,5
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,2,0,3,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,13,3,4,3,17,6,23
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,0,1,0,2,0,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,1,2,2,3,3,6
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,0,1,0,0,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,6,0,7,0,13,0,13
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,2,0,2,0,4,0,4
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,2,1,1,0,3,1,4
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,7,2,1,1,8,3,11
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,0,2,0,3,0,3
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,0,1,0,2,0,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,5,4,2,3,7,7,14
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,3,2,4,3,7,5,12
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,2,0,0,0,2,0,2
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,0,0,0,1,0,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,2,0,0,0,2,0,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,2,0,3,0,5,0,5
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,0,0,0,1,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,5,2,14,6,19,8,27
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,2,5,0,6,2,8
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,2,0,0,0,2,0,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,4,2,4,2,8,4,12
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,0,0,1,1,1,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,0,1,0,0,0,1,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,3,0,0,0,3,0,3
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,0,0,0,1,0,1
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,1,0,1,0,2,0,2
SUCRE,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,0,1,0,0,0,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-03-01,5,4,4,4,9,8,17
AZURDUY,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,1,0,0,1,1,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,1,1,1,2,2,4
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,0,1,0,2,0,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,2,0,1,1,3,4
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,1,0,1,1,2,3
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,0,1,1,1,1,2,3
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,0,1,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,6,1,6,1,12,2,14
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,13,5,18,6,31,11,42
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,2,0,0,0,2,0,2
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,0,0,0,1,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,7,0,5,0,12,0,12
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,0,1,0,0,0,1,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,1,0,1,1,2,3
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,9,1,2,1,11,2,13
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,2,3,1,1,3,4,7
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,13,7,9,7,22,14,36
MIZQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,0,0,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,2,2,1,1,3,3,6
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,3,2,1,1,4,3,7
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,4,2,2,1,6,3,9
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,3,0,6,0,9,0,9
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,0,0,0,1,0,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,0,0,0,1,0,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,2,0,2,0,4,0,4
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,0,0,1,0,1,0,1
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,4,0,3,1,7,1,8
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,0,0,2,0,2,0,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,0,0,0,1,0,1
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,0,0,0,1,0,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-04-01,10,4,8,2,18,6,24
AZURDUY,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,0,1,1,1,1,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,4,2,6,2,10,4,14
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,0,1,0,1,0,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,4,4,3,3,7,7,14
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,0,1,0,1,0,1
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,4,0,2,0,6,0,6
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,3,0,4,0,7,0,7
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,2,2,0,0,2,2,4
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,14,4,7,2,21,6,27
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,1,0,0,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,2,0,0,0,2,0,2
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,4,0,6,0,10,0,10
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,0,0,1,0,1,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,1,1,1,1,2,3
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,6,3,7,4,13,7,20
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,1,4,2,5,3,9,12
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,15,8,13,7,28,15,43
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,7,3,3,1,10,4,14
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,9,1,6,3,15,4,19
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,1,4,3,1,4,5,9
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,4,1,0,0,4,1,5
PUERTO SUAREZ,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,0,1,0,1,0,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,1,0,2,0,3,0,3
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,1,0,2,0,3,0,3
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,23,6,1,0,24,6,30
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,3,1,5,1,8,2,10
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,3,0,0,0,3,0,3
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,1,0,1,0,2,0,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,2,1,1,1,3,2,5
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,1,0,0,0,1,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,0,1,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,1,0,0,0,1,1
TIPUANI,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,1,0,1,0,2,2
URIONDO (A. CONCEPCION),leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,0,0,1,0,1,0,1
UYUNI,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,4,0,0,0,4,0,4
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-05-01,6,3,6,5,12,8,20
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,3,2,1,1,4,3,7
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,0,1,0,0,0,1,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,9,2,1,4,10,6,16
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,0,1,0,2,0,2
CAPINOTA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,0,1,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,28,5,25,6,53,11,64
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,2,0,0,1,2,3
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,0,0,2,0,2,0,2
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,3,0,3,0,6,0,6
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,0,2,1,1,1,3,4
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,11,0,7,0,18,0,18
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,0,1,0,2,0,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,7,5,14,9,21,14,35
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,5,0,5,0,10,0,10
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,2,1,2,0,4,1,5
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,10,1,11,1,21,2,23
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,0,1,3,2,3,3,6
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,7,5,5,3,12,8,20
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,0,1,0,2,0,2
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,15,2,22,6,37,8,45
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,3,1,0,0,3,1,4
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,6,1,5,1,11,2,13
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,0,1,0,1,0,2,2
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,7,3,0,0,7,3,10
SENA,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,4,1,0,0,4,1,5
TURCO,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,0,1,0,2,0,2
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,2,0,0,1,2,3
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,6,2,5,2,11,4,15
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2013-06-01,1,0,0,0,1,0,1
BELEN DE ANDAMARCA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,0,0,1,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,2,1,1,2,3,5
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,3,1,0,0,3,1,4
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,3,0,7,1,10,1,11
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,0,0,0,1,0,1
CAMIRI,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,32,35,28,22,60,57,117
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,2,1,0,0,2,1,3
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,2,0,1,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,2,0,0,0,2,0,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,0,14,1,15,1,16
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,0,0,0,1,0,1
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,2,0,0,0,2,0,2
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,1,1,2,2,3,5
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,9,1,8,2,17,3,20
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,0,1,0,2,0,2
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,0,0,1,0,1,0,1
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,5,0,5,0,10,0,10
INQUISIVI,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,4,2,3,2,7,4,11
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,1,0,1,1,2,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,33,20,7,5,40,25,65
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,11,0,0,0,11,0,11
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,0,1,0,1,0,2,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,4,0,4,0,8,0,8
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,2,0,0,0,2,0,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,7,5,5,4,12,9,21
PUERTO SUAREZ,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,0,0,1,0,1,0,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,4,2,3,1,7,3,10
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,20,6,18,3,38,9,47
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,2,1,4,1,6,2,8
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,1,0,1,1,2,3
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,0,1,0,0,0,1,1
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,2,0,0,0,2,0,2
SENA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,0,0,0,1,0,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,0,0,0,1,0,1
TIQUIPAYA,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,0,0,1,1,1,1,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,5,5,3,2,8,7,15
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2013-07-01,1,2,0,0,1,2,3
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,0,1,0,0,0,1,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,2,1,0,1,2,2,4
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,0,1,0,1,0,2,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,3,0,3,0,6,0,6
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,1,0,0,1,1,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,0,2,0,3,0,3
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,0,1,1,2,1,3,4
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,2,0,1,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,2,1,0,0,2,1,3
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,19,11,5,4,24,15,39
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,1,0,0,1,1,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,0,0,0,1,0,1,1
COLCAPIRHUA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,10,1,6,1,16,2,18
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,4,0,0,0,4,0,4
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,1,0,1,1,2,1,3
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2013-08-01,3,1,2,1,5,2,7
