municipality,group,variable,month,Cirugías medianas y mayores,TOTAL
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,377,377
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-02-01,7,7
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,215,215
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,21,21
UNCIA,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,42,42
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,7,7
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,36,36
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,14,14
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,56,56
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,9,9
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,14,14
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,37,37
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,26,26
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,107,107
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,6,6
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2009-02-01,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,21,21
BAURES,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,3,3
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,33,33
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,3,3
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,7,7
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,87,87
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,6,6
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,17,17
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,9,9
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,6,6
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2009-03-01,3,3
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,135,135
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,3043,3043
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,73,73
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,9,9
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,34,34
COPACABANA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,2,2
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,17,17
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,1,1
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,12,12
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,6,6
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,755,755
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,17,17
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,73,73
JESUS DE MACHACA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,6,6
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,2736,2736
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,55,55
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,11,11
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,6,6
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,21,21
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,60,60
OCURI,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,679,679
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,28,28
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,14,14
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,55,55
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,223,223
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,4,4
PUERTO QUIJARRO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,2,2
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,21,21
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,22,22
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,36,36
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,45,45
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,8,8
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,271,271
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,12,12
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,11,11
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,77,77
SAN ANTONIO DE LOMERIO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,1,1
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,36,36
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,5,5
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,30,30
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,6,6
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,42,42
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-03-01,12,12
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,64,64
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,44,44
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,35,35
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,5,5
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,19,19
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,23,23
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,4296,4296
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,1,1
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,6,6
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,949,949
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,5,5
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,418,418
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,3,3
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-03-01,8,8
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,260,260
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,28,28
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,10,10
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,43,43
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,15,15
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,67,67
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,39,39
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,27,27
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,3,3
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,33,33
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,144,144
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-03-01,11,11
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,4,4
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2009-04-01,1,1
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,12,12
BAURES,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,44,44
BETANZOS,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,4,4
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,18,18
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,75,75
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,17,17
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,19,19
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,9,9
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2009-04-01,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,129,129
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,2933,2933
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,62,62
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,10,10
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,26,26
COROICO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,15,15
COTAGAITA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,1,1
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,14,14
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,11,11
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,865,865
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,20,20
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,67,67
JESUS DE MACHACA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,3,3
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,2845,2845
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,54,54
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,10,10
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,3,3
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,34,34
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,58,58
OCURI,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,1,1
ORURO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,611,611
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,11,11
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,19,19
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,32,32
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,210,210
PUERTO ACOSTA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,1,1
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,18,18
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,36,36
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,55,55
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,42,42
REYES,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,5,5
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,270,270
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,7,7
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,6,6
SACABA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,64,64
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,3,3
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,36,36
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,7,7
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,25,25
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,64,64
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2009-04-01,7,7
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,1,1
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,31,31
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,35,35
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,44,44
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,2,2
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,9,9
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,13,13
SAN RAMON,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,1,1
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,19,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,4040,4040
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,1,1
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,4,4
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,961,961
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,8,8
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,492,492
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,5,5
TIRAQUE (CBBA),cirugias y anestesias,cirugias medianas y mayores,2009-04-01,13,13
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,144,144
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,26,26
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,40,40
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,15,15
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,56,56
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,22,22
VINTO,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,33,33
WARNES,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,27,27
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,113,113
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,5,5
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2009-04-01,1,1
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2009-05-01,20,20
