municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,9,9
VITICHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,7,7
YACO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,7,7
YACUIBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-01-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,9,9
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
AIQUILE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
ANTEQUERA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,6,6
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,26,26
BOLPEBRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CAIROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,10,10
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
CAMARGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CAMIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
CARANAVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
CARIPUYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
CHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CHOQUE COTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,14,14
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
COLLANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
COMBAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CORO CORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,7,7
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,51,51
EL CHORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
EXALTACION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
FILADELFIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,8,8
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
GUTIERREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
HUACHACALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,8,8
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
INQUISIVI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,11,11
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,7,7
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,10,10
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,57,57
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
LICOMA PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
MAGDALENA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
MALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
OCURI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
PADILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
PAILON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,9,9
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,8,8
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,6,6
PATACAMAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
PAZÑA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,7,7
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,9,9
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,6,6
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,11,11
QUIABAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,2,2
RAVELO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
REYES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,14,14
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,5,5
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,3,3
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2020-02-01,4,4
