municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,7665,7665
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,51,51
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,129,129
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,255,255
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,399,399
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,46,46
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,524,524
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,31,31
ESCOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,10,10
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,324,324
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,94,94
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,5,5
GUANAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,20,20
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,40,40
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,217,217
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,85,85
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,207,207
HUARACAJE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,40,40
HUARINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,222,222
HUATAJATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,9,9
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,64,64
HUMANATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,4,4
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,142,142
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,255,255
INQUISIVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,79,79
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,78,78
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,28,28
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,192,192
LA ASUNTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,3,3
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,195,195
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,69,69
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,412,412
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,110,110
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,58,58
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,48,48
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,33,33
LURIBAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,30,30
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,68,68
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,210,210
MAGDALENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,21,21
MALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,50,50
MECAPACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,88,88
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,98,98
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,315,315
MOJINETE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,18,18
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,165,165
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,251,251
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,811,811
MOROCHATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,50,50
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,27,27
OCURI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,14,14
OKINAWA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,36,36
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,371,371
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,1519,1519
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,204,204
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,206,206
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,568,568
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,107,107
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,144,144
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,115,115
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,28,28
PASORAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,20,20
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,50,50
PELECHUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,60,60
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,133,133
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,95,95
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,60,60
POOPO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,1,1
PORCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,41,41
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,270,270
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,321,321
PORTACHUELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,69,69
PORVENIR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,13,13
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,3222,3222
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,177,177
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,375,375
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,35,35
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,220,220
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,150,150
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,295,295
PUERTO SILES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,50,50
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,67,67
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,301,301
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,116,116
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,370,370
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,279,279
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,100,100
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,90,90
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,65,65
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,343,343
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,115,115
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,485,485
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,2,2
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,88,88
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,41,41
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,751,751
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,37,37
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,87,87
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,250,250
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,316,316
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,75,75
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,117,117
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,6,6
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,31,31
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,408,408
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,36,36
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,385,385
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,126,126
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,457,457
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,15,15
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,85,85
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,148,148
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,488,488
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,88,88
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,24,24
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,370,370
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,25,25
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,98,98
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,19,19
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,119,119
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,80,80
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,10,10
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,20,20
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,136,136
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,7,7
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,38,38
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,1761,1761
SANTA ROSA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,100,100
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,10,10
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,31,31
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,134,134
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,49,49
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,42,42
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,75,75
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,124,124
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,99,99
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,95,95
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,164,164
SICAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,25,25
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,80,80
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,159,159
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,78,78
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,322,322
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,24040,24040
TACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,85,85
TACACOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,69,69
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,41,41
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,43,43
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,23,23
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,230,230
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,36,36
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,57,57
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,1855,1855
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,99,99
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,35,35
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,34,34
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,202,202
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,274,274
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,196,196
TODOS SANTOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,20,20
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,312,312
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,119,119
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,195,195
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,24,24
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,72,72
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,245,245
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,606,606
TURCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,3,3
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,176,176
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,202,202
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,68,68
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,104,104
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,33,33
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,59,59
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,148,148
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,126,126
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,60,60
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,275,275
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,81,81
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,99,99
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,280,280
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,511,511
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,78,78
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,419,419
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,432,432
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,19,19
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,12,12
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,761,761
YACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,79,79
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,739,739
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,364,364
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,28,28
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2020-01-01,1955,1955
