municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,31,31
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,41,41
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,3,3
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
OMEREQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,6,6
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,4,4
PORTACHUELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,4,4
PUCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,3,3
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,4,4
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,3,3
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,4,4
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,7,7
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,6,6
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,26,26
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,3,3
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,5,5
TAPACARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
TRIGAL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,4,4
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
TURCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,5,5
URUBICHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,3,3
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,6,6
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-01-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
ANTEQUERA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,4,4
ARBIETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
AYATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
CHARAÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CHIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,4,4
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,37,37
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,4,4
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,43,43
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,6,6
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
OMEREQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
PAZÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,11,11
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,4,4
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
PUCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,25,25
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,23,23
SANTA ROSA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
SENA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
TACACOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,4,4
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,5,5
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,3,3
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,5,5
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,5,5
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-02-01,2,2
ACACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,2,2
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,2,2
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,3,3
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,2,2
CHACARILLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2012-03-01,2,2
