municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
CUEVO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
CULPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,7,7
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,8,8
DESAGUADERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,230,230
EL CHORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,17,17
EL TORNO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,25,25
EL VILLAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,13,13
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,15,15
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,7,7
EUCALIPTUS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,20,20
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,50,50
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,40,40
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,18,18
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,5,5
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,55,55
HUARINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,6,6
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,10,10
HUMANATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,14,14
ICHOCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,22,22
INQUISIVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
IXIAMAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,13,13
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,9,9
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,159,159
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,189,189
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,54,54
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,14,14
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,10,10
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,5,5
MACHACAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,19,19
MAGDALENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
MALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,12,12
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,14,14
MOCOMOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,10,10
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,20,20
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,33,33
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,10,10
MORO MORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,25,25
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,20,20
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,32,32
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,164,164
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,5,5
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,36,36
PALCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,7,7
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,8,8
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
POCONA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
POJO (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,15,15
PORONGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
PORTACHUELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,176,176
PRESTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,23,23
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,12,12
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
PUERTO SILES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,20,20
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,11,11
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,157,157
QUIABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,7,7
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,326,326
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,32,32
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,23,23
RIBERALTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,56,56
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,53,53
SACABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,14,14
SAIPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,13,13
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,11,11
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,13,13
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,5,5
SAN BORJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,8,8
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,294,294
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,156,156
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,61,61
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,31,31
SAN MATIAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,26,26
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,6,6
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,5,5
SAN RAFAEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,246,246
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,6,6
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,8,8
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,18,18
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,7,7
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,22,22
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,7,7
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,26,26
SIPE SIPE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,5,5
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,52,52
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,61,61
TACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,14,14
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,25,25
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,43,43
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,424,424
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,33,33
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
TIPUANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,15,15
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,23,23
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,9,9
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
TOLEDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,19,19
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,12,12
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,16,16
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,55,55
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,211,211
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,10,10
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,14,14
UNCIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,55,55
URUBICHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,7,7
UYUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,4,4
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,6,6
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,96,96
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,47,47
VILA VILA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,8,8
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,24,24
VILLA RIVERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,16,16
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,15,15
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,38,38
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,11,11
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,16,16
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,16,16
WARNES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,8,8
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,353,353
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,12,12
YANACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,2,2
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,8,8
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,14,14
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,40,40
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-01-01,40,40
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,36,36
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,18,18
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,18,18
ALTO BENI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,8,8
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,4,4
APOLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,8,8
ARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,20,20
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,2,2
ARQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,4,4
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,20,20
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,28,28
BAURES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,2,2
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,29,29
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,31,31
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,18,18
BOLPEBRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,2,2
BOYUIBE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,8,8
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,14,14
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
CALACOTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,24,24
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,19,19
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,9,9
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,22,22
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,16,16
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,3,3
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,19,19
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,25,25
CARIPUYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,23,23
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,4,4
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,6,6
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,4,4
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,7,7
CHAYANTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,41,41
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,10,10
CHOQUE COTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,12,12
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,19,19
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,3,3
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,203,203
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2012-02-01,25,25
