municipality,group,variable,month,Nº de comunidades que participaron en el CAI de establecimiento,TOTAL
CHALLAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,4,4
CHARAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,4,4
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,3,3
COLLANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
CORIPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,3,3
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,8,8
CUEVO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,5,5
CURVA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,23,23
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,7,7
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,5,5
HUANUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,26,26
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,6,6
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,4,4
MORO MORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,5,5
ORURO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,13,13
POCONA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,3,3
PORTACHUELO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,14,14
PUNA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,3,3
PUNATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,8,8
QUIME,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,6,6
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,12,12
SAN BORJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,6,6
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,14,14
SAN PEDRO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,10,10
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,5,5
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,4,4
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,3,3
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,3,3
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,38,38
TAPACARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,23,23
TARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,12,12
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,4,4
TOLATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,5,5
TUPIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
TURCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,31,31
URUBICHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
VILA VILA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,12,12
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,11,11
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,12,12
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,5,5
YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,11,11
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-01-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,8,8
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
ANTEQUERA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,10,10
APOLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
ARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,6,6
ARBIETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,7,7
ATOCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
AYATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,9,9
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
CHARAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
CHARAÑA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
CHIPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,7,7
COBIJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,14,14
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,5,5
COLLANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
CORIPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,5,5
CULPINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,26,26
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,10,10
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,4,4
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,7,7
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,21,21
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
GUTIERREZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,11,11
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,24,24
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,20,20
LAJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
MAGDALENA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,21,21
MORO MORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
OKINAWA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,6,6
OMEREQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,8,8
PAZÑA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,11,11
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,4,4
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
PUCARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,11,11
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,13,13
QUIME,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,6,6
ROBORE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,12,12
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,6,6
SACABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,7,7
SAN BORJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,6,6
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,50,50
SAN PEDRO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,4,4
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,9,9
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,11,11
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
SENA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,15,15
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,17,17
TARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,14,14
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,19,19
TOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,8,8
UYUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,8,8
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
VILA VILA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,2,2
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,12,12
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,3,3
YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-02-01,10,10
ACACIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,7,7
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,2,2
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,3,3
ARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,4,4
ARBIETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,9,9
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,3,3
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,9,9
CHALLAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,4,4
COCAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,21,21
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,3,3
COMARAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,20,20
COPACABANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
COROICO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,8,8
CUEVO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,5,5
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2012-03-01,1,1
