,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,1,1,0,2
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,1,3,0,4
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
SAN LORENZO(PND),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,0,1,2,3
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,3,0,0,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,50,35,1,0,86
SANTA ROSA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
SENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,0,1,0,1
SHINAOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,0,1,1,2
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,5,3,1,2,11
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,1,4,0,0,5
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,1,2,0,0,3
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,3,16,15,34
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,1,0,1,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,3,0,0,3
VILLAZON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,1,0,1,2
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,1,1,1,0,3
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,5,6,0,0,11
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-01-01,3,2,0,0,5
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,5,2,0,0,7
CABEZAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
CHIMORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,2,0,1,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,7,5,2,0,14
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
COLOMI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
COMANCHE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
CONCEPCION,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
CORIPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,1,2
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,6,5,1,3,15
EL TORNO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,2,0,0,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,2,0,1,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,2,2,2,6
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,2,1,0,0,3
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,5,7,0,0,12
LICOMA PAMPA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
LORETO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,1,2
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,3,0,0,3
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,4,1,6
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,2,0,0,3
PUNATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,4,1,4,1,10
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,1,0,2
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,3,1,0,0,4
SACACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,2,2,1,6
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,3,4
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,11,14,1,4,30
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
SENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,2,0,0,2
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,1,0,0,2
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
TARACO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,0,1
TINGUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,3,2,10,3,18
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,2,1,0,0,3
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,1,1,3
VILLAZON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,0,1
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,0,0,1,2
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,1,1,0,0,2
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-02-01,0,1,0,1,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,0,1,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,1,1,0,3
CATACORA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,0,2,2
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,1,1,3
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,2,5,5,5,17
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,1,0,0,2
CONCEPCION,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,1,0,1,3
COTAGAITA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,5,1,0,0,6
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,2,1,0,3
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,11,14,17,23,65
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
GUAQUI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,1,0,1
INQUISIVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,1,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,1,0,0,2
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,1,0,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,6,5,0,2,13
LAJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,1,0,1
MAGDALENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,1,0,1
MAPIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,4,0,2,1,7
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,1,0,2
PALCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,2,2,0,0,4
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,1,2
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,2,0,3,3,8
PUERTO CARABUCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,1,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,2,1,4
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,3,5,8,3,19
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,21,1,0,0,22
ROBORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,1,0,1,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,1,0,0,2
SAN CARLOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,2,0,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,1,2,4
SAN LUCAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,0,1,1
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,0,1,1
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,1,0,1,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,19,15,3,4,41
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,1,0,0,1
SENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,0,0,1,1
SORATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,7,2,0,1,10
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,2,3,1,6
TIPUANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,2,0,0,2
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,3,0,5,10,18
VALLEGRANDE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,1,0,1,2
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,1,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,3,2,3,2,10
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,0,1,0,0,1
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,0,3,5,9
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,2,0,2,2,6
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-03-01,1,1,0,1,3
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
ANCORAIMES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
APOLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,5,0,0,0,5
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,0,2,2
ATOCHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
AYO AYO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,1,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,2,3
BAURES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,2,0,0,0,2
CABEZAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,1,0,0,2
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
CAQUIAVIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,2,0,2
CARACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,0,0,0,1
CATACORA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,2,3
CHAQUI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
CHIMORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,1,2
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,1,2
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,4,3,21,15,43
COIPASA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,0,1,1
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,2,0,0,2
COLOMI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
CONCEPCION,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,1,2
COPACABANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
CORIPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,1,2
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,2,5,6,13
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,14,18,49,64,145
EL PUENTE(TJA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,0,1,1
EL TORNO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,2,0,0,3
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,3,0,1,4
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,0,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,0,2,2
HUACARAJE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,0,1,1
HUANUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,1,2
INQUISIVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,2,1,0,3
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,1,2,3,7
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,6,14,37,37,94
LORETO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,2,3,1,7
MACHARETI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,0,1,1
MAGDALENA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,2,0,2
MAIRANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,0,0,0,1
MALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
MECAPACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,0,1,0,2
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,4,5
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
OCURI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,2,2,5
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,3,1,15,17,36
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,2,1,3
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
PATACAMAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,0,1,1
PELECHUCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,2,0,1,2,5
POCOATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,0,1,1
POJO (CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,1,0,2
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,3,2,10,11,26
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,1,0,0,1
PUERTO ACOSTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,0,1,0,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,0,0,0,1
PUERTO RICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,1,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,0,0,1,2
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,1,0,9,7,17
REYES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2023-04-01,0,0,5,1,6
