,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,64,56,34,25,179
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
EL PUENTE(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,4,0,0,5
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,3,1,4
EXALTACION,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
FILADELFIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
GUANAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,1,0,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,1,2
HUANUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
ICHOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,2,0,2
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,2,3
IXIAMAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,3,0,0,4
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,4,3,0,1,8
LA GUARDIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,3,15,0,0,18
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,115,113,10,10,248
LAGUNILLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
MAIRANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
MALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
MAPIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,2,0,0,3
MECAPACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,4,0,0,5
MIZQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
MOJOCOYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,3,2,3,3,11
MOROCHATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,1,2
OKINAWA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,20,21,4,1,46
PAILON,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,1,2
PALCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,5,0,0,5
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,2,0,1,2,5
PORTACHUELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,2,3,0,1,6
POSTRER VALLE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,10,7,0,2,19
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,3,5,2,1,11
PUERTO ACOSTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,1,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,3,3,2,3,11
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,4,6,4,3,17
PUNA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,0,1,1
PUNATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,4,0,0,4
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,23,22,8,16,69
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,2,2,0,0,4
REYES,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,2,2,2,7,13
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,2,2,0,5
SACABA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,10,11,5,6,32
SACABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,1,0,2
SACACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,1,1,0,3
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,1,0,1,3
SAN BORJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,7,2,11,7,27
SAN CARLOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,3,0,0,0,3
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,2,3,0,5
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,2,0,1,4
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,2,4,2,0,8
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,0,0,1
SAN JULIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,3,4,0,0,7
SAN LORENZO(PND),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,4,0,0,5
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,0,1,2
SAN RAFAEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,5,0,0,0,5
SANTA ANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,169,167,4,5,345
SANTA ROSA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,3,0,0,3
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
SAPAHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,3,0,0,1,4
SENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,4,7,8,12,31
SHINAOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,4,3,1,3,11
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,1,1,3
SIPE SIPE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,2,0,1,2,5
SOPACHUY,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,1,2,4
SORATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
SUCRE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,21,20,16,18,75
TACACOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,2,2,0,0,4
TAPACARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,3,2,2,8
TARIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,11,9,1,0,21
TEOPONTE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,5,6,0,0,11
TIAHUANACU,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
TINGUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
TIPUANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,2,3,0,5
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,14,16,2,2,34
TORO TORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,1,2
TRINIDAD,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,13,13,35,26,87
TUPIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
UMALA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,1,0,2
UNCIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,0,1,0,2
URUBICHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,2,2,0,0,4
VALLEGRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
VIACHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,7,7,3,3,20
VILLA MONTES,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
VILLA RIVERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,1,0,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,6,8,0,0,14
VILLAZON,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,2,0,1,0,3
VINTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,1,1,0,2,4
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,0,1
WARNES,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,11,7,1,0,19
YACUIBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,3,8,2,1,14
YANACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,1,0,0,1
YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-01-01,0,0,1,2,3
ACACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,0,0,0,2
AYATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,5,5
BATALLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,1,0,2
BETANZOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,1,1,1,6
BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,5,3,1,2,11
CAJUATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
CALAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,1,2
CAQUIAVIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,3,0,2,6
CARANAVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,2,0,0,3
CHALLAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
CHAYANTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
CHIMORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,2,15,6,25
CHIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,1,1,1,6
CKOCHAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,2,1,3
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,1,1,1,6
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,23,30,8,10,71
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,3,0,2,7
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,1,0,2
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,1,0,2
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,2,1,0,4
COPACABANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,2,1,1,4
COROICO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
COTAGAITA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,1,4,0,8
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
CUEVO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,21,23,26,28,98
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,2,2,2,8
EXALTACION,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
GUANAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,0,1,0,4
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,2,4,6,13
HUACARETA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,1,0,2
IXIAMAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,0,3,3,8
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,4,3,0,1,8
LA GUARDIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,3,2,0,7
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,32,25,6,6,69
LLICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,4,2,0,0,6
MECAPACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
MINEROS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
MOJOCOYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,4,1,1,9
MOROCHATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,1,0,1
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,6,5,7,3,21
PAILON,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,14,15,29
PALCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,2,1,3,9
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
POJO (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,1,0,1,3
PORONGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,0,0,0,2
PORTACHUELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,2,0,0,2
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,3,1,0,6
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,2,0,1,4
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,2,0,0,2
PUERTO RICO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,3,4,8
PUNA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,1,0,1
PUNATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,5,9,12,28
QUIME,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,1,1,2
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,5,3,9
RIBERALTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,0,8,5,16
ROBORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,1,2
SACABA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,4,1,2,4,11
SAN ANDRES,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,1,0,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,1,19,15,38
SAN CARLOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,1,2,4
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,1,8,2,12
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,4,0,0,4
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,5,1,3,5,14
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,4,1,0,8
SAN JULIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,0,0,0,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,1,0,0,3
SAN PEDRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,1,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,1,2,0,4
SAN RAMON BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
SAN RAMON SCZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,1,3,4,9
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,64,66,4,5,139
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
SAPAHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
SENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,4,1,0,2,7
SHINAOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,4,0,0,0,4
SIPE SIPE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,1,0,2
SOPACHUY,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,6,5,4,2,17
TACACOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,1,0,1
TAPACARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,2,2,3,7
TARIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,4,0,2,9
TEOPONTE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,2,5,0,8
TIPUANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,1,0,1,3
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,8,7,8,3,26
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
TODOS SANTOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,0,0,1
TOLATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
TOMAVE,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,1,26,19,48
UNCIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,2,1,3
URUBICHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,2,1,0,0,3
UYUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,0,1,0,2
VIACHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,4,5,7,2,18
VILLA MONTES,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,3,0,0,4
VILLA RIVERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,0,1,0,1
VILLA SERRANO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,4,4,4,3,15
VILLAZON,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,1,1,0,3
VINTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,1,1,0,1,3
WARNES,vacunacion en ninos de 4 anos,srp 2da. dosis,2023-02-01,3,3,1,4,11
